# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
100000 23832.7 -0.266457 3999.74 0.999226
200000 23832.7 2.26733 3999.31 0.999671
300000 23832.7 -0.17736 3999.72 0.99923
400000 23832.7 -0.00218604 3999.69 0.999275
500000 23832.7 -0.113802 3999.71 0.999236
600000 23832.7 -0.153133 3999.72 0.99923
700000 23832.7 -0.0712287 3999.7 0.999233
800000 23832.7 -0.218317 3999.73 0.999274
900000 23832.7 0.988077 3999.53 0.999526
1000000 23832.7 -0.257153 3999.73 0.999247
