Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 2.06287e+08
 100000 8.18328e+08
 150000 1.82609e+09
 200000 3.21979e+09
 250000 4.98988e+09
 300000 7.12706e+09
 350000 9.62225e+09
 400000 1.24666e+10
 450000 1.56515e+10
 500000 1.91685e+10
 550000 2.30095e+10
 600000 2.71663e+10
 650000 3.16313e+10
 700000 3.63967e+10
 750000 4.14553e+10
 800000 4.67996e+10
 850000 5.24228e+10
 900000 5.83178e+10
 950000 6.4478e+10
 1e+06 7.08968e+10
 1e+06 7.08985e+10
 2e+06 2.44828e+11
 3e+06 4.813e+11
 4e+06 7.5577e+11
 5e+06 1.05334e+12
 6e+06 1.36496e+12
 7e+06 1.68515e+12
 8e+06 2.01052e+12
 9e+06 2.33907e+12
 1e+07 2.66959e+12
 1.1e+07 3.00133e+12
 1.2e+07 3.33384e+12
 1.3e+07 3.66679e+12
 1.4e+07 3.99999e+12
 1.5e+07 4.33329e+12
 1.6e+07 4.66662e+12
 1.7e+07 4.9999e+12
 1.8e+07 5.33309e+12
 1.9e+07 5.66619e+12
 2e+07 5.99918e+12
 2e+07 6.00113e+12
 4e+07 1.26584e+13
 6e+07 1.9299e+13
 8e+07 2.59059e+13
 1e+08 3.25184e+13
 1.2e+08 3.913e+13
 1.4e+08 4.57343e+13
 1.6e+08 5.23252e+13
 1.8e+08 5.89183e+13
 2e+08 6.5507e+13
 2.2e+08 7.206e+13
 2.4e+08 7.86222e+13
 2.6e+08 8.52198e+13
 2.8e+08 9.18345e+13
 3e+08 9.84676e+13
 3.2e+08 1.05129e+14
 3.4e+08 1.11783e+14
 3.6e+08 1.18424e+14
 3.8e+08 1.25085e+14
 4e+08 1.31739e+14
 4e+08 1.32586e+14
 8e+08 2.6711e+14
 1.2e+09 3.99387e+14
 1.6e+09 5.33223e+14
 2e+09 6.62659e+14
