Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 2.28853e+07 3.36211e+07
 100000 9.12974e+07 1.28801e+08
 150000 2.04875e+08 2.77851e+08
 200000 3.63258e+08 4.74129e+08
 250000 5.66092e+08 7.11868e+08
 300000 8.13022e+08 9.86065e+08
 350000 1.1037e+09 1.29236e+09
 400000 1.43777e+09 1.62693e+09
 450000 1.8149e+09 1.98646e+09
 500000 2.23474e+09 2.36802e+09
 550000 2.69696e+09 2.76905e+09
 600000 3.20121e+09 3.18731e+09
 650000 3.74717e+09 3.6208e+09
 700000 4.33449e+09 4.06775e+09
 750000 4.96286e+09 4.52662e+09
 800000 5.63194e+09 4.99606e+09
 850000 6.34141e+09 5.47484e+09
 900000 7.09095e+09 5.96189e+09
 950000 7.88023e+09 6.45628e+09
 1e+06 8.70893e+09 6.95717e+09
 1e+06 8.70599e+09 6.96531e+09
 2e+06 3.30836e+10 1.76568e+10
 3e+06 7.08005e+10 2.87611e+10
 4e+06 1.19889e+11 3.99722e+10
 5e+06 1.78668e+11 5.12476e+10
 6e+06 2.45697e+11 6.25387e+10
 7e+06 3.19782e+11 7.38531e+10
 8e+06 3.99908e+11 8.51747e+10
 9e+06 4.85182e+11 9.65207e+10
 1e+07 5.74816e+11 1.0788e+11
 1.1e+07 6.68142e+11 1.19247e+11
 1.2e+07 7.64596e+11 1.30615e+11
 1.3e+07 8.63722e+11 1.41981e+11
 1.4e+07 9.65119e+11 1.53357e+11
 1.5e+07 1.06847e+12 1.64829e+11
 1.6e+07 1.1735e+12 1.76359e+11
 1.7e+07 1.27994e+12 1.87912e+11
 1.8e+07 1.38756e+12 1.99506e+11
 1.9e+07 1.49622e+12 2.11185e+11
 2e+07 1.60575e+12 2.22934e+11
 2e+07 1.62553e+12 2.27427e+11
 4e+07 3.91525e+12 4.61339e+11
 6e+07 6.24976e+12 6.92453e+11
 8e+07 8.57287e+12 9.14004e+11
 1e+08 1.08778e+13 1.1281e+12
 1.2e+08 1.31126e+13 1.33959e+12
 1.4e+08 1.53958e+13 1.56433e+12
 1.6e+08 1.76451e+13 1.78809e+12
 1.8e+08 1.98669e+13 2.01851e+12
 2e+08 2.20647e+13 2.25363e+12
 2.2e+08 2.40897e+13 2.49241e+12
 2.4e+08 2.60254e+13 2.71132e+12
 2.6e+08 2.81412e+13 2.91889e+12
 2.8e+08 3.03065e+13 3.10818e+12
 3e+08 3.2552e+13 3.27059e+12
 3.2e+08 3.46067e+13 3.44292e+12
 3.4e+08 3.66343e+13 3.61079e+12
 3.6e+08 3.84071e+13 3.76557e+12
 3.8e+08 4.00255e+13 3.98686e+12
 4e+08 4.16842e+13 4.23037e+12
 4e+08 3.85062e+13 4.51105e+12
