Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.42971e+13 1.59377e+13 1.5698e+13 1.46919e+13 1.52191e+13 1.2773e+13 1.4228e+13 1.46612e+13 1.75305e+09
 100000 5.48681e+13 6.13829e+13 6.04854e+13 5.62144e+13 5.84136e+13 4.85576e+13 5.43952e+13 5.6202e+13 3.63414e+11
 150000 1.19047e+14 1.33655e+14 1.31666e+14 1.2156e+14 1.26724e+14 1.04343e+14 1.17542e+14 1.21775e+14 3.65566e+11
 200000 2.04668e+14 2.30615e+14 2.27108e+14 2.08224e+14 2.17799e+14 1.77707e+14 2.01243e+14 2.09065e+14 3.67622e+11
 250000 3.09964e+14 3.50541e+14 3.44961e+14 3.14091e+14 3.29671e+14 2.66647e+14 3.0347e+14 3.16144e+14 3.70216e+11
 300000 4.3343e+14 4.91999e+14 4.83722e+14 4.37476e+14 4.60698e+14 3.69437e+14 4.22537e+14 4.41409e+14 3.7363e+11
 350000 5.73774e+14 6.53691e+14 6.42096e+14 5.76921e+14 6.09628e+14 4.84635e+14 5.57062e+14 5.83512e+14 3.75962e+11
 400000 7.29869e+14 8.34417e+14 8.18875e+14 7.31176e+14 7.75412e+14 6.11093e+14 7.05894e+14 7.41291e+14 3.7839e+11
 450000 9.00717e+14 1.03314e+15 1.0131e+15 8.99267e+14 9.57125e+14 7.47762e+14 8.68051e+14 9.13759e+14 3.80518e+11
 500000 1.08549e+15 1.24901e+15 1.22392e+15 1.0803e+15 1.15398e+15 8.93741e+14 1.04268e+15 1.10006e+15 3.82398e+11
 550000 1.28349e+15 1.4813e+15 1.45066e+15 1.2736e+15 1.36536e+15 1.04829e+15 1.22909e+15 1.29951e+15 3.84352e+11
 600000 1.49415e+15 1.72946e+15 1.69278e+15 1.47861e+15 1.59073e+15 1.21084e+15 1.42673e+15 1.51155e+15 3.86415e+11
 650000 1.71698e+15 1.99306e+15 1.9498e+15 1.69486e+15 1.82971e+15 1.38093e+15 1.63517e+15 1.73575e+15 3.89846e+11
 700000 1.95152e+15 2.27174e+15 2.22136e+15 1.92184e+15 2.08197e+15 1.55823e+15 1.85401e+15 1.97169e+15 3.92105e+11
 750000 2.19727e+15 2.56512e+15 2.50717e+15 2.15918e+15 2.34731e+15 1.74236e+15 2.08295e+15 2.21905e+15 3.94299e+11
 800000 2.45383e+15 2.87294e+15 2.80697e+15 2.40659e+15 2.62548e+15 1.93301e+15 2.3217e+15 2.47752e+15 3.96177e+11
 850000 2.72078e+15 3.19499e+15 3.12059e+15 2.66382e+15 2.91624e+15 2.12997e+15 2.57001e+15 2.74685e+15 3.98614e+11
 900000 2.9977e+15 3.53114e+15 3.4479e+15 2.9306e+15 3.21919e+15 2.3332e+15 2.82766e+15 3.02683e+15 4.00535e+11
 950000 3.28426e+15 3.8813e+15 3.78869e+15 3.20675e+15 3.53401e+15 2.54266e+15 3.09447e+15 3.31725e+15 4.02438e+11
 1e+06 3.58025e+15 4.2453e+15 4.14262e+15 3.49219e+15 3.86046e+15 2.75818e+15 3.37028e+15 3.61792e+15 4.04269e+11
 1e+06 3.56705e+15 4.25902e+15 4.08727e+15 3.49986e+15 3.88977e+15 2.73052e+15 3.37338e+15 3.61247e+15 4.64664e+10
 2e+06 1.13103e+16 1.4182e+16 1.3677e+16 1.09511e+16 1.26903e+16 8.18347e+15 1.06083e+16 1.15875e+16 9.35395e+10
 3e+06 2.20039e+16 2.83758e+16 2.74057e+16 2.10446e+16 2.51132e+16 1.55261e+16 2.05613e+16 2.27082e+16 1.37377e+11
 4e+06 3.47527e+16 4.55117e+16 4.4355e+16 3.31231e+16 4.03498e+16 2.38434e+16 3.24388e+16 3.60792e+16 1.85237e+11
 5e+06 4.86634e+16 6.45045e+16 6.337e+16 4.65436e+16 5.78e+16 3.32736e+16 4.58724e+16 5.10618e+16 2.43852e+11
 6e+06 6.34192e+16 8.46726e+16 8.37149e+16 6.11292e+16 7.70021e+16 4.35807e+16 6.05707e+16 6.72499e+16 3.02271e+11
 7e+06 7.88609e+16 1.05765e+17 1.05377e+17 7.69412e+16 9.74987e+16 5.45508e+16 7.63302e+16 8.44653e+16 3.67771e+11
 8e+06 9.46551e+16 1.27315e+17 1.28031e+17 9.34965e+16 1.19185e+17 6.57491e+16 9.28101e+16 1.02353e+17 4.35851e+11
 9e+06 1.10926e+17 1.48964e+17 1.51687e+17 1.11147e+17 1.41849e+17 7.72429e+16 1.1008e+17 1.20925e+17 5.03199e+11
 1e+07 1.27573e+17 1.70106e+17 1.76044e+17 1.29444e+17 1.65229e+17 8.89036e+16 1.27859e+17 1.39878e+17 5.75648e+11
 1.1e+07 1.44268e+17 1.90667e+17 2.00567e+17 1.48267e+17 1.89377e+17 1.00648e+17 1.46097e+17 1.59059e+17 6.50107e+11
 1.2e+07 1.60985e+17 2.10416e+17 2.24865e+17 1.67325e+17 2.14465e+17 1.12564e+17 1.64785e+17 1.78373e+17 7.25159e+11
 1.3e+07 1.7752e+17 2.28887e+17 2.48334e+17 1.85991e+17 2.40733e+17 1.24858e+17 1.83861e+17 1.97615e+17 7.95318e+11
 1.4e+07 1.93737e+17 2.46182e+17 2.71071e+17 2.04379e+17 2.68393e+17 1.37458e+17 2.0341e+17 2.16845e+17 8.65107e+11
 1.5e+07 2.09818e+17 2.62068e+17 2.93046e+17 2.2319e+17 2.97312e+17 1.50674e+17 2.23725e+17 2.36226e+17 9.38025e+11
 1.6e+07 2.25257e+17 2.76426e+17 3.14317e+17 2.41766e+17 3.27129e+17 1.64465e+17 2.44454e+17 2.55472e+17 1.00764e+12
 1.7e+07 2.40546e+17 2.89616e+17 3.34948e+17 2.6001e+17 3.5808e+17 1.78451e+17 2.65513e+17 2.74656e+17 1.0737e+12
 1.8e+07 2.55308e+17 3.02046e+17 3.55378e+17 2.77559e+17 3.90282e+17 1.92359e+17 2.86734e+17 2.93738e+17 1.13038e+12
 1.9e+07 2.7016e+17 3.14232e+17 3.75531e+17 2.93957e+17 4.23682e+17 2.05587e+17 3.07742e+17 3.12635e+17 1.18545e+12
 2e+07 2.85022e+17 3.26645e+17 3.95396e+17 3.09205e+17 4.58345e+17 2.18088e+17 3.28546e+17 3.31403e+17 1.23866e+12
 2e+07 2.97294e+17 2.95642e+17 3.29733e+17 3.92225e+17 4.70529e+17 2.92472e+17 3.85075e+17 3.54068e+17 1.0023e+12
 4e+07 5.00645e+17 4.70325e+17 6.02446e+17 6.52743e+17 1.24866e+18 4.98581e+17 7.99996e+17 6.89786e+17 1.76448e+12
 6e+07 6.2142e+17 5.60192e+17 7.14359e+17 7.49903e+17 2.21297e+18 7.48213e+17 1.23703e+18 9.95014e+17 2.96409e+12
 8e+07 9.18367e+17 7.69003e+17 8.13565e+17 8.39404e+17 3.32475e+18 1.07701e+18 1.74705e+18 1.38169e+18 4.06134e+12
 1e+08 1.18744e+18 7.81085e+17 9.45778e+17 9.33667e+17 4.43353e+18 1.20823e+18 2.19181e+18 1.70366e+18 4.43208e+12
 1.2e+08 1.3583e+18 6.10077e+17 1.06568e+18 8.12517e+17 5.85739e+18 1.61717e+18 2.76236e+18 2.06195e+18 4.2651e+12
 1.4e+08 1.39584e+18 4.78623e+17 1.17002e+18 5.01527e+17 7.66215e+18 1.74492e+18 3.30286e+18 2.38765e+18 3.65113e+12
 1.6e+08 1.32105e+18 5.836e+17 1.03063e+18 4.54009e+17 9.70056e+18 2.05414e+18 4.06957e+18 2.83311e+18 3.33541e+12
 1.8e+08 9.78934e+17 5.29326e+17 9.90133e+17 5.28123e+17 1.18929e+19 2.43503e+18 4.952e+18 3.30432e+18 2.78206e+12
 2e+08 8.64609e+17 5.81985e+17 1.18406e+18 5.73712e+17 1.42551e+19 2.5321e+18 5.78698e+18 3.82294e+18 2.77635e+12
 2.2e+08 1.09751e+18 5.53701e+17 1.11327e+18 8.48626e+17 1.64683e+19 2.80173e+18 6.70621e+18 4.39232e+18 2.63624e+12
 2.4e+08 9.62591e+17 3.50635e+17 1.10841e+18 1.1123e+18 1.86888e+19 3.25307e+18 7.68472e+18 4.93372e+18 2.88516e+12
 2.6e+08 1.2621e+18 4.20558e+17 9.45959e+17 1.07873e+18 2.08119e+19 4.05838e+18 8.64966e+18 5.54028e+18 3.38898e+12
 2.8e+08 1.66971e+18 4.37208e+17 9.08317e+17 1.05721e+18 2.19182e+19 5.0973e+18 9.35757e+18 6.01657e+18 4.42814e+12
 3e+08 2.11681e+18 4.48132e+17 1.09458e+18 1.01423e+18 2.31799e+19 5.58191e+18 9.92534e+18 6.44314e+18 5.05328e+12
 3.2e+08 2.45965e+18 1.00235e+18 1.08089e+18 6.48638e+17 2.39558e+19 6.34947e+18 1.0318e+19 6.79649e+18 5.83549e+12
 3.4e+08 2.46852e+18 1.36034e+18 8.5181e+17 1.28625e+17 2.34772e+19 7.23006e+18 1.02786e+19 6.79127e+18 5.4867e+12
 3.6e+08 2.57967e+18 1.19984e+18 1.20373e+18 7.6091e+17 2.26414e+19 6.92357e+18 1.01086e+19 6.72962e+18 4.75955e+12
 3.8e+08 2.63537e+18 1.15724e+18 1.62958e+18 1.28744e+18 2.05499e+19 7.30215e+18 9.71317e+18 6.55086e+18 3.40588e+12
 4e+08 2.9536e+18 1.01987e+18 1.74182e+18 1.74836e+18 1.64166e+19 7.76123e+18 8.64207e+18 5.94728e+18 1.18184e+12
 4e+08 1.65476e+18 1.52579e+17 8.02389e+17 7.63959e+17 1.69526e+19 1.12699e+19 9.66217e+18 6.14527e+18 1.99406e+12
