Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 34389.5 37810.5 34604.3 35601.5
 100000 136699 150376 137561 141546
 150000 305776 336530 307712 316673
 200000 540486 595114 543914 559838
 250000 839733 924988 845042 869921
 300000 1.20244e+06 1.32502e+06 1.21e+06 1.24582e+06
 350000 1.62757e+06 1.79411e+06 1.63771e+06 1.68646e+06
 400000 2.11407e+06 2.33117e+06 2.12713e+06 2.19079e+06
 450000 2.66097e+06 2.93513e+06 2.67723e+06 2.75777e+06
 500000 3.26725e+06 3.60496e+06 3.28698e+06 3.3864e+06
 500000 3.26492e+06 3.60472e+06 3.28646e+06 3.38537e+06
 1e+06 1.23798e+07 1.37042e+07 1.24508e+07 1.2845e+07
 1.5e+06 2.64316e+07 2.93415e+07 2.65536e+07 2.74422e+07
 2e+06 4.46351e+07 4.96789e+07 4.48105e+07 4.63748e+07
 2.5e+06 6.63273e+07 7.40008e+07 6.65758e+07 6.89679e+07
 3e+06 9.09574e+07 1.01695e+08 9.13204e+07 9.46575e+07
 3.5e+06 1.18073e+08 1.32213e+08 1.18586e+08 1.22957e+08
 4e+06 1.47292e+08 1.65092e+08 1.47985e+08 1.53456e+08
 4.5e+06 1.78315e+08 1.99932e+08 1.79177e+08 1.85808e+08
 5e+06 2.10896e+08 2.36409e+08 2.11823e+08 2.19709e+08
 5e+06 2.11308e+08 2.41831e+08 2.11077e+08 2.21405e+08
 1e+07 5.88538e+08 6.61036e+08 5.75942e+08 6.08505e+08
 1.5e+07 9.95008e+08 1.14199e+09 9.57578e+08 1.03152e+09
 2e+07 1.38501e+09 1.64313e+09 1.33965e+09 1.45593e+09
 2.5e+07 1.76389e+09 2.16732e+09 1.73391e+09 1.88837e+09
 3e+07 2.16777e+09 2.6998e+09 2.14609e+09 2.33789e+09
 3.5e+07 2.62208e+09 3.26426e+09 2.57298e+09 2.81977e+09
 4e+07 3.1119e+09 3.82933e+09 3.01214e+09 3.31779e+09
 4.5e+07 3.62471e+09 4.36339e+09 3.46111e+09 3.8164e+09
 5e+07 4.17092e+09 4.84251e+09 3.96422e+09 4.32588e+09
 5e+07 4.19201e+09 3.81207e+09 3.68983e+09 3.89797e+09
 1e+08 1.08192e+10 8.1808e+09 8.92865e+09 9.30953e+09
 1.5e+08 1.96932e+10 1.15015e+10 1.27692e+10 1.46546e+10
 2e+08 2.92285e+10 1.40305e+10 1.55068e+10 1.95886e+10
 2.5e+08 3.81396e+10 2.02329e+10 1.86574e+10 2.56766e+10
 3e+08 4.66566e+10 2.68566e+10 2.26283e+10 3.20472e+10
 3.5e+08 5.28129e+10 3.1842e+10 2.63382e+10 3.69977e+10
 4e+08 5.92237e+10 3.35504e+10 3.18789e+10 4.1551e+10
 4.5e+08 6.38887e+10 3.65949e+10 3.64143e+10 4.56327e+10
 5e+08 6.80785e+10 4.16033e+10 4.31114e+10 5.09311e+10
 5e+08 7.50652e+10 4.82343e+10 5.69148e+10 6.00714e+10
 1e+09 1.89245e+11 6.3298e+10 1.53073e+11 1.35205e+11
 1.5e+09 1.00254e+11 1.22072e+11 2.5809e+11 1.60139e+11
 2e+09 1.63492e+11 4.82917e+10 3.79384e+11 1.97056e+11
