Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.10092e+08
 100000 1.23269e+09
 150000 2.75646e+09
 200000 4.87026e+09
 250000 7.56317e+09
 300000 1.08245e+10
 350000 1.46436e+10
 400000 1.90103e+10
 450000 2.39143e+10
 500000 2.93459e+10
 550000 3.52951e+10
 600000 4.17524e+10
 650000 4.87084e+10
 700000 5.61539e+10
 750000 6.40798e+10
 800000 7.24773e+10
 850000 8.13376e+10
 900000 9.06521e+10
 950000 1.00412e+11
 1e+06 1.1061e+11
 1e+06 1.10618e+11
 2e+06 3.9505e+11
 3e+06 7.99221e+11
 4e+06 1.28598e+12
 5e+06 1.82975e+12
 6e+06 2.4129e+12
 7e+06 3.02325e+12
 8e+06 3.65238e+12
 9e+06 4.29453e+12
 1e+07 4.9457e+12
 1.1e+07 5.60315e+12
 1.2e+07 6.26496e+12
 1.3e+07 6.9298e+12
 1.4e+07 7.59674e+12
 1.5e+07 8.2652e+12
 1.6e+07 8.93479e+12
 1.7e+07 9.60521e+12
 1.8e+07 1.02762e+13
 1.9e+07 1.09477e+13
 2e+07 1.16195e+13
 2e+07 1.16084e+13
 4e+07 2.50577e+13
 6e+07 3.85425e+13
 8e+07 5.20234e+13
 1e+08 6.54819e+13
 1.2e+08 7.89104e+13
 1.4e+08 9.22958e+13
 1.6e+08 1.05709e+14
 1.8e+08 1.19147e+14
 2e+08 1.32599e+14
 2.2e+08 1.46042e+14
 2.4e+08 1.59458e+14
 2.6e+08 1.72858e+14
 2.8e+08 1.8625e+14
 3e+08 1.99554e+14
 3.2e+08 2.12908e+14
 3.4e+08 2.26246e+14
 3.6e+08 2.39587e+14
 3.8e+08 2.52827e+14
 4e+08 2.66009e+14
 4e+08 2.65888e+14
 8e+08 5.24664e+14
 1.2e+09 7.8243e+14
 1.6e+09 1.03037e+15
 2e+09 1.28658e+15
