Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 7.38094e+12 7.32648e+12 7.25718e+12 7.90904e+12 7.45254e+12 7.54521e+12 7.6356e+12 7.50997e+12 3.2347e+08
 100000 2.92431e+13 2.90266e+13 2.87515e+13 3.13535e+13 2.95304e+13 2.99031e+13 3.02623e+13 2.97602e+13 3.75345e+11
 150000 6.52139e+13 6.47211e+13 6.41106e+13 6.99488e+13 6.58631e+13 6.6702e+13 6.75047e+13 6.63755e+13 3.75744e+11
 200000 1.14935e+14 1.14038e+14 1.12969e+14 1.23317e+14 1.16096e+14 1.17582e+14 1.18998e+14 1.16991e+14 3.76062e+11
 250000 1.78058e+14 1.76616e+14 1.74973e+14 1.91086e+14 1.79885e+14 1.8219e+14 1.84387e+14 1.81252e+14 3.76449e+11
 300000 2.5424e+14 2.52101e+14 2.49775e+14 2.72893e+14 2.5689e+14 2.60181e+14 2.63321e+14 2.58808e+14 3.76812e+11
 350000 3.43144e+14 3.40144e+14 3.37036e+14 3.68385e+14 3.46779e+14 3.51213e+14 3.55459e+14 3.49319e+14 3.77175e+11
 400000 4.44436e+14 4.40402e+14 4.36425e+14 4.77212e+14 4.49224e+14 4.5496e+14 4.60465e+14 4.52448e+14 3.77579e+11
 450000 5.57785e+14 5.52537e+14 5.47616e+14 5.99028e+14 5.63898e+14 5.71102e+14 5.78009e+14 5.67864e+14 3.77992e+11
 500000 6.82871e+14 6.76214e+14 6.70292e+14 7.33498e+14 6.90477e+14 6.99328e+14 7.07768e+14 6.95244e+14 3.78392e+11
 550000 8.19388e+14 8.11104e+14 8.04152e+14 8.8029e+14 8.28646e+14 8.39332e+14 8.49422e+14 8.34273e+14 3.78711e+11
 600000 9.67036e+14 9.56891e+14 9.48899e+14 1.03908e+15 9.78093e+14 9.90816e+14 1.00266e+15 9.84642e+14 3.79041e+11
 650000 1.12552e+15 1.11326e+15 1.10424e+15 1.20956e+15 1.13852e+15 1.15349e+15 1.16719e+15 1.14605e+15 3.79443e+11
 700000 1.29454e+15 1.27991e+15 1.2699e+15 1.39143e+15 1.30962e+15 1.32707e+15 1.34271e+15 1.31821e+15 3.79798e+11
