Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 2.72929e+07 2.74769e+07
 100000 1.08871e+08 1.05392e+08
 150000 2.44287e+08 2.27627e+08
 200000 4.33096e+08 3.88872e+08
 250000 6.74858e+08 5.84499e+08
 300000 9.69135e+08 8.10472e+08
 350000 1.31549e+09 1.06325e+09
 400000 1.7135e+09 1.33973e+09
 450000 2.16273e+09 1.63721e+09
 500000 2.66276e+09 1.9533e+09
 550000 3.21316e+09 2.28593e+09
 600000 3.81352e+09 2.63328e+09
 650000 4.46343e+09 2.99373e+09
 700000 5.16247e+09 3.36582e+09
 750000 5.91024e+09 3.74829e+09
 800000 6.70633e+09 4.14001e+09
 850000 7.55035e+09 4.53997e+09
 900000 8.4419e+09 4.94729e+09
 950000 9.38058e+09 5.3612e+09
 1e+06 1.0366e+10 5.78099e+09
 1e+06 1.03655e+10 5.789e+09
 2e+06 3.93186e+10 1.48134e+10
 3e+06 8.40346e+10 2.42684e+10
 4e+06 1.42106e+11 3.38757e+10
 5e+06 2.11504e+11 4.35271e+10
 6e+06 2.90505e+11 5.32207e+10
 7e+06 3.77656e+11 6.29441e+10
 8e+06 4.71739e+11 7.2683e+10
 9e+06 5.71705e+11 8.24847e+10
 1e+07 6.76669e+11 9.23862e+10
 1.1e+07 7.85913e+11 1.02395e+11
 1.2e+07 8.98788e+11 1.12477e+11
 1.3e+07 1.01476e+12 1.22615e+11
 1.4e+07 1.13339e+12 1.32783e+11
 1.5e+07 1.25431e+12 1.42962e+11
 1.6e+07 1.37719e+12 1.53148e+11
 1.7e+07 1.50173e+12 1.63337e+11
 1.8e+07 1.62772e+12 1.73546e+11
 1.9e+07 1.75499e+12 1.83781e+11
 2e+07 1.88333e+12 1.94044e+11
 2e+07 1.89516e+12 1.93526e+11
 4e+07 4.53246e+12 3.98261e+11
 6e+07 7.18263e+12 5.98578e+11
 8e+07 9.69493e+12 7.91632e+11
 1e+08 1.21099e+13 9.8167e+11
 1.2e+08 1.4472e+13 1.16878e+12
 1.4e+08 1.68221e+13 1.3694e+12
 1.6e+08 1.91787e+13 1.58262e+12
 1.8e+08 2.15388e+13 1.78537e+12
 2e+08 2.38597e+13 2.00106e+12
 2.2e+08 2.62816e+13 2.22051e+12
 2.4e+08 2.86636e+13 2.43164e+12
 2.6e+08 3.10471e+13 2.64329e+12
 2.8e+08 3.35244e+13 2.84649e+12
 3e+08 3.58661e+13 3.04667e+12
 3.2e+08 3.826e+13 3.23247e+12
 3.4e+08 4.08537e+13 3.40889e+12
 3.6e+08 4.34228e+13 3.59955e+12
 3.8e+08 4.5793e+13 3.84274e+12
 4e+08 4.8168e+13 4.0798e+12
 4e+08 4.66373e+13 3.82823e+12
