Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.44118e+07 -1.44118e+07 1.44118e+07
 100000 5.74948e+07 -5.74948e+07 5.74948e+07
 150000 1.29018e+08 -1.29018e+08 1.29018e+08
 200000 2.28752e+08 -2.28752e+08 2.28752e+08
 250000 3.56467e+08 -3.56467e+08 3.56467e+08
 300000 5.11935e+08 -5.11935e+08 5.11935e+08
 350000 6.94934e+08 -6.94934e+08 6.94934e+08
 400000 9.0524e+08 -9.0524e+08 9.0524e+08
 450000 1.14263e+09 -1.14263e+09 1.14263e+09
 500000 1.4069e+09 -1.4069e+09 1.4069e+09
 550000 1.69781e+09 -1.69781e+09 1.69781e+09
 600000 2.01518e+09 -2.01518e+09 2.01518e+09
 650000 2.35879e+09 -2.35879e+09 2.35879e+09
 700000 2.72845e+09 -2.72845e+09 2.72845e+09
 750000 3.12394e+09 -3.12394e+09 3.12394e+09
 800000 3.54507e+09 -3.54507e+09 3.54507e+09
 850000 3.99163e+09 -3.99163e+09 3.99163e+09
 900000 4.46342e+09 -4.46342e+09 4.46342e+09
 950000 4.96024e+09 -4.96024e+09 4.96024e+09
 1e+06 5.4819e+09 -5.4819e+09 5.4819e+09
 1e+06 5.49211e+09 -5.49211e+09 5.49211e+09
 2e+06 2.08615e+10 -2.08615e+10 2.08615e+10
 3e+06 4.46354e+10 -4.46354e+10 4.46354e+10
 4e+06 7.55219e+10 -7.55219e+10 7.55219e+10
 5e+06 1.12395e+11 -1.12395e+11 1.12395e+11
 6e+06 1.54317e+11 -1.54317e+11 1.54317e+11
 7e+06 2.0059e+11 -2.0059e+11 2.0059e+11
 8e+06 2.5075e+11 -2.5075e+11 2.5075e+11
 9e+06 3.04412e+11 -3.04412e+11 3.04412e+11
 1e+07 3.61298e+11 -3.61298e+11 3.61298e+11
 1.1e+07 4.21229e+11 -4.21229e+11 4.21229e+11
 1.2e+07 4.84041e+11 -4.84041e+11 4.84041e+11
 1.3e+07 5.49639e+11 -5.49639e+11 5.49639e+11
 1.4e+07 6.17959e+11 -6.17959e+11 6.17959e+11
 1.5e+07 6.88806e+11 -6.88806e+11 6.88806e+11
 1.6e+07 7.62065e+11 -7.62065e+11 7.62065e+11
 1.7e+07 8.3751e+11 -8.3751e+11 8.3751e+11
 1.8e+07 9.14815e+11 -9.14815e+11 9.14815e+11
 1.9e+07 9.93577e+11 -9.93577e+11 9.93577e+11
 2e+07 1.07334e+12 -1.07334e+12 1.07334e+12
 2e+07 1.08432e+12 -1.08432e+12 1.08432e+12
 4e+07 2.84756e+12 -2.84756e+12 2.84756e+12
 6e+07 4.44847e+12 -4.44847e+12 4.44847e+12
 8e+07 5.88486e+12 -5.88486e+12 5.88486e+12
 1e+08 6.85896e+12 -6.85896e+12 6.85896e+12
 1.2e+08 7.61758e+12 -7.61758e+12 7.61758e+12
 1.4e+08 8.87589e+12 -8.87589e+12 8.87589e+12
 1.6e+08 1.06541e+13 -1.06541e+13 1.06541e+13
 1.8e+08 1.20722e+13 -1.20722e+13 1.20722e+13
 2e+08 1.39765e+13 -1.39765e+13 1.39765e+13
 2.2e+08 1.57704e+13 -1.57704e+13 1.57704e+13
 2.4e+08 1.78641e+13 -1.78641e+13 1.78641e+13
 2.6e+08 2.0594e+13 -2.0594e+13 2.0594e+13
 2.8e+08 2.30657e+13 -2.30657e+13 2.30657e+13
 3e+08 2.48815e+13 -2.48815e+13 2.48815e+13
 3.2e+08 2.61321e+13 -2.61321e+13 2.61321e+13
 3.4e+08 2.64498e+13 -2.64498e+13 2.64498e+13
 3.6e+08 2.69723e+13 -2.69723e+13 2.69723e+13
 3.8e+08 2.89355e+13 -2.89355e+13 2.89355e+13
 4e+08 3.10232e+13 -3.10232e+13 3.10232e+13
 4e+08 1.06993e+13 -1.06993e+13 1.06993e+13
