Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.12618e+07 2.20805e+07
 100000 1.24688e+08 8.49062e+07
 150000 2.79744e+08 1.8381e+08
 200000 4.95898e+08 3.14704e+08
 250000 7.72625e+08 4.74005e+08
 300000 1.1094e+09 6.58564e+08
 350000 1.50571e+09 8.65606e+08
 400000 1.96104e+09 1.09269e+09
 450000 2.47489e+09 1.33764e+09
 500000 3.04675e+09 1.59857e+09
 550000 3.67612e+09 1.87377e+09
 600000 4.36252e+09 2.16175e+09
 650000 5.10544e+09 2.46117e+09
 700000 5.90441e+09 2.77089e+09
 750000 6.75895e+09 3.08985e+09
 800000 7.66856e+09 3.41714e+09
 850000 8.63279e+09 3.75194e+09
 900000 9.65115e+09 4.09351e+09
 950000 1.07232e+10 4.44121e+09
 1e+06 1.18485e+10 4.79443e+09
 1e+06 1.18482e+10 4.79461e+09
 2e+06 4.48509e+10 1.24983e+10
 3e+06 9.56511e+10 2.06874e+10
 4e+06 1.61432e+11 2.90831e+10
 5e+06 2.39831e+11 3.76124e+10
 6e+06 3.28878e+11 4.62434e+10
 7e+06 4.26902e+11 5.49647e+10
 8e+06 5.32488e+11 6.37762e+10
 9e+06 6.44446e+11 7.26452e+10
 1e+07 7.61784e+11 8.16038e+10
 1.1e+07 8.8366e+11 9.06605e+10
 1.2e+07 1.00938e+12 9.97964e+10
 1.3e+07 1.13835e+12 1.08969e+11
 1.4e+07 1.27005e+12 1.18138e+11
 1.5e+07 1.40404e+12 1.27291e+11
 1.6e+07 1.53996e+12 1.36443e+11
 1.7e+07 1.6775e+12 1.45615e+11
 1.8e+07 1.81649e+12 1.54812e+11
 1.9e+07 1.9567e+12 1.63999e+11
 2e+07 2.09792e+12 1.73171e+11
 2e+07 2.10028e+12 1.72819e+11
 4e+07 4.99258e+12 3.55123e+11
 6e+07 7.91796e+12 5.35942e+11
 8e+07 1.08178e+13 7.09036e+11
 1e+08 1.37119e+13 8.9284e+11
 1.2e+08 1.65665e+13 1.07591e+12
 1.4e+08 1.94363e+13 1.26103e+12
 1.6e+08 2.24554e+13 1.44412e+12
 1.8e+08 2.54236e+13 1.61701e+12
 2e+08 2.82948e+13 1.78435e+12
 2.2e+08 3.123e+13 1.95965e+12
 2.4e+08 3.41669e+13 2.14385e+12
 2.6e+08 3.70615e+13 2.32502e+12
 2.8e+08 3.98622e+13 2.49266e+12
 3e+08 4.26208e+13 2.65588e+12
 3.2e+08 4.52944e+13 2.80636e+12
 3.4e+08 4.78648e+13 2.94564e+12
 3.6e+08 5.03915e+13 3.07173e+12
 3.8e+08 5.31098e+13 3.20453e+12
 4e+08 5.58044e+13 3.33499e+12
 4e+08 4.94118e+13 3.61218e+12
