Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 164452 158351 138606 153803
 100000 646035 621687 542476 603399
 150000 1.43017e+06 1.3755e+06 1.19714e+06 1.33427e+06
 200000 2.504e+06 2.40709e+06 2.08975e+06 2.33361e+06
 250000 3.85635e+06 3.70524e+06 3.2085e+06 3.59003e+06
 300000 5.4772e+06 5.25993e+06 4.54295e+06 5.09336e+06
 350000 7.35789e+06 7.06245e+06 6.08359e+06 6.83464e+06
 400000 9.49073e+06 9.10506e+06 7.82172e+06 8.80584e+06
 450000 1.18687e+07 1.13805e+07 9.74954e+06 1.09996e+07
 500000 1.4485e+07 1.38821e+07 1.18604e+07 1.34092e+07
 500000 1.44527e+07 1.39644e+07 1.18245e+07 1.34139e+07
 1e+06 5.25285e+07 5.02563e+07 4.18929e+07 4.82259e+07
 1.5e+06 1.09769e+08 1.04495e+08 8.61202e+07 1.00128e+08
 2e+06 1.83875e+08 1.73774e+08 1.42077e+08 1.66575e+08
 2.5e+06 2.72817e+08 2.56644e+08 2.07675e+08 2.45712e+08
 3e+06 3.74877e+08 3.51839e+08 2.81487e+08 3.36067e+08
 3.5e+06 4.88352e+08 4.58358e+08 3.62465e+08 4.36392e+08
 4e+06 6.11675e+08 5.75249e+08 4.49801e+08 5.45575e+08
 4.5e+06 7.43387e+08 7.01423e+08 5.4233e+08 6.6238e+08
 5e+06 8.82494e+08 8.36172e+08 6.38642e+08 7.85769e+08
 5e+06 8.99275e+08 8.16515e+08 6.49343e+08 7.88378e+08
 1e+07 2.48395e+09 2.4275e+09 1.73127e+09 2.21424e+09
 1.5e+07 4.27681e+09 4.19063e+09 2.99033e+09 3.81926e+09
 2e+07 6.31567e+09 5.88852e+09 4.40111e+09 5.5351e+09
 2.5e+07 8.64822e+09 7.53417e+09 5.93208e+09 7.37149e+09
 3e+07 1.11795e+10 9.19331e+09 7.63799e+09 9.33693e+09
 3.5e+07 1.39079e+10 1.10178e+10 9.3785e+09 1.14347e+10
 4e+07 1.65854e+10 1.29669e+10 1.12579e+10 1.36034e+10
 4.5e+07 1.9351e+10 1.48267e+10 1.3389e+10 1.58556e+10
 5e+07 2.25936e+10 1.67023e+10 1.55353e+10 1.82771e+10
 5e+07 2.25774e+10 2.10355e+10 1.7239e+10 2.0284e+10
 1e+08 6.48075e+10 3.70961e+10 4.03077e+10 4.74038e+10
 1.5e+08 1.23689e+11 4.30489e+10 6.34651e+10 7.67343e+10
 2e+08 2.07108e+11 5.7298e+10 1.00899e+11 1.21768e+11
 2.5e+08 2.79542e+11 8.95284e+10 1.1799e+11 1.62354e+11
 3e+08 3.53344e+11 9.23213e+10 1.29488e+11 1.91718e+11
 3.5e+08 3.54439e+11 1.01916e+11 1.19505e+11 1.91953e+11
 4e+08 3.29332e+11 1.20512e+11 9.1393e+10 1.80412e+11
 4.5e+08 3.17124e+11 2.09704e+11 8.81791e+10 2.05003e+11
 5e+08 3.10159e+11 2.65378e+11 1.04313e+11 2.26617e+11
 5e+08 1.29294e+10 5.09467e+11 4.52699e+10 1.89222e+11
