Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 77954.6 69849 75862.5 74555.4
 100000 310365 277942 302000 296769
 150000 695279 622305 676417 664667
 200000 1.23077e+06 1.10098e+06 1.19714e+06 1.1763e+06
 250000 1.91495e+06 1.71204e+06 1.86225e+06 1.82975e+06
 300000 2.74596e+06 2.45359e+06 2.66982e+06 2.62312e+06
 350000 3.72196e+06 3.32374e+06 3.61798e+06 3.55456e+06
 400000 4.84118e+06 4.32067e+06 4.70484e+06 4.62223e+06
 450000 6.10187e+06 5.44259e+06 5.92858e+06 5.82434e+06
 500000 7.5023e+06 6.68774e+06 7.2874e+06 7.15915e+06
 500000 7.5057e+06 6.68914e+06 7.28685e+06 7.16056e+06
 1e+06 2.88381e+07 2.55457e+07 2.79203e+07 2.74347e+07
 1.5e+06 6.24927e+07 5.49488e+07 6.02265e+07 5.92227e+07
 2e+06 1.07156e+08 9.34952e+07 1.02762e+08 1.01138e+08
 2.5e+06 1.6162e+08 1.40004e+08 1.54303e+08 1.51976e+08
 3e+06 2.24821e+08 1.93453e+08 2.13791e+08 2.10688e+08
 3.5e+06 2.9585e+08 2.52994e+08 2.80271e+08 2.76371e+08
 4e+06 3.7394e+08 3.1795e+08 3.52891e+08 3.4826e+08
 4.5e+06 4.58379e+08 3.87758e+08 4.30936e+08 4.25691e+08
 5e+06 5.48487e+08 4.6194e+08 5.13833e+08 5.08087e+08
 5e+06 5.41407e+08 4.63993e+08 5.13769e+08 5.0639e+08
 1e+07 1.61759e+09 1.37125e+09 1.50583e+09 1.49823e+09
 1.5e+07 2.80499e+09 2.46615e+09 2.63453e+09 2.63522e+09
 2e+07 4.02327e+09 3.68233e+09 3.78251e+09 3.82937e+09
 2.5e+07 5.24659e+09 4.95911e+09 4.9267e+09 5.04413e+09
 3e+07 6.42101e+09 6.18678e+09 6.11007e+09 6.23929e+09
 3.5e+07 7.50445e+09 7.34545e+09 7.31015e+09 7.38668e+09
 4e+07 8.56937e+09 8.49368e+09 8.49346e+09 8.51883e+09
 4.5e+07 9.60379e+09 9.62875e+09 9.67054e+09 9.63436e+09
 5e+07 1.05968e+10 1.07965e+10 1.08335e+10 1.07423e+10
 5e+07 1.02367e+10 9.02492e+09 1.10011e+10 1.00876e+10
 1e+08 1.62966e+10 1.98133e+10 2.24589e+10 1.95229e+10
 1.5e+08 2.54314e+10 2.85175e+10 3.25709e+10 2.88399e+10
 2e+08 3.28172e+10 4.23233e+10 4.35688e+10 3.95698e+10
 2.5e+08 3.74108e+10 6.03186e+10 5.4517e+10 5.07488e+10
 3e+08 4.3645e+10 7.78997e+10 7.55804e+10 6.57084e+10
 3.5e+08 4.44967e+10 9.80425e+10 9.37324e+10 7.87572e+10
 4e+08 4.72054e+10 1.20182e+11 1.06745e+11 9.13773e+10
 4.5e+08 4.90842e+10 1.41102e+11 1.19815e+11 1.03334e+11
 5e+08 5.44569e+10 1.61229e+11 1.33163e+11 1.16283e+11
 5e+08 1.55777e+10 1.21604e+11 8.52742e+10 7.4152e+10
 1e+09 2.8638e+10 4.38356e+11 2.24515e+11 2.30503e+11
 1.5e+09 6.30915e+09 6.58462e+11 1.02017e+11 2.55596e+11
 2e+09 1.33357e+10 7.51611e+11 8.19865e+09 2.57715e+11
