Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 4.01511e+07 2.25604e+06
 100000 1.59977e+08 8.91082e+06
 150000 3.58543e+08 1.9799e+07
 200000 6.34929e+08 3.47637e+07
 250000 9.88221e+08 5.36568e+07
 300000 1.41752e+09 7.63371e+07
 350000 1.92194e+09 1.0267e+08
 400000 2.5006e+09 1.32526e+08
 450000 3.15263e+09 1.65783e+08
 500000 3.87717e+09 2.02321e+08
 550000 4.67338e+09 2.42028e+08
 600000 5.54041e+09 2.84796e+08
 650000 6.47744e+09 3.30521e+08
 700000 7.48364e+09 3.79102e+08
 750000 8.5582e+09 4.30444e+08
 800000 9.70031e+09 4.84456e+08
 850000 1.09092e+10 5.41051e+08
 900000 1.21841e+10 6.00143e+08
 950000 1.35242e+10 6.61652e+08
 1e+06 1.49287e+10 7.25498e+08
 1e+06 1.49263e+10 7.2567e+08
 2e+06 5.54474e+10 2.39307e+09
 3e+06 1.1618e+11 4.55961e+09
 4e+06 1.92879e+11 7.0062e+09
 5e+06 2.8221e+11 9.62183e+09
 6e+06 3.81541e+11 1.23502e+10
 7e+06 4.88795e+11 1.51523e+10
 8e+06 6.0233e+11 1.80024e+10
 9e+06 7.2085e+11 2.08842e+10
 1e+07 8.43329e+11 2.37926e+10
 1.1e+07 9.6896e+11 2.67182e+10
 1.2e+07 1.09711e+12 2.96601e+10
 1.3e+07 1.22727e+12 3.26144e+10
 1.4e+07 1.35903e+12 3.55788e+10
 1.5e+07 1.49208e+12 3.85507e+10
 1.6e+07 1.62617e+12 4.15271e+10
 1.7e+07 1.7611e+12 4.45099e+10
 1.8e+07 1.89671e+12 4.74948e+10
 1.9e+07 2.03285e+12 5.04803e+10
 2e+07 2.1694e+12 5.34685e+10
 2e+07 2.16593e+12 5.47792e+10
 4e+07 4.93252e+12 1.13046e+11
 6e+07 7.7344e+12 1.67945e+11
 8e+07 1.05539e+13 2.24291e+11
 1e+08 1.33861e+13 2.81551e+11
 1.2e+08 1.62206e+13 3.36829e+11
 1.4e+08 1.90671e+13 3.91927e+11
 1.6e+08 2.19134e+13 4.53182e+11
 1.8e+08 2.47364e+13 5.16151e+11
 2e+08 2.75731e+13 5.82999e+11
 2.2e+08 3.03916e+13 6.46285e+11
 2.4e+08 3.319e+13 7.05465e+11
 2.6e+08 3.59743e+13 7.64266e+11
 2.8e+08 3.87769e+13 8.19986e+11
 3e+08 4.16263e+13 8.77079e+11
 3.2e+08 4.44969e+13 9.32503e+11
 3.4e+08 4.73532e+13 9.88367e+11
 3.6e+08 5.02017e+13 1.03975e+12
 3.8e+08 5.30516e+13 1.08631e+12
 4e+08 5.58906e+13 1.13361e+12
 4e+08 5.50062e+13 1.27499e+12
 8e+08 1.1024e+14 2.55057e+12
 1.2e+09 1.66189e+14 3.68939e+12
 1.6e+09 2.16235e+14 5.31916e+12
 2e+09 2.60415e+14 6.12902e+12
