Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 2.16281e+06 -2.16281e+06 2.16281e+06
 100000 8.61791e+06 -8.61791e+06 8.61791e+06
 150000 1.93154e+07 -1.93154e+07 1.93154e+07
 200000 3.42058e+07 -3.42058e+07 3.42058e+07
 250000 5.32401e+07 -5.32401e+07 5.32401e+07
 300000 7.63697e+07 -7.63697e+07 7.63697e+07
 350000 1.03546e+08 -1.03546e+08 1.03546e+08
 400000 1.34722e+08 -1.34722e+08 1.34722e+08
 450000 1.6985e+08 -1.6985e+08 1.6985e+08
 500000 2.08884e+08 -2.08884e+08 2.08884e+08
 550000 2.51779e+08 -2.51779e+08 2.51779e+08
 600000 2.98487e+08 -2.98487e+08 2.98487e+08
 650000 3.48966e+08 -3.48966e+08 3.48966e+08
 700000 4.03172e+08 -4.03172e+08 4.03172e+08
 750000 4.6106e+08 -4.6106e+08 4.6106e+08
 800000 5.2259e+08 -5.2259e+08 5.2259e+08
 850000 5.87717e+08 -5.87717e+08 5.87717e+08
 900000 6.56401e+08 -6.56401e+08 6.56401e+08
 950000 7.28599e+08 -7.28599e+08 7.28599e+08
 1e+06 8.0427e+08 -8.0427e+08 8.0427e+08
 1e+06 8.03498e+08 -8.03498e+08 8.03498e+08
 2e+06 2.98588e+09 -2.98588e+09 2.98588e+09
 3e+06 6.25775e+09 -6.25775e+09 6.25775e+09
 4e+06 1.03863e+10 -1.03863e+10 1.03863e+10
 5e+06 1.51852e+10 -1.51852e+10 1.51852e+10
 6e+06 2.05178e+10 -2.05178e+10 2.05178e+10
 7e+06 2.62814e+10 -2.62814e+10 2.62814e+10
 8e+06 3.2389e+10 -3.2389e+10 3.2389e+10
 9e+06 3.87631e+10 -3.87631e+10 3.87631e+10
 1e+07 4.53426e+10 -4.53426e+10 4.53426e+10
 1.1e+07 5.20934e+10 -5.20934e+10 5.20934e+10
 1.2e+07 5.89916e+10 -5.89916e+10 5.89916e+10
 1.3e+07 6.60144e+10 -6.60144e+10 6.60144e+10
 1.4e+07 7.31467e+10 -7.31467e+10 7.31467e+10
 1.5e+07 8.03793e+10 -8.03793e+10 8.03793e+10
 1.6e+07 8.77084e+10 -8.77084e+10 8.77084e+10
 1.7e+07 9.5132e+10 -9.5132e+10 9.5132e+10
 1.8e+07 1.02638e+11 -1.02638e+11 1.02638e+11
 1.9e+07 1.1022e+11 -1.1022e+11 1.1022e+11
 2e+07 1.17874e+11 -1.17874e+11 1.17874e+11
 2e+07 1.21757e+11 -1.21757e+11 1.21757e+11
 4e+07 2.71325e+11 -2.71325e+11 2.71325e+11
 6e+07 4.07162e+11 -4.07162e+11 4.07162e+11
 8e+07 5.48422e+11 -5.48422e+11 5.48422e+11
 1e+08 6.80044e+11 -6.80044e+11 6.80044e+11
 1.2e+08 8.0917e+11 -8.0917e+11 8.0917e+11
 1.4e+08 9.67401e+11 -9.67401e+11 9.67401e+11
 1.6e+08 1.1561e+12 -1.1561e+12 1.1561e+12
 1.8e+08 1.37225e+12 -1.37225e+12 1.37225e+12
 2e+08 1.60329e+12 -1.60329e+12 1.60329e+12
 2.2e+08 1.81848e+12 -1.81848e+12 1.81848e+12
 2.4e+08 2.02284e+12 -2.02284e+12 2.02284e+12
 2.6e+08 2.22084e+12 -2.22084e+12 2.22084e+12
 2.8e+08 2.41494e+12 -2.41494e+12 2.41494e+12
 3e+08 2.63458e+12 -2.63458e+12 2.63458e+12
 3.2e+08 2.85803e+12 -2.85803e+12 2.85803e+12
 3.4e+08 3.08466e+12 -3.08466e+12 3.08466e+12
 3.6e+08 3.27817e+12 -3.27817e+12 3.27817e+12
 3.8e+08 3.43844e+12 -3.43844e+12 3.43844e+12
 4e+08 3.58731e+12 -3.58731e+12 3.58731e+12
 4e+08 3.71813e+12 -3.71813e+12 3.71813e+12
 8e+08 8.13171e+12 -8.13171e+12 8.13171e+12
 1.2e+09 1.38286e+13 -1.38286e+13 1.38286e+13
 1.6e+09 1.78212e+13 -1.78212e+13 1.78212e+13
 2e+09 1.29833e+13 -1.29833e+13 1.29833e+13
