# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 24191.8 -0.201495 4059.99 1.0113 0.000121336
200000 24163 1.50879 4054.87 1.02371 0.000122912
300000 24148.1 3.58359 4052.02 1.02472 0.000123065
400000 23869.2 0.859387 4005.66 0.991171 0.000120462
500000 23798.1 -0.0793913 3993.89 0.988339 0.000120514
600000 23940.5 -0.160101 4017.8 0.989233 0.000119918
700000 23726.5 0.11099 3981.85 0.997312 0.000122029
800000 24023.7 -0.126554 4031.77 1.03618 0.000125169
900000 23912.7 -0.108131 4013.13 1.00893 0.00012243
1000000 23972.5 -0.146805 4023.18 1.00093 0.000121183
1100000 23651.5 0.561872 3969.18 0.99729 0.000122361
1200000 23624.4 -0.0438367 3964.74 0.982672 0.000120725
1300000 23834.5 -0.0855111 4000 0.993409 0.000120963
1400000 23647.5 0.122468 3968.58 0.986126 0.00012102
1500000 23831.4 -0.177681 3999.5 1.01062 0.000123079
1600000 24093.2 -0.167194 4043.43 1.01572 0.000122389
1700000 23938.9 -0.179637 4017.55 1.02152 0.000123828
1800000 23671.6 0.0270703 3972.65 0.992836 0.000121675
1900000 23444.6 -0.251072 3934.6 0.971449 0.000120231
2000000 23855.9 -0.126133 4003.61 0.988774 0.000120302
2100000 24032.2 -0.0306309 4033.17 1.01306 0.000122307
2200000 23851.1 1.58718 4002.51 1.00075 0.000121744
2300000 24208.9 0.190029 4062.79 1.0382 0.000124453
2400000 23852.1 -0.0321141 4002.95 0.981252 0.000119393
2500000 23872.3 -0.106302 4006.36 0.988949 0.000120196
2600000 23835 -0.112078 4000.09 1.00167 0.000121959
2700000 24002.1 -0.081011 4028.13 1.00768 0.000121856
2800000 23832.1 -0.172767 3999.62 1.00891 0.000122877
2900000 23686.5 0.249166 3975.1 0.99917 0.00012241
3000000 23816.4 -0.0106893 3996.95 1.00267 0.000122178
3100000 23877.1 -0.0580898 4007.15 0.99076 0.000120438
3200000 23518.8 -0.120472 3947.02 0.973215 0.000120094
3300000 23960.1 -0.113153 4021.09 1.01859 0.000123385
3400000 24048.4 -0.136477 4035.91 1.0108 0.000121986
3500000 23577.5 1.02253 3956.69 0.998594 0.000122885
3600000 24182 -0.181492 4058.35 1.02214 0.000122732
3700000 23730 -0.129685 3982.47 0.9993 0.00012221
3800000 23807.3 -0.144809 3995.45 0.999797 0.000121869
3900000 23536.9 0.538427 3949.96 0.980069 0.000120822
4000000 23651.3 -0.053205 3969.26 0.995466 0.000122204
