Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 9.07711e+11 9.10982e+11 8.75978e+11 9.1828e+11 9.69319e+11 8.47372e+11 9.11657e+11 9.06283e+11 1.51668e+09
 100000 3.48891e+12 3.50075e+12 3.3637e+12 3.53281e+12 3.73525e+12 3.24814e+12 3.5054e+12 3.48369e+12 9.69153e+10
 150000 7.56332e+12 7.59095e+12 7.28828e+12 7.67002e+12 8.11511e+12 7.02561e+12 7.60358e+12 7.55449e+12 9.86566e+10
 200000 1.29694e+13 1.30234e+13 1.24964e+13 1.31761e+13 1.39418e+13 1.20211e+13 1.30463e+13 1.29597e+13 1.00282e+11
 250000 1.95614e+13 1.96584e+13 1.88544e+13 1.99117e+13 2.10653e+13 1.80935e+13 1.96902e+13 1.95573e+13 1.01953e+11
 300000 2.72116e+13 2.73738e+13 2.62441e+13 2.7753e+13 2.93544e+13 2.51164e+13 2.74079e+13 2.7222e+13 1.03727e+11
 350000 3.5808e+13 3.60614e+13 3.45594e+13 3.65883e+13 3.86942e+13 3.2979e+13 3.60871e+13 3.58428e+13 1.05395e+11
 400000 4.52563e+13 4.56254e+13 4.37069e+13 4.63157e+13 4.89778e+13 4.15878e+13 4.56271e+13 4.53214e+13 1.07296e+11
 450000 5.54746e+13 5.5978e+13 5.36038e+13 5.6841e+13 6.01093e+13 5.08592e+13 5.59365e+13 5.55694e+13 1.08725e+11
 500000 6.63857e+13 6.70397e+13 6.41733e+13 6.80812e+13 7.20032e+13 6.07179e+13 6.69341e+13 6.6507e+13 1.10673e+11
 550000 7.79199e+13 7.87397e+13 7.53466e+13 7.99601e+13 8.45837e+13 7.10927e+13 7.85455e+13 7.80615e+13 1.12617e+11
 600000 9.00167e+13 9.10165e+13 8.70635e+13 9.24094e+13 9.77807e+13 8.19216e+13 9.07039e+13 9.01686e+13 1.14325e+11
 650000 1.02619e+14 1.03813e+14 9.92679e+13 1.05373e+14 1.11533e+14 9.31509e+13 1.03352e+14 1.02771e+14 1.15728e+11
 700000 1.15673e+14 1.17077e+14 1.11911e+14 1.18801e+14 1.25782e+14 1.04731e+14 1.16438e+14 1.15817e+14 1.17389e+11
 750000 1.29131e+14 1.30762e+14 1.24947e+14 1.32651e+14 1.40476e+14 1.16621e+14 1.29916e+14 1.29262e+14 1.19125e+11
 800000 1.42946e+14 1.44829e+14 1.38334e+14 1.46881e+14 1.55575e+14 1.28782e+14 1.43746e+14 1.43062e+14 1.21065e+11
 850000 1.57082e+14 1.5924e+14 1.5203e+14 1.61452e+14 1.71047e+14 1.41186e+14 1.57895e+14 1.57184e+14 1.22965e+11
 900000 1.71507e+14 1.73958e+14 1.66002e+14 1.76329e+14 1.86869e+14 1.53802e+14 1.72333e+14 1.71596e+14 1.24721e+11
 950000 1.86193e+14 1.88951e+14 1.8022e+14 1.91483e+14 2.03019e+14 1.66602e+14 1.87035e+14 1.8627e+14 1.26436e+11
