Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.79355e+07
 100000 1.4761e+08
 150000 3.23207e+08
 200000 5.59386e+08
 250000 8.51244e+08
 300000 1.19428e+09
 350000 1.58435e+09
 400000 2.01767e+09
 450000 2.49074e+09
 500000 3.00035e+09
 550000 3.54356e+09
 600000 4.11767e+09
 650000 4.72018e+09
 700000 5.34882e+09
 750000 6.00147e+09
 800000 6.6762e+09
 850000 7.37124e+09
 900000 8.08496e+09
 950000 8.81585e+09
 1e+06 9.56253e+09
 1e+06 9.56277e+09
 2e+06 2.64343e+10
 3e+06 4.46767e+10
 4e+06 6.31699e+10
 5e+06 8.17089e+10
 6e+06 1.00263e+11
 7e+06 1.18826e+11
 8e+06 1.37392e+11
 9e+06 1.55957e+11
 1e+07 1.74511e+11
 1.1e+07 1.9306e+11
 1.2e+07 2.11617e+11
 1.3e+07 2.30176e+11
 1.4e+07 2.4874e+11
 1.5e+07 2.67304e+11
 1.6e+07 2.85866e+11
 1.7e+07 3.0443e+11
 1.8e+07 3.22988e+11
 1.9e+07 3.41534e+11
 2e+07 3.60068e+11
 2e+07 3.59585e+11
 4e+07 7.29442e+11
 6e+07 1.09963e+12
 8e+07 1.4676e+12
 1e+08 1.8378e+12
 1.2e+08 2.20729e+12
 1.4e+08 2.57707e+12
 1.6e+08 2.9447e+12
 1.8e+08 3.31115e+12
 2e+08 3.67672e+12
 2.2e+08 4.0423e+12
 2.4e+08 4.40587e+12
 2.6e+08 4.76758e+12
 2.8e+08 5.13087e+12
 3e+08 5.4966e+12
 3.2e+08 5.86461e+12
 3.4e+08 6.23015e+12
 3.6e+08 6.59428e+12
 3.8e+08 6.95852e+12
 4e+08 7.32216e+12
 4e+08 7.2303e+12
 8e+08 1.44175e+13
