Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.49072e+07 -1.49072e+07 1.49072e+07
 100000 5.94697e+07 -5.94697e+07 5.94697e+07
 150000 1.33449e+08 -1.33449e+08 1.33449e+08
 200000 2.36613e+08 -2.36613e+08 2.36613e+08
 250000 3.68728e+08 -3.68728e+08 3.68728e+08
 300000 5.29565e+08 -5.29565e+08 5.29565e+08
 350000 7.18893e+08 -7.18893e+08 7.18893e+08
 400000 9.36485e+08 -9.36485e+08 9.36485e+08
 450000 1.18212e+09 -1.18212e+09 1.18212e+09
 500000 1.45557e+09 -1.45557e+09 1.45557e+09
 550000 1.75662e+09 -1.75662e+09 1.75662e+09
 600000 2.08506e+09 -2.08506e+09 2.08506e+09
 650000 2.44068e+09 -2.44068e+09 2.44068e+09
 700000 2.82327e+09 -2.82327e+09 2.82327e+09
 750000 3.23262e+09 -3.23262e+09 3.23262e+09
 800000 3.66854e+09 -3.66854e+09 3.66854e+09
 850000 4.13084e+09 -4.13084e+09 4.13084e+09
 900000 4.6193e+09 -4.6193e+09 4.6193e+09
 950000 5.13375e+09 -5.13375e+09 5.13375e+09
 1e+06 5.67396e+09 -5.67396e+09 5.67396e+09
 1e+06 5.68233e+09 -5.68233e+09 5.68233e+09
 2e+06 2.16246e+10 -2.16246e+10 2.16246e+10
 3e+06 4.63358e+10 -4.63358e+10 4.63358e+10
 4e+06 7.85539e+10 -7.85539e+10 7.85539e+10
 5e+06 1.17117e+11 -1.17117e+11 1.17117e+11
 6e+06 1.60959e+11 -1.60959e+11 1.60959e+11
 7e+06 2.09147e+11 -2.09147e+11 2.09147e+11
 8e+06 2.60995e+11 -2.60995e+11 2.60995e+11
 9e+06 3.15988e+11 -3.15988e+11 3.15988e+11
 1e+07 3.73573e+11 -3.73573e+11 3.73573e+11
 1.1e+07 4.33113e+11 -4.33113e+11 4.33113e+11
 1.2e+07 4.94154e+11 -4.94154e+11 4.94154e+11
 1.3e+07 5.56487e+11 -5.56487e+11 5.56487e+11
 1.4e+07 6.19821e+11 -6.19821e+11 6.19821e+11
 1.5e+07 6.83876e+11 -6.83876e+11 6.83876e+11
 1.6e+07 7.48264e+11 -7.48264e+11 7.48264e+11
 1.7e+07 8.12712e+11 -8.12712e+11 8.12712e+11
 1.8e+07 8.76959e+11 -8.76959e+11 8.76959e+11
 1.9e+07 9.40675e+11 -9.40675e+11 9.40675e+11
 2e+07 1.00375e+12 -1.00375e+12 1.00375e+12
 2e+07 1.00789e+12 -1.00789e+12 1.00789e+12
 4e+07 2.16465e+12 -2.16465e+12 2.16465e+12
 6e+07 3.52588e+12 -3.52588e+12 3.52588e+12
 8e+07 4.51642e+12 -4.51642e+12 4.51642e+12
 1e+08 5.52001e+12 -5.52001e+12 5.52001e+12
 1.2e+08 6.60858e+12 -6.60858e+12 6.60858e+12
 1.4e+08 8.12317e+12 -8.12317e+12 8.12317e+12
 1.6e+08 1.00366e+13 -1.00366e+13 1.00366e+13
 1.8e+08 1.21722e+13 -1.21722e+13 1.21722e+13
 2e+08 1.41291e+13 -1.41291e+13 1.41291e+13
 2.2e+08 1.60461e+13 -1.60461e+13 1.60461e+13
 2.4e+08 1.76594e+13 -1.76594e+13 1.76594e+13
 2.6e+08 1.95781e+13 -1.95781e+13 1.95781e+13
 2.8e+08 2.12322e+13 -2.12322e+13 2.12322e+13
 3e+08 2.35383e+13 -2.35383e+13 2.35383e+13
 3.2e+08 2.53637e+13 -2.53637e+13 2.53637e+13
 3.4e+08 2.60686e+13 -2.60686e+13 2.60686e+13
 3.6e+08 2.66757e+13 -2.66757e+13 2.66757e+13
 3.8e+08 2.72005e+13 -2.72005e+13 2.72005e+13
 4e+08 2.70484e+13 -2.70484e+13 2.70484e+13
 4e+08 1.9549e+13 -1.9549e+13 1.9549e+13
