Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.2807e+07 -1.2807e+07 1.2807e+07
 100000 5.10725e+07 -5.10725e+07 5.10725e+07
 150000 1.14564e+08 -1.14564e+08 1.14564e+08
 200000 2.0305e+08 -2.0305e+08 2.0305e+08
 250000 3.16301e+08 -3.16301e+08 3.16301e+08
 300000 4.5409e+08 -4.5409e+08 4.5409e+08
 350000 6.16188e+08 -6.16188e+08 6.16188e+08
 400000 8.02367e+08 -8.02367e+08 8.02367e+08
 450000 1.0124e+09 -1.0124e+09 1.0124e+09
 500000 1.24606e+09 -1.24606e+09 1.24606e+09
 550000 1.50312e+09 -1.50312e+09 1.50312e+09
 600000 1.78336e+09 -1.78336e+09 1.78336e+09
 650000 2.08655e+09 -2.08655e+09 2.08655e+09
 700000 2.41247e+09 -2.41247e+09 2.41247e+09
 750000 2.76088e+09 -2.76088e+09 2.76088e+09
 800000 3.13157e+09 -3.13157e+09 3.13157e+09
 850000 3.52433e+09 -3.52433e+09 3.52433e+09
 900000 3.93893e+09 -3.93893e+09 3.93893e+09
 950000 4.37517e+09 -4.37517e+09 4.37517e+09
 1e+06 4.83284e+09 -4.83284e+09 4.83284e+09
 1e+06 4.83844e+09 -4.83844e+09 4.83844e+09
 2e+06 1.81864e+10 -1.81864e+10 1.81864e+10
 3e+06 3.85351e+10 -3.85351e+10 3.85351e+10
 4e+06 6.46108e+10 -6.46108e+10 6.46108e+10
 5e+06 9.5389e+10 -9.5389e+10 9.5389e+10
 6e+06 1.30044e+11 -1.30044e+11 1.30044e+11
 7e+06 1.67948e+11 -1.67948e+11 1.67948e+11
 8e+06 2.08639e+11 -2.08639e+11 2.08639e+11
 9e+06 2.51754e+11 -2.51754e+11 2.51754e+11
 1e+07 2.97014e+11 -2.97014e+11 2.97014e+11
 1.1e+07 3.44112e+11 -3.44112e+11 3.44112e+11
 1.2e+07 3.9287e+11 -3.9287e+11 3.9287e+11
 1.3e+07 4.43044e+11 -4.43044e+11 4.43044e+11
 1.4e+07 4.94226e+11 -4.94226e+11 4.94226e+11
 1.5e+07 5.46024e+11 -5.46024e+11 5.46024e+11
 1.6e+07 5.97961e+11 -5.97961e+11 5.97961e+11
 1.7e+07 6.49928e+11 -6.49928e+11 6.49928e+11
 1.8e+07 7.01842e+11 -7.01842e+11 7.01842e+11
 1.9e+07 7.53692e+11 -7.53692e+11 7.53692e+11
 2e+07 8.0544e+11 -8.0544e+11 8.0544e+11
 2e+07 8.1697e+11 -8.1697e+11 8.1697e+11
 4e+07 1.91346e+12 -1.91346e+12 1.91346e+12
 6e+07 3.25157e+12 -3.25157e+12 3.25157e+12
 8e+07 4.5366e+12 -4.5366e+12 4.5366e+12
 1e+08 5.55653e+12 -5.55653e+12 5.55653e+12
 1.2e+08 6.13027e+12 -6.13027e+12 6.13027e+12
 1.4e+08 5.97539e+12 -5.97539e+12 5.97539e+12
 1.6e+08 5.80526e+12 -5.80526e+12 5.80526e+12
 1.8e+08 6.00642e+12 -6.00642e+12 6.00642e+12
 2e+08 6.91066e+12 -6.91066e+12 6.91066e+12
 2.2e+08 7.84084e+12 -7.84084e+12 7.84084e+12
 2.4e+08 8.74192e+12 -8.74192e+12 8.74192e+12
 2.6e+08 9.18981e+12 -9.18981e+12 9.18981e+12
 2.8e+08 9.77895e+12 -9.77895e+12 9.77895e+12
 3e+08 1.01925e+13 -1.01925e+13 1.01925e+13
 3.2e+08 1.02898e+13 -1.02898e+13 1.02898e+13
 3.4e+08 9.85911e+12 -9.85911e+12 9.85911e+12
 3.6e+08 9.73949e+12 -9.73949e+12 9.73949e+12
 3.8e+08 9.6949e+12 -9.6949e+12 9.6949e+12
 4e+08 1.00829e+13 -1.00829e+13 1.00829e+13
 4e+08 3.40666e+12 -3.40666e+12 3.40666e+12
