Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 2.7183e+07 2.75047e+07
 100000 1.08428e+08 1.05488e+08
 150000 2.43281e+08 2.27808e+08
 200000 4.31292e+08 3.89145e+08
 250000 6.72013e+08 5.84875e+08
 300000 9.65001e+08 8.10968e+08
 350000 1.30982e+09 1.0639e+09
 400000 1.70603e+09 1.34057e+09
 450000 2.1532e+09 1.63827e+09
 500000 2.65091e+09 1.95463e+09
 550000 3.19874e+09 2.28756e+09
 600000 3.79625e+09 2.63519e+09
 650000 4.44304e+09 2.99589e+09
 700000 5.13868e+09 3.36821e+09
 750000 5.88278e+09 3.75087e+09
 800000 6.67491e+09 4.14275e+09
 850000 7.51468e+09 4.54286e+09
 900000 8.40168e+09 4.95032e+09
 950000 9.33551e+09 5.36433e+09
 1e+06 1.03158e+10 5.78422e+09
 1e+06 1.0319e+10 5.78245e+09
 2e+06 3.9102e+10 1.47989e+10
 3e+06 8.34799e+10 2.4175e+10
 4e+06 1.41021e+11 3.36613e+10
 5e+06 2.09681e+11 4.3231e+10
 6e+06 2.87741e+11 5.28808e+10
 7e+06 3.73729e+11 6.25952e+10
 8e+06 4.66399e+11 7.23638e+10
 9e+06 5.64724e+11 8.21896e+10
 1e+07 6.67804e+11 9.20741e+10
 1.1e+07 7.74908e+11 1.02029e+11
 1.2e+07 8.85384e+11 1.12056e+11
 1.3e+07 9.98699e+11 1.22138e+11
 1.4e+07 1.11441e+12 1.32253e+11
 1.5e+07 1.23217e+12 1.42422e+11
 1.6e+07 1.35168e+12 1.52617e+11
 1.7e+07 1.47273e+12 1.62812e+11
 1.8e+07 1.59509e+12 1.72973e+11
 1.9e+07 1.71857e+12 1.83113e+11
 2e+07 1.84302e+12 1.93217e+11
 2e+07 1.83266e+12 1.96279e+11
 4e+07 4.42018e+12 3.99468e+11
 6e+07 7.02407e+12 6.0597e+11
 8e+07 9.52557e+12 8.10408e+11
 1e+08 1.19468e+13 1.00932e+12
 1.2e+08 1.43298e+13 1.21262e+12
 1.4e+08 1.65575e+13 1.41248e+12
 1.6e+08 1.88122e+13 1.61505e+12
 1.8e+08 2.10141e+13 1.80679e+12
 2e+08 2.335e+13 1.997e+12
 2.2e+08 2.55692e+13 2.18555e+12
 2.4e+08 2.79357e+13 2.38271e+12
 2.6e+08 3.03484e+13 2.58121e+12
 2.8e+08 3.27593e+13 2.8101e+12
 3e+08 3.511e+13 3.02903e+12
 3.2e+08 3.73405e+13 3.25471e+12
 3.4e+08 3.96502e+13 3.47711e+12
 3.6e+08 4.20327e+13 3.72352e+12
 3.8e+08 4.41301e+13 3.98451e+12
 4e+08 4.59229e+13 4.24478e+12
 4e+08 5.14736e+13 4.11759e+12
