Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 3.14102e-16
 100000 7.56548e-16
 150000 1.23456e-15
 200000 1.74251e-15
 250000 2.28204e-15
 300000 2.85558e-15
 350000 3.45943e-15
 400000 4.09687e-15
 450000 4.7687e-15
 500000 5.47546e-15
 550000 6.21618e-15
 600000 6.99106e-15
 650000 7.80024e-15
 700000 8.64005e-15
 750000 9.51033e-15
 800000 1.04137e-14
 850000 1.13461e-14
 900000 1.23075e-14
 950000 1.33013e-14
 1e+06 1.43312e-14
 1e+06 1.43252e-14
 2e+06 4.17359e-14
 3e+06 8.19477e-14
 4e+06 1.34517e-13
 5e+06 1.9943e-13
 6e+06 2.76969e-13
 7e+06 3.67556e-13
 8e+06 4.70782e-13
 9e+06 5.86476e-13
 1e+07 7.14614e-13
 1.1e+07 8.5465e-13
 1.2e+07 1.00746e-12
 1.3e+07 1.1727e-12
 1.4e+07 1.35113e-12
 1.5e+07 1.54243e-12
 1.6e+07 1.74574e-12
 1.7e+07 1.9615e-12
 1.8e+07 2.18982e-12
 1.9e+07 2.43031e-12
 2e+07 2.68345e-12
 2e+07 2.69536e-12
 4e+07 1.04016e-11
 6e+07 2.29853e-11
 8e+07 4.01299e-11
 1e+08 6.17279e-11
 1.2e+08 8.73349e-11
 1.4e+08 1.16546e-10
 1.6e+08 1.48637e-10
 1.8e+08 1.83849e-10
 2e+08 2.21871e-10
 2.2e+08 2.62398e-10
 2.4e+08 3.05252e-10
 2.6e+08 3.50161e-10
 2.8e+08 3.96354e-10
 3e+08 4.45291e-10
 3.2e+08 4.96214e-10
 3.4e+08 5.48966e-10
 3.6e+08 6.03632e-10
 3.8e+08 6.58918e-10
 4e+08 7.15707e-10
 4e+08 6.3284e-10
 8e+08 2.02909e-09
