Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 5.08213e+07
 100000 1.98709e+08
 150000 4.37148e+08
 200000 7.60065e+08
 250000 1.1618e+09
 300000 1.63707e+09
 350000 2.18095e+09
 400000 2.78885e+09
 450000 3.4565e+09
 500000 4.17989e+09
 550000 4.95531e+09
 600000 5.77929e+09
 650000 6.64858e+09
 700000 7.56017e+09
 750000 8.51126e+09
 800000 9.49919e+09
 850000 1.05215e+10
 900000 1.1576e+10
 950000 1.26604e+10
 1e+06 1.37729e+10
 1e+06 1.37708e+10
 2e+06 3.97631e+10
 3e+06 6.88757e+10
 4e+06 9.88058e+10
 5e+06 1.28946e+11
 6e+06 1.59136e+11
 7e+06 1.89347e+11
 8e+06 2.19582e+11
 9e+06 2.4982e+11
 1e+07 2.80054e+11
 1.1e+07 3.10278e+11
 1.2e+07 3.4049e+11
 1.3e+07 3.70689e+11
 1.4e+07 4.00871e+11
 1.5e+07 4.3103e+11
 1.6e+07 4.61179e+11
 1.7e+07 4.91328e+11
 1.8e+07 5.21493e+11
 1.9e+07 5.51663e+11
 2e+07 5.8183e+11
 2e+07 5.83418e+11
 4e+07 1.1902e+12
 6e+07 1.79681e+12
 8e+07 2.40138e+12
 1e+08 3.00447e+12
 1.2e+08 3.60888e+12
 1.4e+08 4.20964e+12
 1.6e+08 4.81445e+12
 1.8e+08 5.42025e+12
 2e+08 6.02598e+12
 2.2e+08 6.63168e+12
 2.4e+08 7.23908e+12
 2.6e+08 7.84792e+12
 2.8e+08 8.46051e+12
 3e+08 9.07202e+12
 3.2e+08 9.68678e+12
 3.4e+08 1.02996e+13
 3.6e+08 1.09142e+13
 3.8e+08 1.15264e+13
 4e+08 1.21412e+13
 4e+08 1.20968e+13
 8e+08 2.42136e+13
