Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 937.824 986.225 921.821 948.623
 100000 3669.35 3862.99 3605.12 3712.49
 150000 8087.75 8525.09 7944.84 8185.89
 200000 14091.7 14876.2 13842.3 14270
 250000 21585.4 22827.7 21206.5 21873.2
 300000 30479.9 32295.4 29951.7 30909
 350000 40690.9 43201.1 39995.4 41295.8
 400000 52139.3 55471.2 51261 52957.2
 450000 64751.3 69035.4 63675.7 65820.8
 500000 78459.6 83826.5 77173.7 79819.9
 500000 78405.9 83698.1 77334.9 79813
 1e+06 263041 286561 260551 270051
 1.5e+06 505312 557862 503084 522086
 2e+06 781617 867336 778789 809247
 2.5e+06 1.07729e+06 1.19898e+06 1.07348e+06 1.11659e+06
 3e+06 1.38425e+06 1.54313e+06 1.37805e+06 1.43514e+06
 3.5e+06 1.69801e+06 1.89367e+06 1.68679e+06 1.75949e+06
 4e+06 2.0168e+06 2.25081e+06 1.99453e+06 2.08738e+06
 4.5e+06 2.33911e+06 2.61424e+06 2.29821e+06 2.41719e+06
 5e+06 2.66142e+06 2.98281e+06 2.5993e+06 2.74784e+06
 5e+06 2.52326e+06 2.87359e+06 2.78712e+06 2.72799e+06
 1e+07 5.54001e+06 6.42485e+06 5.94828e+06 5.97105e+06
 1.5e+07 9.08723e+06 9.87476e+06 9.02881e+06 9.33027e+06
 2e+07 1.22837e+07 1.37494e+07 1.25652e+07 1.28661e+07
 2.5e+07 1.497e+07 1.69685e+07 1.57994e+07 1.59126e+07
 3e+07 1.7373e+07 2.06236e+07 1.87053e+07 1.89006e+07
 3.5e+07 1.94399e+07 2.45182e+07 2.24441e+07 2.2134e+07
 4e+07 2.18667e+07 2.85363e+07 2.61054e+07 2.55028e+07
 4.5e+07 2.40243e+07 3.3251e+07 2.92219e+07 2.88324e+07
 5e+07 2.61053e+07 3.8184e+07 3.14081e+07 3.18991e+07
 5e+07 2.85239e+07 4.12868e+07 3.56446e+07 3.51517e+07
 1e+08 4.97903e+07 9.38309e+07 4.63847e+07 6.33353e+07
 1.5e+08 7.94201e+07 1.57535e+08 4.61082e+07 9.43545e+07
 2e+08 9.37163e+07 1.99187e+08 4.6895e+07 1.13266e+08
 2.5e+08 1.46957e+08 2.82593e+08 8.41356e+07 1.71229e+08
 3e+08 1.84035e+08 3.97552e+08 8.97006e+07 2.23762e+08
 3.5e+08 2.50852e+08 5.55842e+08 5.40689e+07 2.86921e+08
 4e+08 3.02717e+08 7.43013e+08 6.71563e+07 3.70962e+08
 4.5e+08 3.8396e+08 9.62084e+08 8.46109e+07 4.76885e+08
 5e+08 4.28719e+08 1.18356e+09 9.93876e+07 5.70554e+08
 5e+08 4.7872e+08 6.85411e+08 2.50307e+08 4.71479e+08
 1e+09 1.81106e+09 2.03124e+09 1.64555e+07 1.28625e+09
