Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 4.04436e+07 5.84398e+06
 100000 1.6119e+08 2.28914e+07
 150000 3.61371e+08 5.04466e+07
 200000 6.40128e+08 8.78615e+07
 250000 9.96609e+08 1.34534e+08
 300000 1.42998e+09 1.89905e+08
 350000 1.9394e+09 2.53453e+08
 400000 2.52405e+09 3.24692e+08
 450000 3.18311e+09 4.0317e+08
 500000 3.91579e+09 4.88461e+08
 550000 4.72128e+09 5.80172e+08
 600000 5.59879e+09 6.77933e+08
 650000 6.54754e+09 7.814e+08
 700000 7.56677e+09 8.90251e+08
 750000 8.65571e+09 1.00418e+09
 800000 9.8136e+09 1.12292e+09
 850000 1.10397e+10 1.24619e+09
 900000 1.23333e+10 1.37375e+09
 950000 1.36936e+10 1.50537e+09
 1e+06 1.51199e+10 1.64084e+09
 1e+06 1.51169e+10 1.64137e+09
 2e+06 5.64588e+10 4.91611e+09
 3e+06 1.18909e+11 8.77768e+09
 4e+06 1.98357e+11 1.29028e+10
 5e+06 2.91496e+11 1.71708e+10
 6e+06 3.95651e+11 2.15324e+10
 7e+06 5.08669e+11 2.59693e+10
 8e+06 6.28821e+11 3.04758e+10
 9e+06 7.5471e+11 3.50333e+10
 1e+07 8.85202e+11 3.96343e+10
 1.1e+07 1.01938e+12 4.42749e+10
 1.2e+07 1.1565e+12 4.89456e+10
 1.3e+07 1.29601e+12 5.36462e+10
 1.4e+07 1.43744e+12 5.83576e+10
 1.5e+07 1.58046e+12 6.30793e+10
 1.6e+07 1.72476e+12 6.78086e+10
 1.7e+07 1.8701e+12 7.2553e+10
 1.8e+07 2.01628e+12 7.73033e+10
 1.9e+07 2.16314e+12 8.20517e+10
 2e+07 2.31054e+12 8.67971e+10
 2e+07 2.30547e+12 8.64824e+10
 4e+07 5.2914e+12 1.82129e+11
 6e+07 8.33203e+12 2.78583e+11
 8e+07 1.141e+13 3.72265e+11
 1e+08 1.45079e+13 4.64689e+11
 1.2e+08 1.76236e+13 5.56971e+11
 1.4e+08 2.07612e+13 6.51785e+11
 1.6e+08 2.38421e+13 7.48448e+11
 1.8e+08 2.68706e+13 8.43074e+11
 2e+08 2.99119e+13 9.34653e+11
 2.2e+08 3.2986e+13 1.0216e+12
 2.4e+08 3.60813e+13 1.10758e+12
 2.6e+08 3.91676e+13 1.19243e+12
 2.8e+08 4.22399e+13 1.27615e+12
 3e+08 4.52753e+13 1.3568e+12
 3.2e+08 4.83165e+13 1.434e+12
 3.4e+08 5.13518e+13 1.51285e+12
 3.6e+08 5.43842e+13 1.59337e+12
 3.8e+08 5.73535e+13 1.67327e+12
 4e+08 6.0299e+13 1.74952e+12
 4e+08 5.94853e+13 1.82539e+12
 8e+08 1.20083e+14 3.41738e+12
 1.2e+09 1.80807e+14 5.02504e+12
 1.6e+09 2.50255e+14 7.62807e+12
 2e+09 3.212e+14 1.03598e+13
