Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.40422e+13 1.38724e+13 1.31258e+13 1.3876e+13 1.42073e+13 1.39932e+13 1.40255e+13 1.38873e+13 3.80285e+08
 100000 5.56752e+13 5.49974e+13 5.20051e+13 5.49791e+13 5.62965e+13 5.54451e+13 5.55736e+13 5.50345e+13 5.82947e+10
 150000 1.24252e+14 1.22732e+14 1.15991e+14 1.22618e+14 1.25552e+14 1.2366e+14 1.23943e+14 1.22763e+14 5.87305e+10
 200000 2.19155e+14 2.16463e+14 2.04467e+14 2.16141e+14 2.21282e+14 2.17977e+14 2.18467e+14 2.16425e+14 5.91856e+10
 250000 3.39794e+14 3.35593e+14 3.16849e+14 3.34938e+14 3.42837e+14 3.37771e+14 3.38516e+14 3.35407e+14 5.95851e+10
 300000 4.85595e+14 4.79535e+14 4.5258e+14 4.78427e+14 4.89608e+14 4.82452e+14 4.83496e+14 4.79125e+14 6.00519e+10
 350000 6.56009e+14 6.47727e+14 6.11124e+14 6.46058e+14 6.61013e+14 6.51452e+14 6.52841e+14 6.47019e+14 6.04906e+10
 400000 8.50513e+14 8.39624e+14 7.91966e+14 8.37303e+14 8.56492e+14 8.44232e+14 8.46009e+14 8.38552e+14 6.09379e+10
 450000 1.0686e+15 1.0547e+15 9.94612e+14 1.05165e+15 1.07551e+15 1.06027e+15 1.06248e+15 1.05321e+15 6.14046e+10
 500000 1.30978e+15 1.29246e+15 1.21859e+15 1.28862e+15 1.31754e+15 1.29908e+15 1.30175e+15 1.29049e+15 6.19187e+10
 550000 1.57356e+15 1.55239e+15 1.46344e+15 1.54772e+15 1.58209e+15 1.56018e+15 1.56333e+15 1.54992e+15 6.2403e+10
 600000 1.85946e+15 1.83403e+15 1.72874e+15 1.8285e+15 1.86868e+15 1.84308e+15 1.84675e+15 1.83102e+15 6.29036e+10
 650000 2.167e+15 2.13691e+15 2.01404e+15 2.13053e+15 2.17685e+15 2.14733e+15 2.15157e+15 2.13333e+15 6.3346e+10
 700000 2.49573e+15 2.46058e+15 2.31894e+15 2.45337e+15 2.50613e+15 2.47247e+15 2.47732e+15 2.45643e+15 6.38315e+10
 750000 2.84521e+15 2.80461e+15 2.64301e+15 2.79662e+15 2.85609e+15 2.81806e+15 2.82359e+15 2.79987e+15 6.42996e+10
 800000 3.21502e+15 3.16857e+15 2.98586e+15 3.15986e+15 3.22633e+15 3.18367e+15 3.18995e+15 3.16323e+15 6.47613e+10
 850000 3.60475e+15 3.55205e+15 3.34711e+15 3.54268e+15 3.61648e+15 3.5689e+15 3.57602e+15 3.54613e+15 6.52375e+10
 900000 4.014e+15 3.95468e+15 3.72636e+15 3.9447e+15 4.02617e+15 3.97335e+15 3.98141e+15 3.94818e+15 6.58279e+10
 950000 4.44239e+15 4.3761e+15 4.12325e+15 4.36553e+15 4.45506e+15 4.39667e+15 4.40575e+15 4.36902e+15 6.63187e+10
 1e+06 4.88957e+15 4.81594e+15 4.53742e+15 4.8048e+15 4.90281e+15 4.83849e+15 4.8487e+15 4.80828e+15 6.67845e+10
 1e+06 4.88388e+15 4.8194e+15 4.53612e+15 4.80924e+15 4.89776e+15 4.8267e+15 4.84457e+15 4.80533e+15 9.62755e+09
 2e+06 1.72702e+16 1.70305e+16 1.59612e+16 1.69394e+16 1.73597e+16 1.70768e+16 1.71253e+16 1.69768e+16 1.99558e+10
 3e+06 3.48884e+16 3.44561e+16 3.20496e+16 3.40318e+16 3.51926e+16 3.44748e+16 3.45664e+16 3.42591e+16 3.21695e+10
 4e+06 5.61859e+16 5.54767e+16 5.12861e+16 5.45874e+16 5.68957e+16 5.57164e+16 5.57332e+16 5.51664e+16 4.42319e+10
 5e+06 8.00055e+16 7.88976e+16 7.27506e+16 7.75699e+16 8.13443e+16 7.98269e+16 7.95804e+16 7.86354e+16 5.62126e+10
 6e+06 1.05656e+17 1.04018e+17 9.59381e+16 1.02173e+17 1.07743e+17 1.05989e+17 1.05302e+17 1.03929e+17 6.84697e+10
 7e+06 1.32733e+17 1.30429e+17 1.20581e+17 1.27622e+17 1.35651e+17 1.33568e+17 1.3228e+17 1.30534e+17 8.07612e+10
 8e+06 1.60953e+17 1.57862e+17 1.46405e+17 1.53346e+17 1.648e+17 1.62046e+17 1.60064e+17 1.58068e+17 9.32076e+10
 9e+06 1.8999e+17 1.86025e+17 1.73194e+17 1.79069e+17 1.9516e+17 1.9099e+17 1.88406e+17 1.86272e+17 1.05954e+11
 1e+07 2.1962e+17 2.1474e+17 2.00719e+17 2.04649e+17 2.26689e+17 2.20265e+17 2.17201e+17 2.14998e+17 1.19272e+11
 1.1e+07 2.49761e+17 2.43909e+17 2.288e+17 2.29994e+17 2.59363e+17 2.49725e+17 2.4636e+17 2.44146e+17 1.32937e+11
 1.2e+07 2.80447e+17 2.73339e+17 2.57263e+17 2.54991e+17 2.93237e+17 2.79492e+17 2.75907e+17 2.73684e+17 1.46803e+11
 1.3e+07 3.11775e+17 3.02964e+17 2.85941e+17 2.79466e+17 3.28153e+17 3.09729e+17 3.05783e+17 3.0356e+17 1.61189e+11
 1.4e+07 3.43749e+17 3.32768e+17 3.1467e+17 3.03381e+17 3.63761e+17 3.40457e+17 3.35866e+17 3.33678e+17 1.75564e+11
 1.5e+07 3.76211e+17 3.62553e+17 3.43241e+17 3.2679e+17 3.99688e+17 3.716e+17 3.66026e+17 3.63883e+17 1.89019e+11
 1.6e+07 4.08961e+17 3.92186e+17 3.71591e+17 3.49798e+17 4.35556e+17 4.03037e+17 3.9613e+17 3.94043e+17 2.02703e+11
