Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 5.30734e+06 -5.30734e+06 5.30734e+06
 100000 2.11543e+07 -2.11543e+07 2.11543e+07
 150000 4.7429e+07 -4.7429e+07 4.7429e+07
 200000 8.40212e+07 -8.40212e+07 8.40212e+07
 250000 1.30822e+08 -1.30822e+08 1.30822e+08
 300000 1.87724e+08 -1.87724e+08 1.87724e+08
 350000 2.54622e+08 -2.54622e+08 2.54622e+08
 400000 3.31411e+08 -3.31411e+08 3.31411e+08
 450000 4.1799e+08 -4.1799e+08 4.1799e+08
 500000 5.14257e+08 -5.14257e+08 5.14257e+08
 550000 6.20112e+08 -6.20112e+08 6.20112e+08
 600000 7.35456e+08 -7.35456e+08 7.35456e+08
 650000 8.60193e+08 -8.60193e+08 8.60193e+08
 700000 9.94227e+08 -9.94227e+08 9.94227e+08
 750000 1.13746e+09 -1.13746e+09 1.13746e+09
 800000 1.28981e+09 -1.28981e+09 1.28981e+09
 850000 1.45117e+09 -1.45117e+09 1.45117e+09
 900000 1.62145e+09 -1.62145e+09 1.62145e+09
 950000 1.80057e+09 -1.80057e+09 1.80057e+09
 1e+06 1.98843e+09 -1.98843e+09 1.98843e+09
 1e+06 1.98738e+09 -1.98738e+09 1.98738e+09
 2e+06 7.44903e+09 -7.44903e+09 7.44903e+09
 3e+06 1.5748e+10 -1.5748e+10 1.5748e+10
 4e+06 2.63826e+10 -2.63826e+10 2.63826e+10
 5e+06 3.89435e+10 -3.89435e+10 3.89435e+10
 6e+06 5.30975e+10 -5.30975e+10 5.30975e+10
 7e+06 6.85701e+10 -6.85701e+10 6.85701e+10
 8e+06 8.51054e+10 -8.51054e+10 8.51054e+10
 9e+06 1.02503e+11 -1.02503e+11 1.02503e+11
 1e+07 1.20592e+11 -1.20592e+11 1.20592e+11
 1.1e+07 1.39238e+11 -1.39238e+11 1.39238e+11
 1.2e+07 1.58329e+11 -1.58329e+11 1.58329e+11
 1.3e+07 1.77791e+11 -1.77791e+11 1.77791e+11
 1.4e+07 1.97528e+11 -1.97528e+11 1.97528e+11
 1.5e+07 2.17476e+11 -2.17476e+11 2.17476e+11
 1.6e+07 2.37576e+11 -2.37576e+11 2.37576e+11
 1.7e+07 2.57764e+11 -2.57764e+11 2.57764e+11
 1.8e+07 2.7797e+11 -2.7797e+11 2.7797e+11
 1.9e+07 2.98146e+11 -2.98146e+11 2.98146e+11
 2e+07 3.18267e+11 -3.18267e+11 3.18267e+11
 2e+07 3.22446e+11 -3.22446e+11 3.22446e+11
 4e+07 6.63549e+11 -6.63549e+11 6.63549e+11
 6e+07 9.88723e+11 -9.88723e+11 9.88723e+11
 8e+07 1.31827e+12 -1.31827e+12 1.31827e+12
 1e+08 1.63546e+12 -1.63546e+12 1.63546e+12
 1.2e+08 1.92202e+12 -1.92202e+12 1.92202e+12
 1.4e+08 2.23559e+12 -2.23559e+12 2.23559e+12
 1.6e+08 2.60987e+12 -2.60987e+12 2.60987e+12
 1.8e+08 2.96183e+12 -2.96183e+12 2.96183e+12
 2e+08 3.32754e+12 -3.32754e+12 3.32754e+12
 2.2e+08 3.67194e+12 -3.67194e+12 3.67194e+12
 2.4e+08 3.97225e+12 -3.97225e+12 3.97225e+12
 2.6e+08 4.26598e+12 -4.26598e+12 4.26598e+12
 2.8e+08 4.64824e+12 -4.64824e+12 4.64824e+12
 3e+08 5.03634e+12 -5.03634e+12 5.03634e+12
 3.2e+08 5.41e+12 -5.41e+12 5.41e+12
 3.4e+08 5.81852e+12 -5.81852e+12 5.81852e+12
 3.6e+08 6.19121e+12 -6.19121e+12 6.19121e+12
 3.8e+08 6.59627e+12 -6.59627e+12 6.59627e+12
 4e+08 6.95487e+12 -6.95487e+12 6.95487e+12
 4e+08 5.61652e+12 -5.61652e+12 5.61652e+12
 8e+08 1.12944e+13 -1.12944e+13 1.12944e+13
 1.2e+09 1.77502e+13 -1.77502e+13 1.77502e+13
 1.6e+09 3.1025e+13 -3.1025e+13 3.1025e+13
 2e+09 4.65516e+13 -4.65516e+13 4.65516e+13
