Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 122120 140852 138503 133825
 100000 485280 560317 550812 532136
 150000 1.08522e+06 1.2543e+06 1.23271e+06 1.19074e+06
 200000 1.91786e+06 2.21884e+06 2.18015e+06 2.10562e+06
 250000 2.97925e+06 3.45015e+06 3.38929e+06 3.2729e+06
 300000 4.2656e+06 4.94458e+06 4.85646e+06 4.68888e+06
 350000 5.77326e+06 6.69859e+06 6.57815e+06 6.35e+06
 400000 7.49873e+06 8.70882e+06 8.55101e+06 8.25285e+06
 450000 9.4386e+06 1.0972e+07 1.07718e+07 1.03941e+07
 500000 1.15895e+07 1.3485e+07 1.32373e+07 1.27706e+07
 500000 1.15911e+07 1.34873e+07 1.32435e+07 1.2774e+07
 1e+06 4.40296e+07 5.17059e+07 5.07275e+07 4.8821e+07
 1.5e+06 9.44583e+07 1.11836e+08 1.09562e+08 1.05285e+08
 2e+06 1.60679e+08 1.91602e+08 1.87357e+08 1.79879e+08
 2.5e+06 2.40913e+08 2.89105e+08 2.82113e+08 2.7071e+08
 3e+06 3.3359e+08 4.02625e+08 3.92124e+08 3.76113e+08
 3.5e+06 4.37407e+08 5.30613e+08 5.15828e+08 4.94616e+08
 4e+06 5.51269e+08 6.71649e+08 6.51925e+08 6.24948e+08
 4.5e+06 6.74188e+08 8.24399e+08 7.9928e+08 7.65956e+08
 5e+06 8.05219e+08 9.87632e+08 9.56913e+08 9.16588e+08
 5e+06 7.95731e+08 1.00382e+09 9.50386e+08 9.16646e+08
 1e+07 2.40341e+09 3.0508e+09 2.94074e+09 2.79831e+09
 1.5e+07 4.32692e+09 5.36819e+09 5.4518e+09 5.04897e+09
 2e+07 6.33717e+09 7.59447e+09 8.32165e+09 7.41776e+09
 2.5e+07 8.34942e+09 9.73054e+09 1.14203e+10 9.83343e+09
 3e+07 1.04073e+10 1.16284e+10 1.46881e+10 1.22413e+10
 3.5e+07 1.2445e+10 1.32871e+10 1.80999e+10 1.46106e+10
 4e+07 1.43775e+10 1.47745e+10 2.15927e+10 1.69149e+10
 4.5e+07 1.62644e+10 1.62872e+10 2.51286e+10 1.92267e+10
 5e+07 1.82144e+10 1.78875e+10 2.87889e+10 2.16303e+10
 5e+07 1.56161e+10 2.13501e+10 2.79857e+10 2.16506e+10
 1e+08 3.54686e+10 3.13547e+10 6.75104e+10 4.47779e+10
 1.5e+08 6.46478e+10 3.74948e+10 9.49523e+10 6.56983e+10
 2e+08 9.84829e+10 4.6474e+10 1.3251e+11 9.24891e+10
 2.5e+08 1.32164e+11 6.11274e+10 1.58687e+11 1.17326e+11
 3e+08 1.71884e+11 7.46536e+10 1.6444e+11 1.36993e+11
 3.5e+08 2.14867e+11 9.62528e+10 1.65082e+11 1.58734e+11
 4e+08 2.66802e+11 1.20792e+11 1.66043e+11 1.84546e+11
 4.5e+08 3.35762e+11 1.45606e+11 1.4239e+11 2.07919e+11
 5e+08 4.09556e+11 1.71353e+11 1.22011e+11 2.34307e+11
 5e+08 4.08722e+11 9.06296e+10 1.86489e+11 2.28613e+11
 1e+09 1.72603e+12 3.01028e+11 2.62042e+11 7.63032e+11
 1.5e+09 3.56527e+12 4.53357e+11 3.49377e+11 1.456e+12
 2e+09 4.1909e+12 4.15554e+11 2.82529e+10 1.5449e+12
