Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.19851e+07 -1.19851e+07 1.19851e+07
 100000 4.7795e+07 -4.7795e+07 4.7795e+07
 150000 1.07214e+08 -1.07214e+08 1.07214e+08
 200000 1.90027e+08 -1.90027e+08 1.90027e+08
 250000 2.96021e+08 -2.96021e+08 2.96021e+08
 300000 4.24989e+08 -4.24989e+08 4.24989e+08
 350000 5.7672e+08 -5.7672e+08 5.7672e+08
 400000 7.51009e+08 -7.51009e+08 7.51009e+08
 450000 9.4765e+08 -9.4765e+08 9.4765e+08
 500000 1.16644e+09 -1.16644e+09 1.16644e+09
 550000 1.40718e+09 -1.40718e+09 1.40718e+09
 600000 1.66968e+09 -1.66968e+09 1.66968e+09
 650000 1.95373e+09 -1.95373e+09 1.95373e+09
 700000 2.25914e+09 -2.25914e+09 2.25914e+09
 750000 2.58573e+09 -2.58573e+09 2.58573e+09
 800000 2.93329e+09 -2.93329e+09 2.93329e+09
 850000 3.30165e+09 -3.30165e+09 3.30165e+09
 900000 3.69062e+09 -3.69062e+09 3.69062e+09
 950000 4.10001e+09 -4.10001e+09 4.10001e+09
 1e+06 4.52964e+09 -4.52964e+09 4.52964e+09
 1e+06 4.52907e+09 -4.52907e+09 4.52907e+09
 2e+06 1.71192e+10 -1.71192e+10 1.71192e+10
 3e+06 3.65056e+10 -3.65056e+10 3.65056e+10
 4e+06 6.15951e+10 -6.15951e+10 6.15951e+10
 5e+06 9.14519e+10 -9.14519e+10 9.14519e+10
 6e+06 1.25288e+11 -1.25288e+11 1.25288e+11
 7e+06 1.62413e+11 -1.62413e+11 1.62413e+11
 8e+06 2.02286e+11 -2.02286e+11 2.02286e+11
 9e+06 2.44488e+11 -2.44488e+11 2.44488e+11
 1e+07 2.88714e+11 -2.88714e+11 2.88714e+11
 1.1e+07 3.34668e+11 -3.34668e+11 3.34668e+11
 1.2e+07 3.82129e+11 -3.82129e+11 3.82129e+11
 1.3e+07 4.30951e+11 -4.30951e+11 4.30951e+11
 1.4e+07 4.80957e+11 -4.80957e+11 4.80957e+11
 1.5e+07 5.31991e+11 -5.31991e+11 5.31991e+11
 1.6e+07 5.83847e+11 -5.83847e+11 5.83847e+11
 1.7e+07 6.36363e+11 -6.36363e+11 6.36363e+11
 1.8e+07 6.89351e+11 -6.89351e+11 6.89351e+11
 1.9e+07 7.42683e+11 -7.42683e+11 7.42683e+11
 2e+07 7.96377e+11 -7.96377e+11 7.96377e+11
 2e+07 7.68294e+11 -7.68294e+11 7.68294e+11
 4e+07 1.86655e+12 -1.86655e+12 1.86655e+12
 6e+07 3.03258e+12 -3.03258e+12 3.03258e+12
 8e+07 4.16975e+12 -4.16975e+12 4.16975e+12
 1e+08 5.2401e+12 -5.2401e+12 5.2401e+12
 1.2e+08 6.42139e+12 -6.42139e+12 6.42139e+12
 1.4e+08 7.84718e+12 -7.84718e+12 7.84718e+12
 1.6e+08 9.51883e+12 -9.51883e+12 9.51883e+12
 1.8e+08 1.14916e+13 -1.14916e+13 1.14916e+13
 2e+08 1.35757e+13 -1.35757e+13 1.35757e+13
 2.2e+08 1.56156e+13 -1.56156e+13 1.56156e+13
 2.4e+08 1.73396e+13 -1.73396e+13 1.73396e+13
 2.6e+08 1.87092e+13 -1.87092e+13 1.87092e+13
 2.8e+08 2.0525e+13 -2.0525e+13 2.0525e+13
 3e+08 2.24806e+13 -2.24806e+13 2.24806e+13
 3.2e+08 2.48352e+13 -2.48352e+13 2.48352e+13
 3.4e+08 2.70937e+13 -2.70937e+13 2.70937e+13
 3.6e+08 2.9652e+13 -2.9652e+13 2.9652e+13
 3.8e+08 3.18932e+13 -3.18932e+13 3.18932e+13
 4e+08 3.38687e+13 -3.38687e+13 3.38687e+13
 4e+08 2.33343e+13 -2.33343e+13 2.33343e+13
 8e+08 5.19093e+13 -5.19093e+13 5.19093e+13
