Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.10215e+08
 100000 1.23319e+09
 150000 2.75758e+09
 200000 4.87227e+09
 250000 7.56632e+09
 300000 1.0829e+10
 350000 1.46499e+10
 400000 1.90186e+10
 450000 2.3925e+10
 500000 2.93591e+10
 550000 3.53113e+10
 600000 4.17719e+10
 650000 4.87316e+10
 700000 5.61812e+10
 750000 6.41115e+10
 800000 7.25137e+10
 850000 8.13792e+10
 900000 9.06993e+10
 950000 1.00466e+11
 1e+06 1.1067e+11
 1e+06 1.10673e+11
 2e+06 3.95329e+11
 3e+06 7.99946e+11
 4e+06 1.2874e+12
 5e+06 1.83211e+12
 6e+06 2.41644e+12
 7e+06 3.02821e+12
 8e+06 3.65899e+12
 9e+06 4.30303e+12
 1e+07 4.95628e+12
 1.1e+07 5.61593e+12
 1.2e+07 6.27999e+12
 1.3e+07 6.94706e+12
 1.4e+07 7.61614e+12
 1.5e+07 8.28657e+12
 1.6e+07 8.95788e+12
 1.7e+07 9.62982e+12
 1.8e+07 1.03022e+13
 1.9e+07 1.09748e+13
 2e+07 1.16476e+13
 2e+07 1.16342e+13
 4e+07 2.51126e+13
 6e+07 3.8671e+13
 8e+07 5.22662e+13
 1e+08 6.58413e+13
 1.2e+08 7.94623e+13
 1.4e+08 9.30689e+13
 1.6e+08 1.06695e+14
 1.8e+08 1.20347e+14
 2e+08 1.3397e+14
 2.2e+08 1.47566e+14
 2.4e+08 1.61158e+14
 2.6e+08 1.74761e+14
 2.8e+08 1.88339e+14
 3e+08 2.01915e+14
 3.2e+08 2.15564e+14
 3.4e+08 2.29171e+14
 3.6e+08 2.42817e+14
 3.8e+08 2.56506e+14
 4e+08 2.7018e+14
 4e+08 2.68619e+14
 8e+08 5.42056e+14
 1.2e+09 8.12099e+14
 1.6e+09 1.08432e+15
 2e+09 1.35683e+15
