Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.17574e-15
 100000 3.01858e-15
 150000 5.11274e-15
 200000 7.37493e-15
 250000 9.78017e-15
 300000 1.2317e-14
 350000 1.49857e-14
 400000 1.77877e-14
 450000 2.07174e-14
 500000 2.37746e-14
 550000 2.69583e-14
 600000 3.02679e-14
 650000 3.37089e-14
 700000 3.72742e-14
 750000 4.09608e-14
 800000 4.4772e-14
 850000 4.87019e-14
 900000 5.27588e-14
 950000 5.6946e-14
 1e+06 6.12595e-14
 1e+06 6.12936e-14
 2e+06 1.74446e-13
 3e+06 3.36624e-13
 4e+06 5.48267e-13
 5e+06 8.09804e-13
 6e+06 1.12367e-12
 7e+06 1.48913e-12
 8e+06 1.90253e-12
 9e+06 2.36714e-12
 1e+07 2.88183e-12
 1.1e+07 3.44666e-12
 1.2e+07 4.06147e-12
 1.3e+07 4.72641e-12
 1.4e+07 5.44162e-12
 1.5e+07 6.20861e-12
 1.6e+07 7.02439e-12
 1.7e+07 7.88971e-12
 1.8e+07 8.80532e-12
 1.9e+07 9.77086e-12
 2e+07 1.07864e-11
 2e+07 1.06721e-11
 4e+07 4.14012e-11
 6e+07 9.17675e-11
 8e+07 1.61974e-10
 1e+08 2.51767e-10
 1.2e+08 3.61379e-10
 1.4e+08 4.90092e-10
 1.6e+08 6.37408e-10
 1.8e+08 8.03889e-10
 2e+08 9.88973e-10
 2.2e+08 1.19281e-09
 2.4e+08 1.41559e-09
 2.6e+08 1.65603e-09
 2.8e+08 1.91395e-09
 3e+08 2.18928e-09
 3.2e+08 2.48363e-09
 3.4e+08 2.79691e-09
 3.6e+08 3.1297e-09
 3.8e+08 3.48274e-09
 4e+08 3.85431e-09
 4e+08 3.87724e-09
 8e+08 1.51458e-08
 1.2e+09 3.27529e-08
 1.6e+09 5.73302e-08
 2e+09 8.70741e-08
