Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 4.13935e+08
 100000 1.64744e+09
 150000 3.68821e+09
 200000 6.52412e+09
 250000 1.01432e+10
 300000 1.45338e+10
 350000 1.96842e+10
 400000 2.55831e+10
 450000 3.22192e+10
 500000 3.95815e+10
 550000 4.7659e+10
 600000 5.64411e+10
 650000 6.59171e+10
 700000 7.60767e+10
 750000 8.69096e+10
 800000 9.84057e+10
 850000 1.10555e+11
 900000 1.23348e+11
 950000 1.36774e+11
 1e+06 1.50825e+11
 1e+06 1.50839e+11
 2e+06 5.49543e+11
 3e+06 1.13157e+12
 4e+06 1.84925e+12
 5e+06 2.66735e+12
 6e+06 3.55979e+12
 7e+06 4.50727e+12
 8e+06 5.49559e+12
 9e+06 6.51415e+12
 1e+07 7.55511e+12
 1.1e+07 8.61263e+12
 1.2e+07 9.68242e+12
 1.3e+07 1.07612e+13
 1.4e+07 1.18466e+13
 1.5e+07 1.29368e+13
 1.6e+07 1.40306e+13
 1.7e+07 1.51269e+13
 1.8e+07 1.6225e+13
 1.9e+07 1.73247e+13
 2e+07 1.84254e+13
 2e+07 1.84364e+13
 4e+07 4.0529e+13
 6e+07 6.26347e+13
 8e+07 8.47072e+13
 1e+08 1.06787e+14
 1.2e+08 1.2891e+14
 1.4e+08 1.50943e+14
 1.6e+08 1.72985e+14
 1.8e+08 1.95003e+14
 2e+08 2.16949e+14
 2.2e+08 2.38885e+14
 2.4e+08 2.60744e+14
 2.6e+08 2.82616e+14
 2.8e+08 3.04454e+14
 3e+08 3.26273e+14
 3.2e+08 3.47944e+14
 3.4e+08 3.69648e+14
 3.6e+08 3.91328e+14
 3.8e+08 4.13112e+14
 4e+08 4.34954e+14
 4e+08 4.44233e+14
 8e+08 8.87884e+14
 1.2e+09 1.33728e+15
 1.6e+09 1.81013e+15
 2e+09 2.2685e+15
