Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 59885.2 59561.3 57175.5 58874
 100000 238290 237015 227450 234252
 150000 533513 530704 509118 524445
 200000 943869 938996 900483 927783
 250000 1.46768e+06 1.46027e+06 1.39988e+06 1.44261e+06
 300000 2.10329e+06 2.09294e+06 2.00568e+06 2.0673e+06
 350000 2.84906e+06 2.83542e+06 2.71629e+06 2.80026e+06
 400000 3.70339e+06 3.68619e+06 3.53012e+06 3.6399e+06
 450000 4.66469e+06 4.64372e+06 4.44565e+06 4.58469e+06
 500000 5.73138e+06 5.70652e+06 5.4614e+06 5.6331e+06
 500000 5.7333e+06 5.70647e+06 5.46357e+06 5.63445e+06
 1e+06 2.18736e+07 2.18104e+07 2.08291e+07 2.15044e+07
 1.5e+06 4.70145e+07 4.69639e+07 4.47669e+07 4.62484e+07
 2e+06 7.99129e+07 8.00163e+07 7.61624e+07 7.86972e+07
 2.5e+06 1.19509e+08 1.19989e+08 1.14019e+08 1.17839e+08
 3e+06 1.64908e+08 1.65995e+08 1.57504e+08 1.62802e+08
 3.5e+06 2.1533e+08 2.17201e+08 2.05908e+08 2.12813e+08
 4e+06 2.7011e+08 2.72903e+08 2.58604e+08 2.67206e+08
 4.5e+06 3.2875e+08 3.32485e+08 3.15041e+08 3.25425e+08
 5e+06 3.90792e+08 3.95367e+08 3.74718e+08 3.86959e+08
 5e+06 3.91165e+08 3.99091e+08 3.70408e+08 3.86888e+08
 1e+07 1.14067e+09 1.11535e+09 1.07295e+09 1.10966e+09
 1.5e+07 2.00708e+09 1.89253e+09 1.86866e+09 1.92276e+09
 2e+07 2.96866e+09 2.67292e+09 2.66353e+09 2.76837e+09
 2.5e+07 4.0008e+09 3.42375e+09 3.43514e+09 3.6199e+09
 3e+07 5.07838e+09 4.10162e+09 4.19994e+09 4.45998e+09
 3.5e+07 6.19785e+09 4.70586e+09 5.02418e+09 5.3093e+09
 4e+07 7.34861e+09 5.27977e+09 5.91734e+09 6.1819e+09
 4.5e+07 8.5797e+09 5.85321e+09 6.84551e+09 7.09281e+09
 5e+07 9.89008e+09 6.42179e+09 7.79004e+09 8.03397e+09
 5e+07 1.07708e+10 6.36775e+09 7.89844e+09 8.34566e+09
 1e+08 2.6871e+10 1.47469e+10 1.36618e+10 1.84266e+10
 1.5e+08 4.32141e+10 2.57326e+10 1.81657e+10 2.90375e+10
 2e+08 6.64527e+10 3.81221e+10 2.37386e+10 4.27711e+10
 2.5e+08 1.00297e+11 5.19571e+10 2.73398e+10 5.98645e+10
 3e+08 1.40029e+11 6.35848e+10 3.30976e+10 7.89039e+10
 3.5e+08 1.77326e+11 7.66019e+10 3.51248e+10 9.63509e+10
 4e+08 2.08444e+11 9.08054e+10 3.60482e+10 1.11766e+11
 4.5e+08 2.3918e+11 1.04394e+11 3.72036e+10 1.26926e+11
 5e+08 2.72343e+11 1.19509e+11 3.82541e+10 1.43369e+11
 5e+08 3.42441e+11 1.47406e+11 3.0577e+10 1.73475e+11
 1e+09 4.13592e+11 3.25184e+11 1.85351e+10 2.52437e+11
 1.5e+09 1.17415e+11 1.24981e+11 1.50524e+10 8.58162e+10
 2e+09 1.54222e+11 2.58152e+09 3.54589e+09 5.34498e+10
