# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 4480.62 -1.31729 752.174 1.01036 0.000654402
200000 4488.36 -1.12915 753.442 0.993578 0.000642541
300000 4468.81 -1.15611 750.165 0.993795 0.000645001
400000 4433.57 -1.06858 744.237 0.996113 0.000652236
500000 4430.75 -1.12549 743.774 0.985541 0.000645673
600000 4434.7 -1.10648 744.433 1.00057 0.000654649
700000 4365.18 -1.05875 732.758 0.980011 0.000651232
800000 4511.23 -1.33057 757.313 1.00706 0.000647542
900000 4496.63 -1.07639 754.822 0.990809 0.000639041
1000000 4525.86 -0.613828 759.648 1.02275 0.000655796
1100000 4465.59 -0.307081 749.483 0.996184 0.000646662
1200000 4439.53 -1.34592 745.284 0.994148 0.00064956
1300000 4419.66 -0.962565 741.885 1.01762 0.000667756
1400000 4449.03 -0.414764 746.721 0.998853 0.000650619
1500000 4403.26 -1.12898 739.161 0.989999 0.000652414
1600000 4455.59 -1.03919 747.928 1.00996 0.000657635
1700000 4415.43 -0.95946 741.174 0.979522 0.000643706
1800000 4432.05 -1.07682 743.982 0.995697 0.00065182
1900000 4518.33 -1.05384 758.459 1.01022 0.000648869
2000000 4516.57 -1.12449 758.176 1.00895 0.00064796
2100000 4458.29 -0.881498 748.354 0.989086 0.000643956
2200000 4450.32 -1.26474 747.081 0.986399 0.000643648
2300000 4439.72 -0.0950389 745.106 0.987311 0.000644231
2400000 4464.7 -1.10564 749.467 0.992608 0.000645051
2500000 4497.66 -1.23397 755.021 0.994617 0.000641733
2600000 4427.69 -1.07849 743.252 0.98477 0.000645519
2700000 4465.83 -0.581015 749.569 0.9942 0.00064572
2800000 4509.42 -1.04489 756.963 1.00283 0.00064525
2900000 4488.7 -1.30557 753.529 1.0098 0.000653183
3000000 4514.24 -1.05818 757.773 1.00881 0.000648614
3100000 4503.94 -0.853481 756.011 0.995873 0.000641292
3200000 4453.82 -1.15149 747.648 0.99225 0.000646454
