Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 9.31811e+11 9.44658e+11 9.11417e+11 9.65026e+11 9.00149e+11 8.97132e+11 9.20769e+11 9.2418e+11 1.42407e+09
 100000 3.58444e+12 3.6354e+12 3.5036e+12 3.71861e+12 3.46e+12 3.44788e+12 3.54216e+12 3.55509e+12 9.68175e+10
 150000 7.77704e+12 7.89093e+12 7.59838e+12 8.08448e+12 7.50548e+12 7.47869e+12 7.68955e+12 7.71591e+12 9.85037e+10
 200000 1.33477e+13 1.35479e+13 1.30347e+13 1.39052e+13 1.28807e+13 1.28344e+13 1.32068e+13 1.32481e+13 1.00193e+11
 250000 2.01515e+13 2.04592e+13 1.96685e+13 2.10388e+13 1.94478e+13 1.93783e+13 1.9955e+13 2.00102e+13 1.01898e+11
 300000 2.8057e+13 2.84929e+13 2.73718e+13 2.93581e+13 2.70828e+13 2.69915e+13 2.78108e+13 2.7876e+13 1.033e+11
 350000 3.69432e+13 3.75297e+13 3.60319e+13 3.87464e+13 3.56761e+13 3.55683e+13 3.66636e+13 3.67321e+13 1.0492e+11
 400000 4.67031e+13 4.74637e+13 4.55498e+13 4.90965e+13 4.51298e+13 4.50108e+13 4.64124e+13 4.64763e+13 1.06528e+11
 450000 5.72442e+13 5.82014e+13 5.58362e+13 6.03104e+13 5.53563e+13 5.52273e+13 5.69647e+13 5.70164e+13 1.08198e+11
 500000 6.84845e+13 6.96634e+13 6.68126e+13 7.22984e+13 6.62805e+13 6.61368e+13 6.82386e+13 6.82712e+13 1.09888e+11
 550000 8.03506e+13 8.17757e+13 7.8406e+13 8.49806e+13 7.78347e+13 7.76641e+13 8.01598e+13 8.01668e+13 1.11554e+11
 600000 9.27755e+13 9.44716e+13 9.05488e+13 9.82881e+13 8.9957e+13 8.97414e+13 9.26622e+13 9.26368e+13 1.13203e+11
 650000 1.05697e+14 1.0769e+14 1.03178e+14 1.12159e+14 1.02593e+14 1.02309e+14 1.05687e+14 1.05621e+14 1.14912e+11
 700000 1.19057e+14 1.21373e+14 1.16234e+14 1.26536e+14 1.15692e+14 1.15315e+14 1.19181e+14 1.19064e+14 1.16632e+11
 750000 1.32805e+14 1.3547e+14 1.29666e+14 1.41372e+14 1.29209e+14 1.28714e+14 1.33098e+14 1.32918e+14 1.18349e+11
 800000 1.46898e+14 1.49939e+14 1.43428e+14 1.56623e+14 1.43097e+14 1.4247e+14 1.47397e+14 1.4714e+14 1.2001e+11
 850000 1.61298e+14 1.64741e+14 1.57481e+14 1.72248e+14 1.57317e+14 1.56545e+14 1.62037e+14 1.61692e+14 1.21759e+11
 900000 1.75971e+14 1.79844e+14 1.71799e+14 1.88212e+14 1.71832e+14 1.70908e+14 1.76984e+14 1.76539e+14 1.23447e+11
 950000 1.90888e+14 1.95219e+14 1.8636e+14 2.04479e+14 1.86606e+14 1.85532e+14 1.92206e+14 1.91653e+14 1.25148e+11
 1e+06 2.06031e+14 2.10839e+14 2.01146e+14 2.21022e+14 2.01606e+14 2.0039e+14 2.07673e+14 2.07006e+14 1.26839e+11
 1e+06 2.08558e+14 2.1256e+14 2.01033e+14 2.18718e+14 2.02547e+14 1.97207e+14 2.06157e+14 2.06648e+14 3.24318e+10
 2e+06 5.42658e+14 5.54403e+14 5.23667e+14 5.78289e+14 5.2656e+14 5.19833e+14 5.4156e+14 5.41033e+14 6.25589e+10
 3e+06 9.12725e+14 9.06437e+14 8.70165e+14 9.52152e+14 8.54244e+14 8.52576e+14 8.86324e+14 8.90371e+14 9.28738e+10
 4e+06 1.28967e+15 1.25889e+15 1.22462e+15 1.33114e+15 1.18277e+15 1.19358e+15 1.23583e+15 1.24459e+15 1.20526e+11
 5e+06 1.65454e+15 1.61529e+15 1.55916e+15 1.71213e+15 1.53168e+15 1.53932e+15 1.59438e+15 1.60049e+15 1.4757e+11
 6e+06 2.00823e+15 1.97849e+15 1.89694e+15 2.08874e+15 1.90564e+15 1.88972e+15 1.96137e+15 1.96131e+15 1.71748e+11
 7e+06 2.35218e+15 2.34408e+15 2.25318e+15 2.4493e+15 2.29495e+15 2.22418e+15 2.32281e+15 2.32028e+15 1.92953e+11
 8e+06 2.6798e+15 2.6927e+15 2.60822e+15 2.80519e+15 2.70488e+15 2.54607e+15 2.68538e+15 2.67532e+15 2.15261e+11
