Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 2.34679e-16
 100000 5.89432e-16
 150000 1.00654e-15
 200000 1.48404e-15
 250000 2.02159e-15
 300000 2.61907e-15
 350000 3.27839e-15
 400000 4.00207e-15
 450000 4.78751e-15
 500000 5.63648e-15
 550000 6.54532e-15
 600000 7.51493e-15
 650000 8.54802e-15
 700000 9.64248e-15
 750000 1.07973e-14
 800000 1.2013e-14
 850000 1.32921e-14
 900000 1.46323e-14
 950000 1.60343e-14
 1e+06 1.75003e-14
 1e+06 1.74701e-14
 2e+06 5.98921e-14
 3e+06 1.27087e-13
 4e+06 2.19029e-13
 5e+06 3.35842e-13
 6e+06 4.77468e-13
 7e+06 6.43617e-13
 8e+06 8.34299e-13
 9e+06 1.04955e-12
 1e+07 1.28947e-12
 1.1e+07 1.55416e-12
 1.2e+07 1.84321e-12
 1.3e+07 2.15734e-12
 1.4e+07 2.49588e-12
 1.5e+07 2.85864e-12
 1.6e+07 3.24581e-12
 1.7e+07 3.6575e-12
 1.8e+07 4.09352e-12
 1.9e+07 4.55404e-12
 2e+07 5.0388e-12
 2e+07 5.02953e-12
 4e+07 1.98173e-11
 6e+07 4.4299e-11
 8e+07 7.83247e-11
 1e+08 1.2204e-10
 1.2e+08 1.75616e-10
 1.4e+08 2.38783e-10
 1.6e+08 3.11258e-10
 1.8e+08 3.92198e-10
 2e+08 4.81624e-10
 2.2e+08 5.79441e-10
 2.4e+08 6.85201e-10
 2.6e+08 7.9892e-10
 2.8e+08 9.2014e-10
 3e+08 1.04712e-09
 3.2e+08 1.18106e-09
 3.4e+08 1.32009e-09
 3.6e+08 1.46293e-09
 3.8e+08 1.609e-09
 4e+08 1.75881e-09
 4e+08 1.7252e-09
 8e+08 5.30901e-09
