Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.58398e+13 1.58681e+13 1.37698e+13 1.49116e+13 1.46448e+13 1.4345e+13 1.46338e+13 1.4844e+13 1.07317e+09
 100000 6.21884e+13 6.22949e+13 5.39523e+13 5.84207e+13 5.7341e+13 5.6135e+13 5.72989e+13 5.81708e+13 1.45733e+11
 150000 1.37607e+14 1.37844e+14 1.1919e+14 1.2903e+14 1.26573e+14 1.23834e+14 1.26479e+14 1.28506e+14 1.47255e+11
 200000 2.4082e+14 2.41228e+14 2.08266e+14 2.25442e+14 2.21049e+14 2.16111e+14 2.20867e+14 2.24562e+14 1.48502e+11
 250000 3.7072e+14 3.71311e+14 3.20107e+14 3.46541e+14 3.39679e+14 3.31825e+14 3.39348e+14 3.45227e+14 1.49547e+11
 300000 5.26327e+14 5.27077e+14 4.53782e+14 4.91335e+14 4.81506e+14 4.70013e+14 4.80951e+14 4.89529e+14 1.50716e+11
 350000 7.06771e+14 7.07589e+14 6.08442e+14 6.58936e+14 6.45684e+14 6.29828e+14 6.44816e+14 6.56596e+14 1.51902e+11
 400000 9.11245e+14 9.1197e+14 7.83324e+14 8.48532e+14 8.31429e+14 8.10502e+14 8.30154e+14 8.45631e+14 1.5326e+11
 450000 1.13902e+15 1.13942e+15 9.77749e+14 1.05937e+15 1.03803e+15 1.01138e+15 1.03626e+15 1.05592e+15 1.54747e+11
 500000 1.38943e+15 1.38922e+15 1.19113e+15 1.29078e+15 1.26484e+15 1.2319e+15 1.26251e+15 1.28681e+15 1.55998e+11
 550000 1.6619e+15 1.66074e+15 1.42291e+15 1.54215e+15 1.51123e+15 1.47155e+15 1.50831e+15 1.53773e+15 1.57454e+11
 600000 1.95592e+15 1.95336e+15 1.67259e+15 1.81298e+15 1.77662e+15 1.72988e+15 1.77316e+15 1.80814e+15 1.58555e+11
 650000 2.27091e+15 2.26648e+15 1.93968e+15 2.10279e+15 2.06048e+15 2.00647e+15 2.05658e+15 2.09756e+15 1.59938e+11
 700000 2.60639e+15 2.59957e+15 2.22374e+15 2.41115e+15 2.36237e+15 2.30094e+15 2.35815e+15 2.40552e+15 1.61215e+11
 750000 2.96194e+15 2.95215e+15 2.52442e+15 2.73765e+15 2.68186e+15 2.61293e+15 2.67748e+15 2.73162e+15 1.6269e+11
 800000 3.33718e+15 3.32381e+15 2.84134e+15 3.0819e+15 3.0186e+15 2.94214e+15 3.01421e+15 3.07551e+15 1.64138e+11
 850000 3.73173e+15 3.71413e+15 3.17416e+15 3.44352e+15 3.37223e+15 3.28827e+15 3.36801e+15 3.43681e+15 1.65522e+11
 900000 4.14523e+15 4.12274e+15 3.52254e+15 3.82217e+15 3.74242e+15 3.65105e+15 3.73855e+15 3.8152e+15 1.66661e+11
 950000 4.57732e+15 4.54925e+15 3.88616e+15 4.21754e+15 4.12882e+15 4.03024e+15 4.12553e+15 4.21035e+15 1.67813e+11
