Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.20036e+07 -1.20036e+07 1.20036e+07
 100000 4.78714e+07 -4.78714e+07 4.78714e+07
 150000 1.07388e+08 -1.07388e+08 1.07388e+08
 200000 1.90341e+08 -1.90341e+08 1.90341e+08
 250000 2.96517e+08 -2.96517e+08 2.96517e+08
 300000 4.25707e+08 -4.25707e+08 4.25707e+08
 350000 5.77706e+08 -5.77706e+08 5.77706e+08
 400000 7.52312e+08 -7.52312e+08 7.52312e+08
 450000 9.49324e+08 -9.49324e+08 9.49324e+08
 500000 1.16855e+09 -1.16855e+09 1.16855e+09
 550000 1.40979e+09 -1.40979e+09 1.40979e+09
 600000 1.67285e+09 -1.67285e+09 1.67285e+09
 650000 1.95756e+09 -1.95756e+09 1.95756e+09
 700000 2.26373e+09 -2.26373e+09 2.26373e+09
 750000 2.59116e+09 -2.59116e+09 2.59116e+09
 800000 2.93969e+09 -2.93969e+09 2.93969e+09
 850000 3.30914e+09 -3.30914e+09 3.30914e+09
 900000 3.69931e+09 -3.69931e+09 3.69931e+09
 950000 4.11004e+09 -4.11004e+09 4.11004e+09
 1e+06 4.54114e+09 -4.54114e+09 4.54114e+09
 1e+06 4.54059e+09 -4.54059e+09 4.54059e+09
 2e+06 1.7179e+10 -1.7179e+10 1.7179e+10
 3e+06 3.65827e+10 -3.65827e+10 3.65827e+10
 4e+06 6.15886e+10 -6.15886e+10 6.15886e+10
 5e+06 9.12011e+10 -9.12011e+10 9.12011e+10
 6e+06 1.24625e+11 -1.24625e+11 1.24625e+11
 7e+06 1.61171e+11 -1.61171e+11 1.61171e+11
 8e+06 2.00258e+11 -2.00258e+11 2.00258e+11
 9e+06 2.41416e+11 -2.41416e+11 2.41416e+11
 1e+07 2.84189e+11 -2.84189e+11 2.84189e+11
 1.1e+07 3.28172e+11 -3.28172e+11 3.28172e+11
 1.2e+07 3.73028e+11 -3.73028e+11 3.73028e+11
 1.3e+07 4.18433e+11 -4.18433e+11 4.18433e+11
 1.4e+07 4.64181e+11 -4.64181e+11 4.64181e+11
 1.5e+07 5.1021e+11 -5.1021e+11 5.1021e+11
 1.6e+07 5.5642e+11 -5.5642e+11 5.5642e+11
 1.7e+07 6.02677e+11 -6.02677e+11 6.02677e+11
 1.8e+07 6.48794e+11 -6.48794e+11 6.48794e+11
 1.9e+07 6.94556e+11 -6.94556e+11 6.94556e+11
 2e+07 7.39829e+11 -7.39829e+11 7.39829e+11
 2e+07 8.26781e+11 -8.26781e+11 8.26781e+11
 4e+07 1.63005e+12 -1.63005e+12 1.63005e+12
 6e+07 2.5954e+12 -2.5954e+12 2.5954e+12
 8e+07 3.53223e+12 -3.53223e+12 3.53223e+12
 1e+08 4.23864e+12 -4.23864e+12 4.23864e+12
 1.2e+08 4.98295e+12 -4.98295e+12 4.98295e+12
 1.4e+08 5.7095e+12 -5.7095e+12 5.7095e+12
 1.6e+08 6.54993e+12 -6.54993e+12 6.54993e+12
 1.8e+08 7.43334e+12 -7.43334e+12 7.43334e+12
 2e+08 8.51743e+12 -8.51743e+12 8.51743e+12
 2.2e+08 9.75467e+12 -9.75467e+12 9.75467e+12
 2.4e+08 1.13397e+13 -1.13397e+13 1.13397e+13
 2.6e+08 1.29567e+13 -1.29567e+13 1.29567e+13
 2.8e+08 1.45134e+13 -1.45134e+13 1.45134e+13
 3e+08 1.59977e+13 -1.59977e+13 1.59977e+13
 3.2e+08 1.70236e+13 -1.70236e+13 1.70236e+13
 3.4e+08 1.81505e+13 -1.81505e+13 1.81505e+13
 3.6e+08 1.89741e+13 -1.89741e+13 1.89741e+13
 3.8e+08 1.984e+13 -1.984e+13 1.984e+13
 4e+08 2.06734e+13 -2.06734e+13 2.06734e+13
 4e+08 1.65699e+13 -1.65699e+13 1.65699e+13
 8e+08 4.39109e+13 -4.39109e+13 4.39109e+13
