Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.6203e+08
 100000 1.44011e+09
 150000 3.22237e+09
 200000 5.69715e+09
 250000 8.85297e+09
 300000 1.26785e+10
 350000 1.71628e+10
 400000 2.22948e+10
 450000 2.80639e+10
 500000 3.44595e+10
 550000 4.14712e+10
 600000 4.90888e+10
 650000 5.73024e+10
 700000 6.6102e+10
 750000 7.5478e+10
 800000 8.54209e+10
 850000 9.59212e+10
 900000 1.0697e+11
 950000 1.18557e+11
 1e+06 1.30675e+11
 1e+06 1.3068e+11
 2e+06 4.71904e+11
 3e+06 9.64041e+11
 4e+06 1.56443e+12
 5e+06 2.24253e+12
 6e+06 2.97644e+12
 7e+06 3.75046e+12
 8e+06 4.55332e+12
 9e+06 5.37693e+12
 1e+07 6.21551e+12
 1.1e+07 7.06488e+12
 1.2e+07 7.92194e+12
 1.3e+07 8.7844e+12
 1.4e+07 9.6506e+12
 1.5e+07 1.05194e+13
 1.6e+07 1.13899e+13
 1.7e+07 1.22616e+13
 1.8e+07 1.31342e+13
 1.9e+07 1.40074e+13
 2e+07 1.48813e+13
 2e+07 1.48849e+13
 4e+07 3.2382e+13
 6e+07 4.98769e+13
 8e+07 6.7356e+13
 1e+08 8.48907e+13
 1.2e+08 1.02372e+14
 1.4e+08 1.19867e+14
 1.6e+08 1.3728e+14
 1.8e+08 1.54638e+14
 2e+08 1.7201e+14
 2.2e+08 1.89311e+14
 2.4e+08 2.06643e+14
 2.6e+08 2.24041e+14
 2.8e+08 2.41461e+14
 3e+08 2.58845e+14
 3.2e+08 2.76218e+14
 3.4e+08 2.93665e+14
 3.6e+08 3.11133e+14
 3.8e+08 3.2849e+14
 4e+08 3.45775e+14
 4e+08 3.46441e+14
 8e+08 6.9774e+14
 1.2e+09 1.04959e+15
 1.6e+09 1.39485e+15
 2e+09 1.75004e+15
