# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 41463.5 0.347574 6958.5 0.989157 6.92319e-05
200000 41134.8 -0.0433685 6903.4 0.972731 6.86279e-05
300000 41620.7 -0.0199219 6984.93 0.993101 6.92654e-05
400000 41843.4 -0.0535332 7022.32 1.00051 6.94052e-05
500000 42091.2 -0.0509081 7063.9 1.00551 6.93194e-05
600000 42148.5 0.349965 7073.45 1.01859 7.01213e-05
700000 41892.7 0.246674 7030.54 1.00285 6.94677e-05
800000 41402.1 2.61511 6947.81 0.997911 6.99373e-05
900000 41200.7 0.0782424 6914.44 0.982358 6.91967e-05
1000000 41482.8 0.50773 6961.71 0.994606 6.95867e-05
1100000 41279.3 -0.0386487 6927.65 1.00102 7.03759e-05
1200000 42401.9 -0.0453252 7116.04 1.02079 6.98831e-05
1300000 41429.9 -0.0510041 6952.91 0.984097 6.89305e-05
1400000 42254.2 -0.119002 7091.27 1.01222 6.9536e-05
1500000 41672.8 -0.0526319 6993.69 0.994687 6.92744e-05
1600000 41449.4 -0.0272773 6956.19 1.0073 7.05368e-05
1700000 41262.7 -0.00581137 6924.85 0.988428 6.95146e-05
1800000 41286.2 0.229481 6928.76 0.991691 6.97138e-05
1900000 41845.9 0.593969 7022.63 1.0105 7.00574e-05
2000000 41087.8 -0.0792647 6895.51 0.994662 7.02645e-05
2100000 41381.9 -0.0224303 6944.85 0.989574 6.9391e-05
2200000 41772.6 -0.199563 7010.46 0.998071 6.93475e-05
2300000 41495.7 -0.139715 6963.99 0.996311 6.96851e-05
2400000 41348.8 0.0223253 6939.3 0.982254 6.89379e-05
2500000 41244.1 0.0341461 6921.73 0.97623 6.87077e-05
2600000 42010.6 -0.0889179 7050.38 1.00746 6.96033e-05
2700000 41631.8 -0.074394 6986.82 0.991299 6.91051e-05
2800000 42036.7 -0.0513762 7054.75 1.01076 6.97712e-05
2900000 41857.2 -0.110787 7024.65 1.00659 6.98233e-05
3000000 41405.8 -0.0883321 6948.88 0.983483 6.89719e-05
3100000 41446.5 0.154175 6955.68 0.9732 6.81532e-05
3200000 41712.8 -0.0191114 7000.39 1.00027 6.9591e-05
3300000 41993 0.0631672 7047.41 1.00532 6.94552e-05
3400000 42115.7 -0.0530556 7068.02 1.01725 7.00844e-05
3500000 41084.8 -0.12127 6895.02 0.991838 7.00615e-05
3600000 41490.5 -0.00639175 6963.08 1.00751 7.04793e-05
3700000 41534.2 -0.0784792 6970.42 0.993721 6.94244e-05
3800000 41295.6 -0.0264221 6930.38 0.998748 7.01884e-05
3900000 42034.2 -0.0459796 7054.33 1.00232 6.92118e-05
4000000 41564.9 1.02058 6975.39 0.987063 6.89054e-05
4100000 41416.1 -0.114664 6950.61 0.995796 6.97894e-05
4200000 42079.5 -0.0495672 7061.95 1.00785 6.95111e-05
4300000 41771.4 -0.109838 7010.24 1.00617 6.99077e-05
4400000 41786.2 0.167611 7012.67 0.994283 6.90512e-05
4500000 41945.9 -0.0214189 7039.51 1.00525 6.95536e-05
4600000 42154.7 1.61518 7074.29 0.99967 6.88254e-05
4700000 41325.7 -0.105906 6935.45 0.992322 6.96916e-05
4800000 41080.1 -0.170519 6894.24 0.986764 6.97011e-05
4900000 41206.7 -0.147257 6915.49 0.969331 6.82523e-05
5000000 41703.6 1.4993 6998.59 0.994594 6.92289e-05
5100000 41712.9 -0.0530453 7000.41 1.00177 6.96853e-05
5200000 41747 -0.0207981 7006.13 0.993208 6.90492e-05
5300000 41583.8 -0.109131 6978.77 0.997777 6.96455e-05
5400000 42075.5 0.596828 7061.15 1.01791 7.01889e-05
5500000 41882.6 1.54524 7028.63 0.986651 6.83522e-05
5600000 41268.3 -0.0697387 6925.8 0.969688 6.82076e-05
5700000 41666 -0.0915361 6992.54 1.00069 6.96993e-05
5800000 42101 0.220015 7065.49 1.01098 6.96825e-05
5900000 41369.1 -0.0640753 6942.72 0.992226 6.96096e-05
6000000 41534 -0.103684 6970.39 0.991547 6.93052e-05
6100000 42125.8 0.752725 7069.58 1.01624 6.99919e-05
6200000 41299.8 -0.0747176 6931.09 0.991013 6.96361e-05
6300000 41638 -0.0483916 6987.84 1.01129 7.04741e-05
6400000 42273.8 -0.101418 7094.56 1.00251 6.88397e-05
6500000 41082.2 -0.0679302 6894.56 0.984793 6.95756e-05
6600000 41916.6 -0.0872191 7034.6 1.01575 7.03452e-05
6700000 41477.6 0.00378302 6960.91 0.996429 6.97227e-05
6800000 41496.4 -0.0058326 6964.07 0.995676 6.96407e-05
6900000 42342.5 0.341891 7106 1.00721 6.90265e-05
7000000 42370.9 -0.0395663 7110.85 1.01427 6.94755e-05
7100000 41590.7 -0.0301617 6979.91 0.998337 6.96676e-05
7200000 41596.1 -0.149716 6980.82 1.00825 7.03631e-05
7300000 41517.6 -0.0448233 6967.64 1.00064 6.99616e-05
7400000 41690.3 0.114314 6996.59 1.00015 6.9632e-05
7500000 41795.5 0.420885 7014.2 0.993701 6.89972e-05
7600000 41361.5 0.112351 6941.42 0.989765 6.9457e-05
7700000 41855.3 -0.0573942 7024.32 1.01587 7.04736e-05
7800000 41569.3 0.44127 6976.24 1.02221 7.13385e-05
7900000 41361.4 3.67785 6940.81 0.985074 6.91211e-05
8000000 41721.7 0.699018 7001.76 0.993658 6.91166e-05
8100000 41536.7 -0.0504267 6970.84 0.996755 6.96512e-05
8200000 41835.2 -0.124125 7020.96 1.01136 7.01618e-05
8300000 41840 -0.0714726 7021.75 0.996379 6.90985e-05
8400000 41451.2 -0.0119087 6956.5 1.00254 7.01947e-05
8500000 42260.9 -0.043466 7092.39 1.01592 6.97554e-05
8600000 41342.9 1.35775 6938.08 0.995143 6.98074e-05
8700000 41456.2 -0.0767997 6957.34 1.004 7.02814e-05
8800000 41794.3 -0.0108094 7014.07 1.00776 6.9976e-05
8900000 42069.6 -0.0365898 7060.27 1.00316 6.92018e-05
9000000 41140.3 -0.0441847 6904.32 0.982865 6.93353e-05
9100000 41428 -0.193757 6952.63 0.99107 6.94297e-05
9200000 41811.7 -0.0370917 7016.99 1.00494 6.97673e-05
9300000 42042.3 -0.0744038 7055.71 1.01056 6.97437e-05
9400000 42212.8 0.195117 7084.28 1.0151 6.97982e-05
9500000 41742.4 0.517661 7005.28 0.99045 6.88563e-05
9600000 41769.3 0.14959 7009.85 0.999074 6.94428e-05
9700000 40823.2 -0.0605053 6851.1 0.986997 7.01562e-05
9800000 41477.3 -0.0489191 6960.88 1.0025 7.01415e-05
9900000 41862.7 -0.157009 7025.58 0.994716 6.89561e-05
10000000 41974.8 -0.143201 7044.38 1.00684 6.96051e-05
