Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 2.32618e+07 3.33609e+07
 100000 9.28114e+07 1.27759e+08
 150000 2.08294e+08 2.75539e+08
 200000 3.69357e+08 4.70102e+08
 250000 5.75651e+08 7.05734e+08
 300000 8.26829e+08 9.77462e+08
 350000 1.12255e+09 1.28096e+09
 400000 1.46247e+09 1.61246e+09
 450000 1.84626e+09 1.96867e+09
 500000 2.27357e+09 2.34672e+09
 550000 2.74408e+09 2.7441e+09
 600000 3.25746e+09 3.1586e+09
 650000 3.81336e+09 3.58827e+09
 700000 4.41148e+09 4.03142e+09
 750000 5.05149e+09 4.48653e+09
 800000 5.73306e+09 4.95229e+09
 850000 6.45588e+09 5.42748e+09
 900000 7.21962e+09 5.91108e+09
 950000 8.02398e+09 6.40217e+09
 1e+06 8.86863e+09 6.89994e+09
 1e+06 8.87469e+09 6.88354e+09
 2e+06 3.37749e+10 1.75435e+10
 3e+06 7.24015e+10 2.85894e+10
 4e+06 1.22772e+11 3.97325e+10
 5e+06 1.83189e+11 5.09496e+10
 6e+06 2.52204e+11 6.2219e+10
 7e+06 3.28564e+11 7.34902e+10
 8e+06 4.11176e+11 8.48343e+10
 9e+06 4.99087e+11 9.62593e+10
 1e+07 5.91486e+11 1.07719e+11
 1.1e+07 6.87686e+11 1.19184e+11
 1.2e+07 7.87111e+11 1.30707e+11
 1.3e+07 8.89291e+11 1.42294e+11
 1.4e+07 9.9382e+11 1.53834e+11
 1.5e+07 1.10037e+12 1.65411e+11
 1.6e+07 1.20866e+12 1.77065e+11
 1.7e+07 1.31847e+12 1.88768e+11
 1.8e+07 1.42961e+12 2.00514e+11
 1.9e+07 1.5419e+12 2.12249e+11
 2e+07 1.65519e+12 2.23942e+11
 2e+07 1.6698e+12 2.2442e+11
 4e+07 4.03919e+12 4.63723e+11
 6e+07 6.44126e+12 6.96491e+11
 8e+07 8.84792e+12 9.29295e+11
 1e+08 1.12813e+13 1.16828e+12
 1.2e+08 1.37611e+13 1.38881e+12
 1.4e+08 1.61128e+13 1.61786e+12
 1.6e+08 1.83432e+13 1.84275e+12
 1.8e+08 2.05585e+13 2.09276e+12
 2e+08 2.28419e+13 2.34842e+12
 2.2e+08 2.51333e+13 2.58244e+12
 2.4e+08 2.73669e+13 2.80762e+12
 2.6e+08 2.93227e+13 3.03005e+12
 2.8e+08 3.13718e+13 3.25332e+12
 3e+08 3.35739e+13 3.50855e+12
 3.2e+08 3.59043e+13 3.74345e+12
 3.4e+08 3.82909e+13 3.98853e+12
 3.6e+08 4.07973e+13 4.25163e+12
 3.8e+08 4.33575e+13 4.51666e+12
 4e+08 4.62252e+13 4.76159e+12
 4e+08 4.95297e+13 4.86671e+12
