Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.51891e+07 -1.51891e+07 1.51891e+07
 100000 6.06137e+07 -6.06137e+07 6.06137e+07
 150000 1.3606e+08 -1.3606e+08 1.3606e+08
 200000 2.41314e+08 -2.41314e+08 2.41314e+08
 250000 3.76168e+08 -3.76168e+08 3.76168e+08
 300000 5.40418e+08 -5.40418e+08 5.40418e+08
 350000 7.33863e+08 -7.33863e+08 7.33863e+08
 400000 9.56307e+08 -9.56307e+08 9.56307e+08
 450000 1.20755e+09 -1.20755e+09 1.20755e+09
 500000 1.4874e+09 -1.4874e+09 1.4874e+09
 550000 1.79566e+09 -1.79566e+09 1.79566e+09
 600000 2.13213e+09 -2.13213e+09 2.13213e+09
 650000 2.49664e+09 -2.49664e+09 2.49664e+09
 700000 2.889e+09 -2.889e+09 2.889e+09
 750000 3.30903e+09 -3.30903e+09 3.30903e+09
 800000 3.75656e+09 -3.75656e+09 3.75656e+09
 850000 4.23139e+09 -4.23139e+09 4.23139e+09
 900000 4.73336e+09 -4.73336e+09 4.73336e+09
 950000 5.26228e+09 -5.26228e+09 5.26228e+09
 1e+06 5.818e+09 -5.818e+09 5.818e+09
 1e+06 5.81144e+09 -5.81144e+09 5.81144e+09
 2e+06 2.22709e+10 -2.22709e+10 2.22709e+10
 3e+06 4.81365e+10 -4.81365e+10 4.81365e+10
 4e+06 8.23248e+10 -8.23248e+10 8.23248e+10
 5e+06 1.23973e+11 -1.23973e+11 1.23973e+11
 6e+06 1.72284e+11 -1.72284e+11 1.72284e+11
 7e+06 2.26548e+11 -2.26548e+11 2.26548e+11
 8e+06 2.86228e+11 -2.86228e+11 2.86228e+11
 9e+06 3.5087e+11 -3.5087e+11 3.5087e+11
 1e+07 4.20012e+11 -4.20012e+11 4.20012e+11
 1.1e+07 4.93155e+11 -4.93155e+11 4.93155e+11
 1.2e+07 5.6985e+11 -5.6985e+11 5.6985e+11
 1.3e+07 6.49748e+11 -6.49748e+11 6.49748e+11
 1.4e+07 7.32527e+11 -7.32527e+11 7.32527e+11
 1.5e+07 8.17968e+11 -8.17968e+11 8.17968e+11
 1.6e+07 9.06036e+11 -9.06036e+11 9.06036e+11
 1.7e+07 9.96576e+11 -9.96576e+11 9.96576e+11
 1.8e+07 1.08941e+12 -1.08941e+12 1.08941e+12
 1.9e+07 1.18418e+12 -1.18418e+12 1.18418e+12
 2e+07 1.28049e+12 -1.28049e+12 1.28049e+12
 2e+07 1.3345e+12 -1.3345e+12 1.3345e+12
 4e+07 3.47543e+12 -3.47543e+12 3.47543e+12
 6e+07 5.3844e+12 -5.3844e+12 5.3844e+12
 8e+07 7.05282e+12 -7.05282e+12 7.05282e+12
 1e+08 8.61817e+12 -8.61817e+12 8.61817e+12
 1.2e+08 9.43274e+12 -9.43274e+12 9.43274e+12
 1.4e+08 9.8133e+12 -9.8133e+12 9.8133e+12
 1.6e+08 1.03582e+13 -1.03582e+13 1.03582e+13
 1.8e+08 1.20819e+13 -1.20819e+13 1.20819e+13
 2e+08 1.36604e+13 -1.36604e+13 1.36604e+13
 2.2e+08 1.50101e+13 -1.50101e+13 1.50101e+13
 2.4e+08 1.58959e+13 -1.58959e+13 1.58959e+13
 2.6e+08 1.5806e+13 -1.5806e+13 1.5806e+13
 2.8e+08 1.4839e+13 -1.4839e+13 1.4839e+13
 3e+08 1.46655e+13 -1.46655e+13 1.46655e+13
 3.2e+08 1.25608e+13 -1.25608e+13 1.25608e+13
 3.4e+08 1.0252e+13 -1.0252e+13 1.0252e+13
 3.6e+08 8.96886e+12 -8.96886e+12 8.96886e+12
 3.8e+08 8.64143e+12 -8.64143e+12 8.64143e+12
 4e+08 7.40908e+12 -7.40908e+12 7.40908e+12
 4e+08 1.53811e+13 -1.53811e+13 1.53811e+13
