Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 1.02526e+08
 100000 4.04253e+08
 150000 8.96693e+08
 200000 1.57172e+09
 250000 2.42156e+09
 300000 3.43878e+09
 350000 4.61625e+09
 400000 5.94715e+09
 450000 7.42497e+09
 500000 9.04346e+09
 550000 1.07966e+10
 600000 1.26788e+10
 650000 1.46845e+10
 700000 1.68084e+10
 750000 1.90456e+10
 800000 2.13912e+10
 850000 2.38407e+10
 900000 2.63896e+10
 950000 2.90338e+10
 1e+06 3.17692e+10
 1e+06 3.17727e+10
 2e+06 1.00736e+11
 3e+06 1.85418e+11
 4e+06 2.76783e+11
 5e+06 3.70983e+11
 6e+06 4.66371e+11
 7e+06 5.62238e+11
 8e+06 6.58302e+11
 9e+06 7.54451e+11
 1e+07 8.5063e+11
 1.1e+07 9.46783e+11
 1.2e+07 1.0429e+12
 1.3e+07 1.13901e+12
 1.4e+07 1.23513e+12
 1.5e+07 1.33126e+12
 1.6e+07 1.4274e+12
 1.7e+07 1.52357e+12
 1.8e+07 1.61976e+12
 1.9e+07 1.71599e+12
 2e+07 1.81225e+12
 2e+07 1.81606e+12
 4e+07 3.74453e+12
 6e+07 5.6682e+12
 8e+07 7.5905e+12
 1e+08 9.51655e+12
 1.2e+08 1.14338e+13
 1.4e+08 1.33535e+13
 1.6e+08 1.52805e+13
 1.8e+08 1.72219e+13
 2e+08 1.91542e+13
 2.2e+08 2.11059e+13
 2.4e+08 2.3071e+13
 2.6e+08 2.50345e+13
 2.8e+08 2.70102e+13
 3e+08 2.89915e+13
 3.2e+08 3.09838e+13
 3.4e+08 3.29585e+13
 3.6e+08 3.49225e+13
 3.8e+08 3.68924e+13
 4e+08 3.88667e+13
 4e+08 3.81687e+13
 8e+08 7.8073e+13
