Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 6.14111e-16
 100000 1.63995e-15
 150000 2.86316e-15
 200000 4.26092e-15
 250000 5.83032e-15
 300000 7.56925e-15
 350000 9.47744e-15
 400000 1.15575e-14
 450000 1.38141e-14
 500000 1.62451e-14
 550000 1.88411e-14
 600000 2.15992e-14
 650000 2.45167e-14
 700000 2.7599e-14
 750000 3.08479e-14
 800000 3.42617e-14
 850000 3.78454e-14
 900000 4.16008e-14
 950000 4.55293e-14
 1e+06 4.96282e-14
 1e+06 4.96945e-14
 2e+06 1.66931e-13
 3e+06 3.49874e-13
 4e+06 5.99147e-13
 5e+06 9.1557e-13
 6e+06 1.2987e-12
 7e+06 1.74853e-12
 8e+06 2.26371e-12
 9e+06 2.84437e-12
 1e+07 3.49124e-12
 1.1e+07 4.2037e-12
 1.2e+07 4.98206e-12
 1.3e+07 5.8253e-12
 1.4e+07 6.73608e-12
 1.5e+07 7.71396e-12
 1.6e+07 8.76004e-12
 1.7e+07 9.87335e-12
 1.8e+07 1.10523e-11
 1.9e+07 1.22971e-11
 2e+07 1.36058e-11
 2e+07 1.36441e-11
 4e+07 5.35993e-11
 6e+07 1.19229e-10
 8e+07 2.10173e-10
 1e+08 3.26969e-10
 1.2e+08 4.69239e-10
 1.4e+08 6.36983e-10
 1.6e+08 8.28581e-10
 1.8e+08 1.0425e-09
 2e+08 1.27877e-09
 2.2e+08 1.53603e-09
 2.4e+08 1.8152e-09
 2.6e+08 2.11673e-09
 2.8e+08 2.43927e-09
 3e+08 2.78281e-09
 3.2e+08 3.14815e-09
 3.4e+08 3.53287e-09
 3.6e+08 3.93802e-09
 3.8e+08 4.35943e-09
 4e+08 4.79781e-09
 4e+08 4.67167e-09
 8e+08 1.66943e-08
