Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 3986.36 3634.54 3743.37 3788.09
 100000 15736.5 14326.4 14762.8 14941.9
 150000 34974.7 31792.2 32777 33181.3
 200000 61440.4 55760.7 57507.1 58236
 250000 94883.8 85974.8 88683.3 89847.3
 300000 135063 122193 126049 127768
 350000 181741 164181 169361 171761
 400000 234691 211716 218377 221594
 450000 293691 264575 272862 277043
 500000 358526 322546 332589 337887
 500000 358925 323012 333589 338509
 1e+06 1.28502e+06 1.14391e+06 1.17627e+06 1.20173e+06
 1.5e+06 2.60748e+06 2.29699e+06 2.35558e+06 2.42002e+06
 2e+06 4.20501e+06 3.67209e+06 3.76139e+06 3.8795e+06
 2.5e+06 5.99494e+06 5.19767e+06 5.31878e+06 5.5038e+06
 3e+06 7.91783e+06 6.81792e+06 6.97377e+06 7.2365e+06
 3.5e+06 9.93373e+06 8.47707e+06 8.69217e+06 9.03433e+06
 4e+06 1.2024e+07 1.01346e+07 1.04557e+07 1.08714e+07
 4.5e+06 1.41872e+07 1.17681e+07 1.22594e+07 1.27382e+07
 5e+06 1.64264e+07 1.33637e+07 1.41048e+07 1.46316e+07
 5e+06 1.57439e+07 1.42571e+07 1.43478e+07 1.47829e+07
 1e+07 4.05431e+07 2.68255e+07 3.33504e+07 3.3573e+07
 1.5e+07 6.77343e+07 4.16006e+07 5.05826e+07 5.33058e+07
 2e+07 9.47171e+07 5.54936e+07 7.04582e+07 7.35563e+07
 2.5e+07 1.19329e+08 6.66932e+07 9.17675e+07 9.25964e+07
 3e+07 1.41973e+08 7.69123e+07 1.14442e+08 1.11109e+08
 3.5e+07 1.64022e+08 8.85813e+07 1.37016e+08 1.29873e+08
 4e+07 1.8829e+08 1.04861e+08 1.59066e+08 1.50739e+08
 4.5e+07 2.14972e+08 1.18298e+08 1.80701e+08 1.71324e+08
 5e+07 2.41116e+08 1.32796e+08 2.03156e+08 1.92356e+08
 5e+07 1.40822e+08 1.33925e+08 2.36954e+08 1.70567e+08
 1e+08 2.69573e+08 2.43521e+08 4.36196e+08 3.1643e+08
 1.5e+08 4.47672e+08 3.81019e+08 3.77595e+08 4.02095e+08
 2e+08 5.39065e+08 6.71627e+08 3.45101e+08 5.18598e+08
 2.5e+08 6.61684e+08 8.03088e+08 3.84792e+08 6.16521e+08
 3e+08 8.61554e+08 9.91304e+08 4.61036e+08 7.71298e+08
 3.5e+08 1.04072e+09 1.21622e+09 3.94059e+08 8.83664e+08
 4e+08 1.21947e+09 1.40427e+09 4.11338e+08 1.01169e+09
 4.5e+08 1.44489e+09 1.6955e+09 6.3182e+08 1.2574e+09
 5e+08 1.74469e+09 2.04136e+09 6.58231e+08 1.48143e+09
 5e+08 1.64635e+09 8.7329e+08 1.41874e+09 1.31279e+09
 1e+09 4.66187e+09 1.0682e+09 1.70317e+08 1.9668e+09
