Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 3.26684e-16
 100000 8.04524e-16
 150000 1.33251e-15
 200000 1.90711e-15
 250000 2.53427e-15
 300000 3.21245e-15
 350000 3.94291e-15
 400000 4.72545e-15
 450000 5.56235e-15
 500000 6.44866e-15
 550000 7.38749e-15
 600000 8.37522e-15
 650000 9.41316e-15
 700000 1.05036e-14
 750000 1.16467e-14
 800000 1.28392e-14
 850000 1.408e-14
 900000 1.5366e-14
 950000 1.66968e-14
 1e+06 1.80726e-14
 1e+06 1.785e-14
 2e+06 5.58634e-14
 3e+06 1.1372e-13
 4e+06 1.91789e-13
 5e+06 2.90026e-13
 6e+06 4.07917e-13
 7e+06 5.46112e-13
 8e+06 7.04437e-13
 9e+06 8.8254e-13
 1e+07 1.08062e-12
 1.1e+07 1.29883e-12
 1.2e+07 1.53742e-12
 1.3e+07 1.79553e-12
 1.4e+07 2.07322e-12
 1.5e+07 2.37116e-12
 1.6e+07 2.68903e-12
 1.7e+07 3.0276e-12
 1.8e+07 3.38642e-12
 1.9e+07 3.76515e-12
 2e+07 4.16348e-12
 2e+07 4.15626e-12
 4e+07 1.62578e-11
 6e+07 3.60252e-11
 8e+07 6.31569e-11
 1e+08 9.75936e-11
 1.2e+08 1.39137e-10
 1.4e+08 1.87249e-10
 1.6e+08 2.40982e-10
 1.8e+08 2.99787e-10
 2e+08 3.6307e-10
 2.2e+08 4.31877e-10
 2.4e+08 5.05978e-10
 2.6e+08 5.86769e-10
 2.8e+08 6.7379e-10
 3e+08 7.68227e-10
 3.2e+08 8.69171e-10
 3.4e+08 9.7817e-10
 3.6e+08 1.09576e-09
 3.8e+08 1.22101e-09
 4e+08 1.35445e-09
 4e+08 1.08415e-09
 8e+08 3.74637e-09
