Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 5.08273e+07
 100000 1.98755e+08
 150000 4.37298e+08
 200000 7.6041e+08
 250000 1.16245e+09
 300000 1.63815e+09
 350000 2.18262e+09
 400000 2.79126e+09
 450000 3.4598e+09
 500000 4.18426e+09
 550000 4.96091e+09
 600000 5.78628e+09
 650000 6.65713e+09
 700000 7.57045e+09
 750000 8.52342e+09
 800000 9.5134e+09
 850000 1.05379e+10
 900000 1.15948e+10
 950000 1.26817e+10
 1e+06 1.37968e+10
 1e+06 1.37966e+10
 2e+06 3.98638e+10
 3e+06 6.90545e+10
 4e+06 9.9047e+10
 5e+06 1.29244e+11
 6e+06 1.59491e+11
 7e+06 1.89742e+11
 8e+06 2.19995e+11
 9e+06 2.50258e+11
 1e+07 2.80538e+11
 1.1e+07 3.10815e+11
 1.2e+07 3.41092e+11
 1.3e+07 3.71371e+11
 1.4e+07 4.01651e+11
 1.5e+07 4.31937e+11
 1.6e+07 4.62229e+11
 1.7e+07 4.92527e+11
 1.8e+07 5.22828e+11
 1.9e+07 5.53123e+11
 2e+07 5.83419e+11
 2e+07 5.84558e+11
 4e+07 1.19038e+12
 6e+07 1.79602e+12
 8e+07 2.40099e+12
 1e+08 3.0032e+12
 1.2e+08 3.6063e+12
 1.4e+08 4.20679e+12
 1.6e+08 4.80215e+12
 1.8e+08 5.39371e+12
 2e+08 5.98581e+12
 2.2e+08 6.57895e+12
 2.4e+08 7.17283e+12
 2.6e+08 7.77144e+12
 2.8e+08 8.36528e+12
 3e+08 8.95891e+12
 3.2e+08 9.54246e+12
 3.4e+08 1.01278e+13
 3.6e+08 1.0704e+13
 3.8e+08 1.12764e+13
 4e+08 1.18456e+13
 4e+08 1.19523e+13
 8e+08 2.39224e+13
