Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 3.31824e-16
 100000 8.35818e-16
 150000 1.42048e-15
 200000 2.08562e-15
 250000 2.83473e-15
 300000 3.66478e-15
 350000 4.57513e-15
 400000 5.56337e-15
 450000 6.62834e-15
 500000 7.76793e-15
 550000 8.98456e-15
 600000 1.02784e-14
 650000 1.165e-14
 700000 1.30995e-14
 750000 1.46254e-14
 800000 1.62263e-14
 850000 1.79089e-14
 900000 1.96718e-14
 950000 2.15139e-14
 1e+06 2.34348e-14
 1e+06 2.33365e-14
 2e+06 7.84774e-14
 3e+06 1.65213e-13
 4e+06 2.8337e-13
 5e+06 4.32765e-13
 6e+06 6.13691e-13
 7e+06 8.26137e-13
 8e+06 1.07031e-12
 9e+06 1.34565e-12
 1e+07 1.6525e-12
 1.1e+07 1.99053e-12
 1.2e+07 2.36018e-12
 1.3e+07 2.76139e-12
 1.4e+07 3.19438e-12
 1.5e+07 3.65803e-12
 1.6e+07 4.15276e-12
 1.7e+07 4.67909e-12
 1.8e+07 5.23665e-12
 1.9e+07 5.82573e-12
 2e+07 6.44671e-12
 2e+07 6.44637e-12
 4e+07 2.54411e-11
 6e+07 5.71371e-11
 8e+07 1.01674e-10
 1e+08 1.59073e-10
 1.2e+08 2.29257e-10
 1.4e+08 3.12973e-10
 1.6e+08 4.09558e-10
 1.8e+08 5.18842e-10
 2e+08 6.40414e-10
 2.2e+08 7.73471e-10
 2.4e+08 9.18218e-10
 2.6e+08 1.07405e-09
 2.8e+08 1.24086e-09
 3e+08 1.41873e-09
 3.2e+08 1.60687e-09
 3.4e+08 1.80369e-09
 3.6e+08 2.00956e-09
 3.8e+08 2.22315e-09
 4e+08 2.44351e-09
 4e+08 1.93754e-09
 8e+08 5.29095e-09
