Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 949.074 918.983 915.516 927.858
 100000 3714.51 3594.09 3581.97 3630.19
 150000 8189.34 7919.25 7894.99 8001.19
 200000 14270.7 13793.8 13755.5 13940
 250000 21860 21121.4 21071.4 21350.9
 300000 30862.6 29811.7 29753.2 30142.5
 350000 41189.5 39780.6 39718.5 40229.5
 400000 52757.5 50948 50888.7 51531.4
 450000 65489.9 63239.2 63189.7 63972.9
 500000 79312.5 76585.7 76549.9 77482.7
 500000 79226.4 76551.9 76784.2 77520.9
 1e+06 264787 255535 255936 258752
 1.5e+06 507217 487394 489656 494756
 2e+06 777869 745149 753504 758841
 2.5e+06 1.0601e+06 1.01478e+06 1.03568e+06 1.03685e+06
 3e+06 1.34555e+06 1.28524e+06 1.32997e+06 1.32025e+06
 3.5e+06 1.63342e+06 1.55124e+06 1.63361e+06 1.60609e+06
 4e+06 1.92844e+06 1.8129e+06 1.94027e+06 1.89387e+06
 4.5e+06 2.23114e+06 2.06899e+06 2.24662e+06 2.18225e+06
 5e+06 2.53802e+06 2.31852e+06 2.5516e+06 2.46938e+06
 5e+06 2.49226e+06 2.00562e+06 2.6026e+06 2.36683e+06
 1e+07 5.5633e+06 4.4762e+06 5.56765e+06 5.20238e+06
 1.5e+07 8.63914e+06 6.97528e+06 8.65168e+06 8.0887e+06
 2e+07 1.16834e+07 9.11014e+06 1.20531e+07 1.09489e+07
 2.5e+07 1.45151e+07 1.06787e+07 1.52948e+07 1.34962e+07
 3e+07 1.68132e+07 1.20977e+07 1.86097e+07 1.58402e+07
 3.5e+07 1.90918e+07 1.33834e+07 2.29857e+07 1.8487e+07
 4e+07 2.07721e+07 1.44218e+07 2.76033e+07 2.09324e+07
 4.5e+07 2.21725e+07 1.54999e+07 3.24497e+07 2.3374e+07
 5e+07 2.36619e+07 1.63719e+07 3.72197e+07 2.57512e+07
 5e+07 2.85446e+07 1.30797e+07 3.71128e+07 2.62457e+07
 1e+08 3.03785e+07 1.90383e+07 6.87612e+07 3.93927e+07
 1.5e+08 5.83212e+07 3.10748e+07 9.22058e+07 6.05339e+07
 2e+08 7.59437e+07 4.49322e+07 1.40598e+08 8.71578e+07
 2.5e+08 1.04869e+08 7.10524e+07 2.00861e+08 1.25594e+08
 3e+08 1.39137e+08 9.97169e+07 2.70369e+08 1.69741e+08
 3.5e+08 1.64297e+08 1.2905e+08 3.2486e+08 2.06069e+08
 4e+08 2.16856e+08 1.77158e+08 4.00601e+08 2.64872e+08
 4.5e+08 2.33664e+08 2.23002e+08 4.76315e+08 3.10994e+08
 5e+08 2.89828e+08 2.84818e+08 5.77757e+08 3.84134e+08
 5e+08 7.55517e+07 2.26473e+08 2.89487e+08 1.97171e+08
 1e+09 1.63521e+08 8.65303e+08 1.11079e+09 7.13206e+08
