Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 9.49587e-16
 100000 2.72237e-15
 150000 4.93392e-15
 200000 7.50705e-15
 250000 1.04199e-14
 300000 1.36675e-14
 350000 1.72409e-14
 400000 2.11451e-14
 450000 2.5382e-14
 500000 2.99571e-14
 550000 3.48638e-14
 600000 4.01049e-14
 650000 4.56753e-14
 700000 5.15735e-14
 750000 5.78016e-14
 800000 6.43569e-14
 850000 7.12442e-14
 900000 7.84625e-14
 950000 8.60145e-14
 1e+06 9.39044e-14
 1e+06 9.37678e-14
 2e+06 3.21621e-13
 3e+06 6.81195e-13
 4e+06 1.17238e-12
 5e+06 1.79677e-12
 6e+06 2.55399e-12
 7e+06 3.44345e-12
 8e+06 4.46456e-12
 9e+06 5.61806e-12
 1e+07 6.90551e-12
 1.1e+07 8.32488e-12
 1.2e+07 9.8768e-12
 1.3e+07 1.15604e-11
 1.4e+07 1.33772e-11
 1.5e+07 1.53269e-11
 1.6e+07 1.74085e-11
 1.7e+07 1.96231e-11
 1.8e+07 2.19704e-11
 1.9e+07 2.44509e-11
 2e+07 2.70643e-11
 2e+07 2.69929e-11
 4e+07 1.07061e-10
 6e+07 2.40376e-10
 8e+07 4.27113e-10
 1e+08 6.67715e-10
 1.2e+08 9.62345e-10
 1.4e+08 1.31172e-09
 1.6e+08 1.71529e-09
 1.8e+08 2.172e-09
 2e+08 2.68254e-09
 2.2e+08 3.24563e-09
 2.4e+08 3.86393e-09
 2.6e+08 4.53691e-09
 2.8e+08 5.26418e-09
 3e+08 6.0468e-09
 3.2e+08 6.88243e-09
 3.4e+08 7.77511e-09
 3.6e+08 8.72389e-09
 3.8e+08 9.72541e-09
 4e+08 1.07812e-08
 4e+08 1.04128e-08
 8e+08 4.22675e-08
 1.2e+09 9.45612e-08
 1.6e+09 1.66601e-07
 2e+09 2.51183e-07
