Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 2.06302e+08
 100000 8.18397e+08
 150000 1.82626e+09
 200000 3.22012e+09
 250000 4.99043e+09
 300000 7.12791e+09
 350000 9.62348e+09
 400000 1.24683e+10
 450000 1.56538e+10
 500000 1.91715e+10
 550000 2.30133e+10
 600000 2.7171e+10
 650000 3.16371e+10
 700000 3.64038e+10
 750000 4.14638e+10
 800000 4.68097e+10
 850000 5.24347e+10
 900000 5.83318e+10
 950000 6.44943e+10
 1e+06 7.09157e+10
 1e+06 7.09261e+10
 2e+06 2.44962e+11
 3e+06 4.81674e+11
 4e+06 7.56518e+11
 5e+06 1.05459e+12
 6e+06 1.36684e+12
 7e+06 1.68776e+12
 8e+06 2.01401e+12
 9e+06 2.34352e+12
 1e+07 2.67504e+12
 1.1e+07 3.00779e+12
 1.2e+07 3.34131e+12
 1.3e+07 3.67532e+12
 1.4e+07 4.0096e+12
 1.5e+07 4.34401e+12
 1.6e+07 4.67851e+12
 1.7e+07 5.01308e+12
 1.8e+07 5.34772e+12
 1.9e+07 5.68241e+12
 2e+07 6.01715e+12
 2e+07 6.02063e+12
 4e+07 1.27232e+13
 6e+07 1.94519e+13
 8e+07 2.61928e+13
 1e+08 3.29491e+13
 1.2e+08 3.97147e+13
 1.4e+08 4.64721e+13
 1.6e+08 5.3226e+13
 1.8e+08 5.99817e+13
 2e+08 6.67351e+13
 2.2e+08 7.3494e+13
 2.4e+08 8.02642e+13
 2.6e+08 8.70478e+13
 2.8e+08 9.38656e+13
 3e+08 1.00704e+14
 3.2e+08 1.07547e+14
 3.4e+08 1.14386e+14
 3.6e+08 1.21231e+14
 3.8e+08 1.28081e+14
 4e+08 1.34876e+14
 4e+08 1.33764e+14
 8e+08 2.6857e+14
 1.2e+09 4.06516e+14
 1.6e+09 5.44991e+14
 2e+09 6.89266e+14
