Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 31094.9 32941.1 36433.3 33489.8
 100000 123518 130910 144872 133100
 150000 276092 292739 324150 297660
 200000 487654 517275 573120 526016
 250000 757069 803382 890652 817034
 300000 1.08321e+06 1.14994e+06 1.27564e+06 1.1696e+06
 350000 1.46497e+06 1.55585e+06 1.72702e+06 1.58261e+06
 400000 1.90127e+06 2.02003e+06 2.24371e+06 2.055e+06
 450000 2.39102e+06 2.54143e+06 2.82468e+06 2.58571e+06
 500000 2.93318e+06 3.11902e+06 3.46889e+06 3.1737e+06
 500000 2.93517e+06 3.12002e+06 3.46774e+06 3.17431e+06
 1e+06 1.10213e+07 1.17845e+07 1.31678e+07 1.19912e+07
 1.5e+06 2.3341e+07 2.50966e+07 2.81662e+07 2.55346e+07
 2e+06 3.91628e+07 4.23375e+07 4.76948e+07 4.3065e+07
 2.5e+06 5.78877e+07 6.28879e+07 7.10878e+07 6.39545e+07
 3e+06 7.90161e+07 8.62493e+07 9.77692e+07 8.76782e+07
 3.5e+06 1.02102e+08 1.11992e+08 1.27276e+08 1.1379e+08
 4e+06 1.26758e+08 1.39752e+08 1.59245e+08 1.41918e+08
 4.5e+06 1.52681e+08 1.69228e+08 1.93448e+08 1.71786e+08
 5e+06 1.79657e+08 2.00155e+08 2.29717e+08 2.03176e+08
 5e+06 1.7564e+08 1.9866e+08 2.29793e+08 2.01364e+08
 1e+07 4.83856e+08 5.47731e+08 6.7376e+08 5.68449e+08
 1.5e+07 8.17449e+08 9.29602e+08 1.18823e+09 9.78428e+08
 2e+07 1.17825e+09 1.32937e+09 1.71994e+09 1.40919e+09
 2.5e+07 1.55528e+09 1.71204e+09 2.23014e+09 1.83249e+09
 3e+07 1.92732e+09 2.09292e+09 2.71831e+09 2.24618e+09
 3.5e+07 2.29981e+09 2.48846e+09 3.19244e+09 2.66024e+09
 4e+07 2.69919e+09 2.90693e+09 3.67209e+09 3.09274e+09
 4.5e+07 3.14657e+09 3.35381e+09 4.14727e+09 3.54922e+09
 5e+07 3.62095e+09 3.83599e+09 4.61979e+09 4.02558e+09
 5e+07 3.28591e+09 3.23205e+09 4.9446e+09 3.82085e+09
 1e+08 8.33815e+09 7.45476e+09 9.23865e+09 8.34385e+09
 1.5e+08 1.33568e+10 1.18534e+10 1.41738e+10 1.3128e+10
 2e+08 1.8013e+10 1.77512e+10 1.73316e+10 1.76986e+10
 2.5e+08 2.45537e+10 2.37501e+10 2.14863e+10 2.32634e+10
 3e+08 3.39956e+10 2.96079e+10 2.57767e+10 2.97934e+10
 3.5e+08 4.26035e+10 3.49083e+10 3.0171e+10 3.58943e+10
 4e+08 4.92783e+10 4.14846e+10 3.46991e+10 4.18207e+10
 4.5e+08 5.51263e+10 4.44658e+10 3.7527e+10 4.57064e+10
 5e+08 6.30971e+10 4.65615e+10 3.94769e+10 4.97118e+10
 5e+08 8.4761e+10 4.57897e+10 4.06363e+10 5.70624e+10
 1e+09 1.03925e+11 1.20208e+10 6.22884e+10 5.94113e+10
 1.5e+09 1.58788e+10 6.09147e+10 1.0937e+11 6.20546e+10
 2e+09 5.48454e+10 6.61444e+10 2.83634e+11 1.34875e+11
