Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.13661e-15
 100000 2.84918e-15
 150000 4.73568e-15
 200000 6.71034e-15
 250000 8.73301e-15
 300000 1.08015e-14
 350000 1.29089e-14
 400000 1.50466e-14
 450000 1.72184e-14
 500000 1.9427e-14
 550000 2.1678e-14
 600000 2.3966e-14
 650000 2.62956e-14
 700000 2.8668e-14
 750000 3.10727e-14
 800000 3.3517e-14
 850000 3.59996e-14
 900000 3.85334e-14
 950000 4.11118e-14
 1e+06 4.3729e-14
 1e+06 4.31018e-14
 2e+06 1.04042e-13
 3e+06 1.8132e-13
 4e+06 2.7403e-13
 5e+06 3.82376e-13
 6e+06 5.06928e-13
 7e+06 6.47215e-13
 8e+06 8.04361e-13
 9e+06 9.78348e-13
 1e+07 1.16844e-12
 1.1e+07 1.37431e-12
 1.2e+07 1.5962e-12
 1.3e+07 1.8352e-12
 1.4e+07 2.09154e-12
 1.5e+07 2.36476e-12
 1.6e+07 2.65378e-12
 1.7e+07 2.95823e-12
 1.8e+07 3.27991e-12
 1.9e+07 3.61844e-12
 2e+07 3.97134e-12
 2e+07 4.04485e-12
 4e+07 1.45998e-11
 6e+07 3.14797e-11
 8e+07 5.42698e-11
 1e+08 8.23427e-11
 1.2e+08 1.16034e-10
 1.4e+08 1.54973e-10
 1.6e+08 1.99481e-10
 1.8e+08 2.49028e-10
 2e+08 3.02888e-10
 2.2e+08 3.61321e-10
 2.4e+08 4.24993e-10
 2.6e+08 4.93159e-10
 2.8e+08 5.662e-10
 3e+08 6.43778e-10
 3.2e+08 7.26421e-10
 3.4e+08 8.12958e-10
 3.6e+08 9.03448e-10
 3.8e+08 9.98002e-10
 4e+08 1.09531e-09
 4e+08 1.15178e-09
 8e+08 3.90671e-09
 1.2e+09 7.21601e-09
 1.6e+09 1.13609e-08
 2e+09 1.71344e-08
