# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
100000 35484.8 -0.0689661 5955.19 0.991888
200000 35807.7 -0.125412 6009.39 1.00092
300000 36111.6 1.46857 6060.14 1.00962
400000 35691.2 2.02044 5989.49 0.997926
500000 36073.1 0.432945 6053.85 1.00843
600000 35921.8 -0.0631889 6028.53 1.00412
700000 35260.7 -0.0291805 5917.59 0.985625
800000 35961.5 -0.108199 6035.2 1.00522
900000 35804.8 -0.0607687 6008.89 1.00083
1000000 35390 0.0544046 5939.26 0.989271
1100000 36033.2 -0.209947 6047.25 1.00722
1200000 35735.9 0.4311 5997.26 0.998997
1300000 36072.5 0.191479 6053.79 1.00843
1400000 36396 -0.0772222 6108.12 1.01736
1500000 35585 0.0295176 5972 0.994739
1600000 35557.4 -0.107303 5967.38 0.993917
1700000 36378.8 -0.0454713 6105.23 1.01688
1800000 35848.9 0.0778273 6016.28 1.00212
1900000 35479.2 -0.0949625 5954.27 0.991742
2000000 35813.2 -0.0626499 6010.3 1.00107
2100000 35544.2 0.0392599 5965.14 0.993581
2200000 35671.5 0.512085 5986.43 0.997243
2300000 35783.4 -0.106907 6005.31 1.00023
2400000 35875 -0.167838 6020.7 1.0028
2500000 36431.6 -0.10842 6114.1 1.01838
2600000 35460.6 -0.0950904 5951.13 0.991207
2700000 35742.9 0.881372 5998.35 0.999243
2800000 35753.4 -0.0781219 6000.28 0.999397
2900000 35460.3 -0.0880414 5951.08 0.991199
3000000 36090.5 0.0991539 6056.83 1.00888
3100000 35805.9 -0.16106 6009.1 1.00086
3200000 35790.4 -0.0108253 6006.47 1.00045
3300000 35510.1 0.16642 5959.4 0.992646
3400000 35766.5 8.40402 6001.06 1.00056
3500000 36207.1 -0.0434871 6076.41 1.01208
3600000 35502.3 -0.0929222 5958.14 0.992376
3700000 35741.6 -0.0812483 5998.3 0.999085
3800000 35973.5 -0.154204 6037.23 1.00555
3900000 36135.9 -0.0141325 6064.46 1.01013
4000000 36233.3 0.226029 6080.76 1.0129
4100000 35313.3 -0.0504541 5926.41 0.987125
4200000 36113 -0.169624 6060.64 1.00945
4300000 35808.2 -0.061868 6009.46 1.00094
4400000 35964.9 -0.0212273 6035.77 1.00534
4500000 35712.7 -0.124459 5993.46 0.998269
4600000 35854.2 -0.0994609 6017.19 1.00221
4700000 35427.9 1.84859 5945.33 0.990551
4800000 35613.2 -0.0610104 5976.74 0.995479
4900000 35718.6 -0.144481 5994.45 0.998424
5000000 35595.5 -0.0372273 5973.77 0.994981
5100000 35574.4 -0.0135077 5970.22 0.994393
5200000 35517.2 -0.0589399 5960.63 0.992791
5300000 36153.7 0.0759175 6067.43 1.01065
5400000 35616.3 -0.137933 5977.28 0.995586
5500000 35889.3 -0.00763136 6023.07 1.0032
5600000 36167.5 -0.00724233 6069.77 1.01097
5700000 35669 -0.049696 5986.11 0.997054
5800000 35054.1 -0.041165 5882.92 0.979849
5900000 35763.9 0.210486 6001.98 0.999748
6000000 35653.9 0.0233406 5983.56 0.996664
6100000 35929 -0.158923 6029.77 1.00431
6200000 35908.6 4.49214 6025.55 1.00418
6300000 36003.3 0.153681 6042.18 1.00644
6400000 35558.6 -0.0104487 5967.57 0.993978
6500000 35809.2 1.15647 6009.43 1.00115
6600000 35389.1 -0.0617035 5939.14 0.989215
6700000 35854.8 -0.0805002 6017.29 1.00223
6800000 35275.7 0.718044 5919.97 0.986209
6900000 36094 -0.119043 6057.44 1.00892
7000000 35948.5 -0.028723 6033.01 1.00485
7100000 35468 -0.183644 5952.4 0.991428
7200000 35890.5 -0.185964 6023.31 1.00325
7300000 35663 -0.122162 5985.12 0.996866
7400000 35398.5 -0.135886 5940.72 0.989472
7500000 36073.2 -0.064888 6053.95 1.00833
7600000 35714.8 -0.0752915 5993.8 0.998315
7700000 36168.8 0.595302 6069.88 1.01111
7800000 35577.1 -0.0734287 5970.68 0.994463
7900000 35724.6 0.0297039 5995.42 0.998618
8000000 35488.2 -0.115523 5955.77 0.991985
8100000 34734.9 -0.238243 5829.37 0.970927
8200000 35579.6 -0.167014 5971.13 0.994535
8300000 35943 0.159435 6032.06 1.00477
8400000 35736 0.511101 5997.26 0.999027
8500000 35778.8 -0.039341 6004.53 1.0001
8600000 36013.3 -0.13832 6043.91 1.00668
8700000 35975.7 -0.0581914 6037.57 1.00561
8800000 35473.1 1.27514 5953.01 0.99173
8900000 35737.2 0.177279 5997.51 0.998994
9000000 35744.9 -0.0906905 5998.85 0.999167
9100000 35848.2 -0.0867178 6016.19 1.00205
9200000 35565.4 -0.090763 5968.72 0.994142
9300000 35671.6 -0.0703769 5986.55 0.997108
9400000 35775 -0.153979 6003.92 1
9500000 35289.5 0.0245473 5922.4 0.986484
9600000 35743.9 0.299638 5998.62 0.999199
9700000 35459.7 -0.0475708 5950.99 0.991204
9800000 35842.5 0.156607 6015.2 1.00194
9900000 35688.1 -0.210874 5989.34 0.997584
10000000 35651.3 -0.148385 5983.16 0.996551
