# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 35779.3 -0.145235 6004.63 1.00815 8.18182e-05
200000 35072.6 -0.146583 5886.04 0.973773 8.06027e-05
300000 35726.4 -0.0359155 5995.73 0.996598 8.09574e-05
400000 35598.9 0.253684 5974.28 0.999343 8.14737e-05
500000 35534.8 -0.0416721 5963.58 0.993825 8.11873e-05
600000 35580.7 -0.0976713 5971.3 0.993103 8.10027e-05
700000 35850.7 -0.0383839 6016.59 1.00714 8.15311e-05
800000 36017.1 -0.0678742 6044.52 1.00885 8.12992e-05
900000 35932.3 -0.232266 6030.33 1.01262 8.17845e-05
1000000 35521.3 -0.0518682 5961.32 0.995944 8.13994e-05
1100000 35355.5 0.0521793 5933.47 0.978242 8.03381e-05
1200000 35403.5 -0.119856 5941.56 0.988482 8.10231e-05
1300000 35295.1 0.999991 5923.18 0.975289 8.01804e-05
1400000 36010.8 -0.162015 6043.49 1.01577 8.18565e-05
1500000 35359.9 -0.0665312 5934.23 0.994373 8.16175e-05
1600000 35410 -0.0615969 5942.65 0.996778 8.16895e-05
1700000 35474.7 -0.153219 5953.52 1.00012 8.17961e-05
1800000 35778.9 0.0357111 6004.54 1.00565 8.1576e-05
1900000 35825.9 -0.0926403 6012.45 0.986183 7.98814e-05
2000000 35871.3 0.086881 6020.04 1.01333 8.19879e-05
2100000 36063.4 2.49787 6051.86 1.00381 8.07509e-05
2200000 35714.4 -0.122803 5993.74 0.991301 8.05574e-05
2300000 35562.4 -0.0317426 5968.22 0.98765 8.05858e-05
2400000 35485.6 1.92386 5955 0.998795 8.16567e-05
2500000 35726.4 -0.0817585 5995.75 1.01288 8.22577e-05
2600000 36285.9 -0.0268975 6089.64 1.01332 8.1037e-05
2700000 35399.6 0.149008 5940.87 0.983345 8.06249e-05
2800000 35741.8 -0.177239 5998.34 0.989475 8.03446e-05
2900000 35750.9 -0.0347614 5999.85 0.998346 8.10496e-05
3000000 35363.5 -0.135821 5934.85 0.988963 8.11461e-05
