Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.10101e+08
 100000 1.23274e+09
 150000 2.75658e+09
 200000 4.87049e+09
 250000 7.56355e+09
 300000 1.08251e+10
 350000 1.46445e+10
 400000 1.90115e+10
 450000 2.3916e+10
 500000 2.9348e+10
 550000 3.52978e+10
 600000 4.17558e+10
 650000 4.87126e+10
 700000 5.6159e+10
 750000 6.40859e+10
 800000 7.24844e+10
 850000 8.1346e+10
 900000 9.06619e+10
 950000 1.00424e+11
 1e+06 1.10623e+11
 1e+06 1.10615e+11
 2e+06 3.9511e+11
 3e+06 7.99423e+11
 4e+06 1.28643e+12
 5e+06 1.83057e+12
 6e+06 2.41417e+12
 7e+06 3.02498e+12
 8e+06 3.65455e+12
 9e+06 4.29705e+12
 1e+07 4.94848e+12
 1.1e+07 5.60607e+12
 1.2e+07 6.26797e+12
 1.3e+07 6.93291e+12
 1.4e+07 7.59996e+12
 1.5e+07 8.26852e+12
 1.6e+07 8.93818e+12
 1.7e+07 9.60861e+12
 1.8e+07 1.02795e+13
 1.9e+07 1.09508e+13
 2e+07 1.16221e+13
 2e+07 1.16235e+13
 4e+07 2.50626e+13
 6e+07 3.84544e+13
 8e+07 5.1861e+13
 1e+08 6.52629e+13
 1.2e+08 7.86623e+13
 1.4e+08 9.20726e+13
 1.6e+08 1.05526e+14
 1.8e+08 1.18979e+14
 2e+08 1.32418e+14
 2.2e+08 1.45839e+14
 2.4e+08 1.59242e+14
 2.6e+08 1.72609e+14
 2.8e+08 1.85974e+14
 3e+08 1.99279e+14
 3.2e+08 2.12567e+14
 3.4e+08 2.25896e+14
 3.6e+08 2.39227e+14
 3.8e+08 2.52602e+14
 4e+08 2.66019e+14
 4e+08 2.6607e+14
 8e+08 5.38968e+14
 1.2e+09 8.10506e+14
 1.6e+09 1.08176e+15
 2e+09 1.36477e+15
