Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 4.01247e+07 2.26356e+06
 100000 1.59872e+08 8.93947e+06
 150000 3.58306e+08 1.98606e+07
 200000 6.34503e+08 3.48686e+07
 250000 9.87551e+08 5.38137e+07
 300000 1.41655e+09 7.65533e+07
 350000 1.9206e+09 1.02952e+08
 400000 2.49884e+09 1.32878e+08
 450000 3.15038e+09 1.66208e+08
 500000 3.87436e+09 2.02822e+08
 550000 4.66995e+09 2.42606e+08
 600000 5.53629e+09 2.85451e+08
 650000 6.47256e+09 3.3125e+08
 700000 7.47794e+09 3.79902e+08
 750000 8.55162e+09 4.3131e+08
 800000 9.69279e+09 4.8538e+08
 850000 1.09007e+10 5.42022e+08
 900000 1.21745e+10 6.01151e+08
 950000 1.35134e+10 6.62685e+08
 1e+06 1.49167e+10 7.26543e+08
 1e+06 1.49174e+10 7.26348e+08
 2e+06 5.5406e+10 2.39275e+09
 3e+06 1.16101e+11 4.55169e+09
 4e+06 1.92768e+11 6.98053e+09
 5e+06 2.82058e+11 9.57242e+09
 6e+06 3.81328e+11 1.22748e+10
 7e+06 4.88494e+11 1.50538e+10
 8e+06 6.01931e+11 1.78859e+10
 9e+06 7.20358e+11 2.07534e+10
 1e+07 8.42736e+11 2.36485e+10
 1.1e+07 9.68221e+11 2.65669e+10
 1.2e+07 1.09613e+12 2.94945e+10
 1.3e+07 1.22592e+12 3.24294e+10
 1.4e+07 1.35719e+12 3.53767e+10
 1.5e+07 1.48962e+12 3.83362e+10
 1.6e+07 1.62298e+12 4.13095e+10
 1.7e+07 1.75709e+12 4.42985e+10
 1.8e+07 1.89178e+12 4.72979e+10
 1.9e+07 2.02693e+12 5.03006e+10
 2e+07 2.16244e+12 5.33062e+10
 2e+07 2.15879e+12 5.28965e+10
 4e+07 4.87581e+12 1.14792e+11
 6e+07 7.5889e+12 1.77946e+11
 8e+07 1.03066e+13 2.39862e+11
 1e+08 1.30157e+13 3.03704e+11
 1.2e+08 1.57235e+13 3.66841e+11
 1.4e+08 1.84418e+13 4.29685e+11
 1.6e+08 2.11583e+13 4.89611e+11
 1.8e+08 2.39192e+13 5.46011e+11
 2e+08 2.6641e+13 6.04521e+11
 2.2e+08 2.93095e+13 6.6262e+11
 2.4e+08 3.19629e+13 7.2329e+11
 2.6e+08 3.45778e+13 7.83904e+11
 2.8e+08 3.72119e+13 8.49688e+11
 3e+08 3.98614e+13 9.16794e+11
 3.2e+08 4.25233e+13 9.83313e+11
 3.4e+08 4.51959e+13 1.05272e+12
 3.6e+08 4.79481e+13 1.11992e+12
 3.8e+08 5.0715e+13 1.18462e+12
 4e+08 5.35173e+13 1.25526e+12
 4e+08 5.46916e+13 1.27467e+12
 8e+08 1.14078e+14 2.77626e+12
 1.2e+09 1.81665e+14 4.34215e+12
 1.6e+09 2.46071e+14 6.44545e+12
 2e+09 3.01891e+14 8.29754e+12
