Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 102355 103679 110916 105650
 100000 407411 412732 441650 420598
 150000 912447 924489 989497 942144
 200000 1.61479e+06 1.63631e+06 1.75182e+06 1.66764e+06
 250000 2.51184e+06 2.54561e+06 2.72599e+06 2.59448e+06
 300000 3.60101e+06 3.64984e+06 3.90948e+06 3.72011e+06
 350000 4.87977e+06 4.94652e+06 5.2998e+06 5.04203e+06
 400000 6.34562e+06 6.43323e+06 6.89445e+06 6.55777e+06
 450000 7.99609e+06 8.10761e+06 8.69099e+06 8.2649e+06
 500000 9.82874e+06 9.96732e+06 1.0687e+07 1.0161e+07
 500000 9.82614e+06 9.96881e+06 1.06913e+07 1.01621e+07
 1e+06 3.7651e+07 3.82465e+07 4.11187e+07 3.90054e+07
 1.5e+06 8.12404e+07 8.26136e+07 8.90681e+07 8.43074e+07
 2e+06 1.38661e+08 1.41103e+08 1.52592e+08 1.44119e+08
 2.5e+06 2.08304e+08 2.11995e+08 2.29997e+08 2.16765e+08
 3e+06 2.88753e+08 2.93765e+08 3.19702e+08 3.0074e+08
 3.5e+06 3.78743e+08 3.85043e+08 4.20334e+08 3.94707e+08
 4e+06 4.77155e+08 4.84667e+08 5.3068e+08 4.97501e+08
 4.5e+06 5.82952e+08 5.91655e+08 6.49671e+08 6.08093e+08
 5e+06 6.95257e+08 7.05113e+08 7.76409e+08 7.25593e+08
 5e+06 6.89544e+08 7.0719e+08 7.69663e+08 7.22133e+08
 1e+07 2.02944e+09 2.07161e+09 2.35604e+09 2.15236e+09
 1.5e+07 3.62345e+09 3.6362e+09 4.26253e+09 3.84073e+09
 2e+07 5.34891e+09 5.23322e+09 6.27712e+09 5.61975e+09
 2.5e+07 7.18578e+09 6.71236e+09 8.31895e+09 7.4057e+09
 3e+07 9.18106e+09 8.02385e+09 1.04082e+10 9.20436e+09
 3.5e+07 1.13165e+10 9.28193e+09 1.24682e+10 1.10222e+10
 4e+07 1.36161e+10 1.06959e+10 1.45004e+10 1.29375e+10
 4.5e+07 1.60411e+10 1.22839e+10 1.65209e+10 1.49486e+10
 5e+07 1.84738e+10 1.38253e+10 1.84608e+10 1.69199e+10
 5e+07 1.9054e+10 1.38127e+10 1.72952e+10 1.67206e+10
 1e+08 4.07606e+10 3.03023e+10 3.30424e+10 3.47018e+10
 1.5e+08 5.68602e+10 4.57913e+10 4.884e+10 5.04972e+10
 2e+08 8.03767e+10 6.03686e+10 5.77749e+10 6.61734e+10
 2.5e+08 1.06001e+11 7.70865e+10 6.30955e+10 8.20609e+10
 3e+08 1.31709e+11 8.94349e+10 6.47302e+10 9.52913e+10
 3.5e+08 1.69901e+11 1.10432e+11 6.36374e+10 1.14657e+11
 4e+08 2.01175e+11 1.28745e+11 5.39042e+10 1.27941e+11
 4.5e+08 2.21962e+11 1.47387e+11 5.2957e+10 1.40769e+11
 5e+08 2.50883e+11 1.68326e+11 4.69212e+10 1.55377e+11
 5e+08 3.30847e+11 1.57857e+11 7.22863e+10 1.86996e+11
 1e+09 4.74348e+11 4.60579e+11 8.30186e+10 3.39315e+11
 1.5e+09 2.85239e+10 7.85258e+11 9.36404e+10 3.02474e+11
 2e+09 3.46825e+11 5.68017e+11 3.07402e+09 3.05972e+11
