Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.62012e+08
 100000 1.44003e+09
 150000 3.2222e+09
 200000 5.69683e+09
 250000 8.85246e+09
 300000 1.26778e+10
 350000 1.71618e+10
 400000 2.22934e+10
 450000 2.8062e+10
 500000 3.44571e+10
 550000 4.14682e+10
 600000 4.90851e+10
 650000 5.72979e+10
 700000 6.60966e+10
 750000 7.54715e+10
 800000 8.54131e+10
 850000 9.59121e+10
 900000 1.06959e+11
 950000 1.18545e+11
 1e+06 1.30661e+11
 1e+06 1.30662e+11
 2e+06 4.71799e+11
 3e+06 9.63706e+11
 4e+06 1.56366e+12
 5e+06 2.24106e+12
 6e+06 2.97391e+12
 7e+06 3.74645e+12
 8e+06 4.54738e+12
 9e+06 5.36857e+12
 1e+07 6.20424e+12
 1.1e+07 7.05024e+12
 1.2e+07 7.90354e+12
 1.3e+07 8.76202e+12
 1.4e+07 9.62414e+12
 1.5e+07 1.04888e+13
 1.6e+07 1.13554e+13
 1.7e+07 1.22234e+13
 1.8e+07 1.30924e+13
 1.9e+07 1.39621e+13
 2e+07 1.48322e+13
 2e+07 1.48327e+13
 4e+07 3.22525e+13
 6e+07 4.96544e+13
 8e+07 6.70846e+13
 1e+08 8.44813e+13
 1.2e+08 1.01821e+14
 1.4e+08 1.19131e+14
 1.6e+08 1.36442e+14
 1.8e+08 1.53775e+14
 2e+08 1.71092e+14
 2.2e+08 1.88463e+14
 2.4e+08 2.05802e+14
 2.6e+08 2.23119e+14
 2.8e+08 2.40485e+14
 3e+08 2.57856e+14
 3.2e+08 2.75201e+14
 3.4e+08 2.92568e+14
 3.6e+08 3.09941e+14
 3.8e+08 3.27323e+14
 4e+08 3.44754e+14
 4e+08 3.46802e+14
 8e+08 6.94264e+14
 1.2e+09 1.04774e+15
 1.6e+09 1.39471e+15
 2e+09 1.75238e+15
