Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.41648e-15
 100000 3.68068e-15
 150000 6.31792e-15
 200000 9.23278e-15
 250000 1.23907e-14
 300000 1.57829e-14
 350000 1.93913e-14
 400000 2.32077e-14
 450000 2.72265e-14
 500000 3.14451e-14
 550000 3.58763e-14
 600000 4.05208e-14
 650000 4.53626e-14
 700000 5.04085e-14
 750000 5.56712e-14
 800000 6.11466e-14
 850000 6.68353e-14
 900000 7.27292e-14
 950000 7.88253e-14
 1e+06 8.51308e-14
 1e+06 8.52056e-14
 2e+06 2.55349e-13
 3e+06 5.10033e-13
 4e+06 8.48918e-13
 5e+06 1.27084e-12
 6e+06 1.77429e-12
 7e+06 2.35948e-12
 8e+06 3.02735e-12
 9e+06 3.77809e-12
 1e+07 4.60971e-12
 1.1e+07 5.52404e-12
 1.2e+07 6.52147e-12
 1.3e+07 7.6e-12
 1.4e+07 8.76005e-12
 1.5e+07 1.00028e-11
 1.6e+07 1.13257e-11
 1.7e+07 1.27314e-11
 1.8e+07 1.42155e-11
 1.9e+07 1.57799e-11
 2e+07 1.74248e-11
 2e+07 1.74501e-11
 4e+07 6.75788e-11
 6e+07 1.49881e-10
 8e+07 2.64593e-10
 1e+08 4.11107e-10
 1.2e+08 5.90157e-10
 1.4e+08 8.01351e-10
 1.6e+08 1.04453e-09
 1.8e+08 1.3198e-09
 2e+08 1.62694e-09
 2.2e+08 1.96692e-09
 2.4e+08 2.34019e-09
 2.6e+08 2.74639e-09
 2.8e+08 3.18577e-09
 3e+08 3.65896e-09
 3.2e+08 4.16461e-09
 3.4e+08 4.70422e-09
 3.6e+08 5.27295e-09
 3.8e+08 5.87982e-09
 4e+08 6.52193e-09
 4e+08 6.51344e-09
 8e+08 2.58031e-08
 1.2e+09 5.7559e-08
 1.6e+09 9.90082e-08
 2e+09 1.46384e-07
