Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 48492.5 46804.6 47114.4 47470.5
 100000 192915 186163 187411 188829
 150000 431823 416654 419466 422648
 200000 763777 736883 741893 747518
 250000 1.18734e+06 1.14549e+06 1.15334e+06 1.16206e+06
 300000 1.7011e+06 1.64113e+06 1.65246e+06 1.6649e+06
 350000 2.30368e+06 2.22248e+06 2.23796e+06 2.25471e+06
 400000 2.99369e+06 2.88823e+06 2.90853e+06 2.93015e+06
 450000 3.76981e+06 3.63712e+06 3.66289e+06 3.68994e+06
 500000 4.63068e+06 4.46789e+06 4.4998e+06 4.53279e+06
 500000 4.62833e+06 4.4648e+06 4.4988e+06 4.53064e+06
 1e+06 1.76089e+07 1.70105e+07 1.71471e+07 1.72555e+07
 1.5e+06 3.76813e+07 3.64802e+07 3.67766e+07 3.69794e+07
 2e+06 6.37302e+07 6.18787e+07 6.23708e+07 6.26599e+07
 2.5e+06 9.4852e+07 9.23657e+07 9.30608e+07 9.34261e+07
 3e+06 1.30312e+08 1.27268e+08 1.28103e+08 1.28561e+08
 3.5e+06 1.69478e+08 1.66063e+08 1.66864e+08 1.67468e+08
 4e+06 2.11812e+08 2.0834e+08 2.08819e+08 2.09657e+08
 4.5e+06 2.56879e+08 2.53751e+08 2.53559e+08 2.5473e+08
 5e+06 3.04321e+08 3.01969e+08 3.00742e+08 3.02344e+08
 5e+06 3.01637e+08 2.96415e+08 3.01841e+08 2.99964e+08
 1e+07 8.31586e+08 8.63198e+08 8.63426e+08 8.52737e+08
 1.5e+07 1.33299e+09 1.49963e+09 1.47531e+09 1.43598e+09
 2e+07 1.77384e+09 2.14311e+09 2.07862e+09 1.99852e+09
 2.5e+07 2.16083e+09 2.77281e+09 2.67913e+09 2.53759e+09
 3e+07 2.53181e+09 3.38733e+09 3.24424e+09 3.05446e+09
 3.5e+07 2.89161e+09 3.96814e+09 3.752e+09 3.53725e+09
 4e+07 3.28629e+09 4.5146e+09 4.24167e+09 4.01419e+09
 4.5e+07 3.73676e+09 5.0825e+09 4.74342e+09 4.52089e+09
 5e+07 4.26384e+09 5.68832e+09 5.21657e+09 5.05624e+09
 5e+07 3.8489e+09 4.72083e+09 6.57234e+09 5.04736e+09
 1e+08 7.90995e+09 1.07393e+10 8.82855e+09 9.15928e+09
 1.5e+08 9.55013e+09 1.44384e+10 1.3724e+10 1.25708e+10
 2e+08 1.23501e+10 2.0717e+10 1.89923e+10 1.73531e+10
 2.5e+08 1.705e+10 2.98544e+10 2.48274e+10 2.39106e+10
 3e+08 2.267e+10 3.71245e+10 2.77541e+10 2.91829e+10
 3.5e+08 2.63133e+10 4.15772e+10 3.48925e+10 3.4261e+10
 4e+08 2.79126e+10 4.6874e+10 4.20595e+10 3.89487e+10
 4.5e+08 3.0288e+10 5.31091e+10 5.17212e+10 4.50394e+10
 5e+08 3.22931e+10 5.52603e+10 6.17961e+10 4.97832e+10
 5e+08 2.55178e+10 5.71094e+10 7.06222e+10 5.10831e+10
 1e+09 2.87079e+09 1.17107e+11 2.67819e+11 1.29266e+11
 1.5e+09 2.25509e+10 1.263e+11 5.90831e+11 2.46561e+11
 2e+09 2.30438e+09 3.04211e+11 1.00397e+12 4.36829e+11
