# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 41886.2 -0.0790072 7029.51 0.999565 6.92551e-05
200000 41953.1 -0.0288901 7040.72 1.00456 6.94978e-05
300000 41588.2 -0.0944599 6979.49 0.987955 6.89312e-05
400000 41992.4 -0.0806878 7047.32 1.00693 6.95937e-05
500000 41416 -0.117072 6950.59 0.991315 6.94557e-05
600000 41673.6 -0.0606863 6993.82 1.00428 6.9935e-05
700000 41445.2 0.0532618 6955.47 1.01115 7.08009e-05
800000 41777.6 -0.0353887 7011.28 1.00817 7.0036e-05
900000 42005.7 0.114475 7049.53 1.00678 6.95524e-05
1000000 41966.2 -0.018559 7042.92 1.01361 7.01006e-05
1100000 42316.7 -0.0564075 7101.75 1.02782 7.04926e-05
1200000 42115 -0.102077 7067.91 1.01458 6.99267e-05
1300000 41884.9 -0.131373 7029.29 0.998083 6.91572e-05
1400000 41710.2 -0.204132 6999.98 0.990028 6.88776e-05
1500000 41946.1 -0.0941194 7039.56 1.00777 6.97396e-05
1600000 41664.6 -0.0972956 6992.32 0.980858 6.83224e-05
1700000 41560 -0.156779 6974.77 0.993738 6.93959e-05
1800000 41438.3 7.32405 6953.09 0.979391 6.85538e-05
1900000 41812.6 0.068414 7017.12 1.01682 7.05683e-05
2000000 41676 -0.126807 6994.23 0.997595 6.94748e-05
2100000 42104.3 0.87449 7065.95 1.00938 6.95818e-05
2200000 41481.4 2.04858 6961.21 0.993192 6.94783e-05
2300000 41979 0.436351 7045 0.991129 6.85093e-05
2400000 41394.6 -0.166459 6947.01 0.992187 6.95699e-05
2500000 41608 0.398369 6982.73 1.00998 7.04128e-05
2600000 41506.2 -0.102958 6965.74 0.996096 6.96518e-05
2700000 41576.4 0.375157 6977.44 0.990201 6.91313e-05
2800000 42212.7 0.93844 7084.14 1.00137 6.8841e-05
2900000 41389.5 -0.0398794 6946.14 0.994384 6.97314e-05
3000000 41546.5 -0.031977 6972.48 1.00707 7.03665e-05
3100000 41788.8 -0.0499073 7013.15 1.01402 7.0422e-05
3200000 41982.9 -0.118742 7045.74 1.00981 6.97884e-05
3300000 42161.8 -0.15341 7075.77 1.00547 6.92241e-05
3400000 41988.5 0.355694 7046.59 1.00955 6.97965e-05
3500000 42105.8 -0.121841 7066.37 1.00488 6.92713e-05
3600000 41830.1 -0.116922 7020.1 0.996869 6.91573e-05
3700000 41558.1 0.178044 6974.4 0.997863 6.96893e-05
3800000 41609.5 0.485766 6982.97 0.999791 6.97235e-05
3900000 41211.1 -0.0219402 6916.2 0.986235 6.94705e-05
4000000 42232.3 0.0574895 7087.56 1.00163 6.88301e-05
4100000 41966.2 0.839848 7042.78 1.00202 6.92926e-05
4200000 41540.4 -0.137439 6971.49 1.0006 6.98909e-05
4300000 41935.2 -0.0804234 7037.73 1.0141 7.01876e-05
4400000 42455.6 0.0665015 7125.04 1.00152 6.84619e-05
4500000 41388.2 -0.0998287 6945.93 0.994852 6.97631e-05
4600000 42290.6 -0.0756208 7097.37 1.01241 6.94778e-05
4700000 41611.8 -0.00689613 6983.44 1.00734 7.02596e-05
4800000 41828.8 -0.113285 7019.88 1.01867 7.06898e-05
4900000 41784.6 1.09788 7012.25 0.9958 6.91605e-05
5000000 41842.2 -0.0942012 7022.13 1.00772 6.98822e-05
5100000 41165.3 1.42846 6908.27 0.979138 6.90193e-05
5200000 41247.7 -0.0224737 6922.34 0.979278 6.89108e-05
5300000 41589.9 -0.0892353 6979.77 0.994063 6.93775e-05
5400000 42090.9 -0.0534314 7063.85 1.01332 6.98702e-05
5500000 41916.9 -0.207441 7034.68 1.00518 6.96025e-05
5600000 41659.1 -0.0681942 6991.39 1.00699 7.01378e-05
5700000 41856.4 -0.0032259 7024.49 1.00189 6.94558e-05
5800000 42055.4 -0.122535 7057.91 1.01193 6.98046e-05
5900000 42152.2 0.150139 7074.1 1.00101 6.89057e-05
6000000 41386.7 -0.137359 6945.68 0.990751 6.95067e-05
6100000 41749.8 -0.042904 7006.6 0.997431 6.93278e-05
6200000 41718.3 -0.103484 7001.34 0.990927 6.89379e-05
6300000 41813 0.273642 7017.15 0.993289 6.89506e-05
6400000 41647.1 -0.0512219 6989.37 1.01674 7.08359e-05
6500000 41689.9 -0.0304873 6996.56 0.993304 6.91508e-05
6600000 41918.4 -0.207864 7034.92 1.01374 7.01828e-05
6700000 41426.8 -0.0579246 6952.4 0.993439 6.96022e-05
6800000 41903.1 -0.154855 7032.35 1.00687 6.97345e-05
6900000 41619.1 1.39916 6984.43 0.985903 6.87517e-05
7000000 41585.7 0.275399 6979.01 0.986921 6.88751e-05
7100000 41525.6 -0.195417 6969 0.996109 6.96039e-05
7200000 41426 -0.0108106 6952.26 1.00664 7.05327e-05
7300000 41505.4 0.0450849 6965.58 0.988919 6.91398e-05
7400000 41578.3 -0.0105055 6977.82 1.01151 7.06051e-05
7500000 41797.9 -0.0552755 7014.68 0.999357 6.94086e-05
7600000 41774.1 -0.184294 7010.72 0.999746 6.94557e-05
7700000 41190.2 -0.0249468 6912.69 0.982651 6.92475e-05
7800000 41481.7 -0.146752 6961.64 0.985702 6.89901e-05
7900000 41764.9 0.187957 7009.1 0.995893 6.92022e-05
8000000 41646.6 -0.0934541 6989.3 1.00183 6.98163e-05
8100000 41877.1 0.783989 7027.83 1.02344 7.09227e-05
8200000 42210.4 -0.116317 7083.92 1.01857 7.0031e-05
8300000 41846.2 -0.0992245 7022.8 0.998516 6.92689e-05
8400000 41195.6 -0.121348 6913.6 0.997898 7.03123e-05
8500000 41604.9 -0.145099 6982.3 0.984719 6.86925e-05
8600000 41559.1 -0.0624663 6974.6 1.00885 7.04555e-05
8700000 41562.5 0.143818 6975.14 0.990607 6.91547e-05
8800000 42155.2 -0.0693179 7074.64 1.01384 6.98148e-05
8900000 42220.2 -0.0286175 7085.55 1.01357 6.96605e-05
9000000 41135.2 2.21766 6903.08 0.988393 6.97203e-05
9100000 42106.4 -0.116538 7066.47 1.01855 7.01943e-05
9200000 41216.3 -0.163316 6917.1 0.979144 6.89465e-05
9300000 41128.9 -0.11948 6902.42 0.989993 6.98748e-05
9400000 42340.4 -0.0662835 7105.72 1.02707 7.03985e-05
9500000 41602 -0.116057 6981.82 0.987052 6.88551e-05
9600000 41205.8 -0.0937542 6915.32 0.983542 6.92722e-05
9700000 41874.6 -0.0397155 7027.56 1.00397 6.95772e-05
9800000 41903.8 0.980848 7032.29 1.00447 6.95644e-05
9900000 41842.4 0.095285 7022.12 0.998202 6.924e-05
10000000 41413.9 -0.199703 6950.26 0.985912 6.9101e-05
