Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 2.50473e+07
 100000 9.65739e+07
 150000 2.09596e+08
 200000 3.59668e+08
 250000 5.42823e+08
 300000 7.55522e+08
 350000 9.94608e+08
 400000 1.25727e+09
 450000 1.54098e+09
 500000 1.84351e+09
 550000 2.16284e+09
 600000 2.4972e+09
 650000 2.84498e+09
 700000 3.20475e+09
 750000 3.57525e+09
 800000 3.95533e+09
 850000 4.34398e+09
 900000 4.74029e+09
 950000 5.14344e+09
 1e+06 5.55272e+09
 1e+06 5.55281e+09
 2e+06 1.43845e+10
 3e+06 2.35689e+10
 4e+06 3.27915e+10
 5e+06 4.20172e+10
 6e+06 5.12412e+10
 7e+06 6.04599e+10
 8e+06 6.96805e+10
 9e+06 7.8905e+10
 1e+07 8.81369e+10
 1.1e+07 9.73673e+10
 1.2e+07 1.06598e+11
 1.3e+07 1.15833e+11
 1.4e+07 1.25069e+11
 1.5e+07 1.343e+11
 1.6e+07 1.43528e+11
 1.7e+07 1.52749e+11
 1.8e+07 1.61964e+11
 1.9e+07 1.71172e+11
 2e+07 1.80369e+11
 2e+07 1.80275e+11
 4e+07 3.6385e+11
 6e+07 5.47572e+11
 8e+07 7.30663e+11
 1e+08 9.1396e+11
 1.2e+08 1.0984e+12
 1.4e+08 1.28343e+12
 1.6e+08 1.46879e+12
 1.8e+08 1.65497e+12
 2e+08 1.84146e+12
 2.2e+08 2.02777e+12
 2.4e+08 2.21322e+12
 2.6e+08 2.39987e+12
 2.8e+08 2.58761e+12
 3e+08 2.77497e+12
 3.2e+08 2.96246e+12
 3.4e+08 3.15001e+12
 3.6e+08 3.33894e+12
 3.8e+08 3.52571e+12
 4e+08 3.71259e+12
 4e+08 3.70264e+12
 8e+08 7.489e+12
