Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 214.028 222.029 243.946 226.668
 100000 823.928 855.904 943.012 874.281
 150000 1790.26 1861.48 2056.66 1902.8
 200000 3077.53 3202.59 3548.19 3276.1
 250000 4653.57 4846.42 5384.55 4961.52
 300000 6488.97 6764.04 7535.57 6929.53
 350000 8557.35 8929.39 9973.05 9153.26
 400000 10835 11318.6 12671.1 11608.2
 450000 13300.2 13909.5 15606.8 14272.1
 500000 15934 16681.6 18759.7 17125.1
 500000 15968 16579.9 18740.6 17096.2
 1e+06 48696.3 50856.4 58607.9 52720.2
 1.5e+06 87725.5 90445.6 106677 94949.4
 2e+06 128012 130982 158726 139240
 2.5e+06 167971 169648 212904 183508
 3e+06 207529 206119 268891 227513
 3.5e+06 245503 241556 326677 271245
 4e+06 280840 276246 386121 314402
 4.5e+06 313373 310276 447063 356904
 5e+06 343731 344139 509331 399067
 5e+06 355688 322250 478029 385322
 1e+07 626290 665996 1.09877e+06 797018
 1.5e+07 919815 953716 1.73815e+06 1.20389e+06
 2e+07 1.17294e+06 1.20375e+06 2.37894e+06 1.58521e+06
 2.5e+07 1.42469e+06 1.36046e+06 3.06793e+06 1.95103e+06
 3e+07 1.54342e+06 1.50514e+06 3.70628e+06 2.25161e+06
 3.5e+07 1.7266e+06 1.61658e+06 4.23929e+06 2.52749e+06
 4e+07 1.86202e+06 1.74342e+06 4.72294e+06 2.77613e+06
 4.5e+07 2.02707e+06 1.86075e+06 5.29221e+06 3.06001e+06
 5e+07 2.20255e+06 1.92049e+06 5.89826e+06 3.34043e+06
 5e+07 1.65831e+06 1.92244e+06 7.42019e+06 3.66698e+06
 1e+08 2.971e+06 2.37186e+06 1.21952e+07 5.84603e+06
 1.5e+08 3.94662e+06 2.48677e+06 1.73149e+07 7.9161e+06
 2e+08 3.44429e+06 3.39393e+06 2.107e+07 9.30276e+06
 2.5e+08 2.35033e+06 3.27214e+06 2.0121e+07 8.58116e+06
 3e+08 1.95012e+06 3.52858e+06 1.21811e+07 5.8866e+06
 3.5e+08 1.88473e+06 2.21052e+06 9.39031e+06 4.49519e+06
 4e+08 2.78735e+06 1.61562e+06 5.29375e+06 3.23224e+06
 4.5e+08 4.0711e+06 1.97628e+06 9.0939e+06 5.04709e+06
 5e+08 3.52324e+06 1.77948e+06 1.28464e+07 6.04969e+06
 5e+08 1.42885e+06 1.47844e+06 7.82998e+06 3.57909e+06
 1e+09 2.88808e+06 5.01815e+06 6.51956e+06 4.8086e+06
