Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.34647e-16
 100000 3.51003e-16
 150000 6.1777e-16
 200000 9.34109e-16
 250000 1.29875e-15
 300000 1.71193e-15
 350000 2.17302e-15
 400000 2.68206e-15
 450000 3.24012e-15
 500000 3.84547e-15
 550000 4.49863e-15
 600000 5.19953e-15
 650000 5.9492e-15
 700000 6.74642e-15
 750000 7.59105e-15
 800000 8.48449e-15
 850000 9.4272e-15
 900000 1.04197e-14
 950000 1.14626e-14
 1e+06 1.25547e-14
 1e+06 1.25798e-14
 2e+06 4.46814e-14
 3e+06 9.60894e-14
 4e+06 1.66986e-13
 5e+06 2.57086e-13
 6e+06 3.66336e-13
 7e+06 4.94713e-13
 8e+06 6.42379e-13
 9e+06 8.09396e-13
 1e+07 9.95807e-13
 1.1e+07 1.20111e-12
 1.2e+07 1.42569e-12
 1.3e+07 1.66924e-12
 1.4e+07 1.93154e-12
 1.5e+07 2.21269e-12
 1.6e+07 2.51251e-12
 1.7e+07 2.83113e-12
 1.8e+07 3.16855e-12
 1.9e+07 3.52481e-12
 2e+07 3.89957e-12
 2e+07 3.93738e-12
 4e+07 1.54001e-11
 6e+07 3.40623e-11
 8e+07 5.96759e-11
 1e+08 9.18164e-11
 1.2e+08 1.30192e-10
 1.4e+08 1.74199e-10
 1.6e+08 2.2333e-10
 1.8e+08 2.7708e-10
 2e+08 3.34419e-10
 2.2e+08 3.94977e-10
 2.4e+08 4.59114e-10
 2.6e+08 5.26187e-10
 2.8e+08 5.96554e-10
 3e+08 6.70104e-10
 3.2e+08 7.47144e-10
 3.4e+08 8.27946e-10
 3.6e+08 9.13081e-10
 3.8e+08 1.0021e-09
 4e+08 1.09494e-09
 4e+08 8.43739e-10
 8e+08 3.18305e-09
